gene	gene_class	ancestry_scheme	ancestry	unrelated_only	field_class	artifact_label	n_haplotypes
C4A	complement	pred	AFR	False	uncalled	clean	5176
C4A	complement	pred	AFR	True	uncalled	clean	5020
C4A	complement	pred	AMR	False	uncalled	clean	4593
C4A	complement	pred	AMR	True	uncalled	clean	4398
C4A	complement	pred	EAS	False	uncalled	clean	2511
C4A	complement	pred	EAS	True	uncalled	clean	2452
C4A	complement	pred	EUR	False	uncalled	clean	4838
C4A	complement	pred	EUR	True	uncalled	clean	4679
C4A	complement	pred	MID	False	uncalled	clean	836
C4A	complement	pred	MID	True	uncalled	clean	823
C4A	complement	pred	POOLED	False	uncalled	clean	20174
C4A	complement	pred	POOLED	True	uncalled	clean	19555
C4A	complement	pred	SAS	False	uncalled	clean	2183
C4A	complement	pred	SAS	True	uncalled	clean	2146
C4A	complement	pred	UNASSIGNED	False	uncalled	clean	37
C4A	complement	pred	UNASSIGNED	True	uncalled	clean	37
C4A	complement	strict	AFR	False	uncalled	clean	4010
C4A	complement	strict	AFR	True	uncalled	clean	3871
C4A	complement	strict	AMR	False	uncalled	clean	2813
C4A	complement	strict	AMR	True	uncalled	clean	2655
C4A	complement	strict	EAS	False	uncalled	clean	2200
C4A	complement	strict	EAS	True	uncalled	clean	2143
C4A	complement	strict	EUR	False	uncalled	clean	2096
C4A	complement	strict	EUR	True	uncalled	clean	1973
C4A	complement	strict	MID	False	uncalled	clean	523
C4A	complement	strict	MID	True	uncalled	clean	512
C4A	complement	strict	POOLED	False	uncalled	clean	20174
C4A	complement	strict	POOLED	True	uncalled	clean	19555
C4A	complement	strict	SAS	False	uncalled	clean	2036
C4A	complement	strict	SAS	True	uncalled	clean	2007
C4A	complement	strict	UNASSIGNED	False	uncalled	clean	6496
C4A	complement	strict	UNASSIGNED	True	uncalled	clean	6394
C4B	complement	pred	AFR	False	uncalled	clean	4300
C4B	complement	pred	AFR	True	uncalled	clean	4179
C4B	complement	pred	AMR	False	uncalled	clean	4119
C4B	complement	pred	AMR	True	uncalled	clean	3922
C4B	complement	pred	EAS	False	uncalled	clean	2210
C4B	complement	pred	EAS	True	uncalled	clean	2160
C4B	complement	pred	EUR	False	uncalled	clean	4509
C4B	complement	pred	EUR	True	uncalled	clean	4349
C4B	complement	pred	MID	False	uncalled	clean	746
C4B	complement	pred	MID	True	uncalled	clean	731
C4B	complement	pred	POOLED	False	uncalled	clean	17796
C4B	complement	pred	POOLED	True	uncalled	clean	17221
C4B	complement	pred	SAS	False	uncalled	clean	1876
C4B	complement	pred	SAS	True	uncalled	clean	1844
C4B	complement	pred	UNASSIGNED	False	uncalled	clean	36
C4B	complement	pred	UNASSIGNED	True	uncalled	clean	36
C4B	complement	strict	AFR	False	uncalled	clean	3330
C4B	complement	strict	AFR	True	uncalled	clean	3223
C4B	complement	strict	AMR	False	uncalled	clean	2556
C4B	complement	strict	AMR	True	uncalled	clean	2399
C4B	complement	strict	EAS	False	uncalled	clean	1940
C4B	complement	strict	EAS	True	uncalled	clean	1892
C4B	complement	strict	EUR	False	uncalled	clean	1930
C4B	complement	strict	EUR	True	uncalled	clean	1801
C4B	complement	strict	MID	False	uncalled	clean	470
C4B	complement	strict	MID	True	uncalled	clean	459
C4B	complement	strict	POOLED	False	uncalled	clean	17796
C4B	complement	strict	POOLED	True	uncalled	clean	17221
C4B	complement	strict	SAS	False	uncalled	clean	1749
C4B	complement	strict	SAS	True	uncalled	clean	1721
C4B	complement	strict	UNASSIGNED	False	uncalled	clean	5821
C4B	complement	strict	UNASSIGNED	True	uncalled	clean	5726
HLA-A	classical_I	pred	AFR	False	f2_protein	clean	<20
HLA-A	classical_I	pred	AFR	False	f2_protein	homopolymer_indel	170
HLA-A	classical_I	pred	AFR	False	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	AFR	False	f4_noncoding	clean	202
HLA-A	classical_I	pred	AFR	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	AFR	False	known	clean	5537
HLA-A	classical_I	pred	AFR	False	known	partial_cds	<20
HLA-A	classical_I	pred	AFR	True	f2_protein	clean	<20
HLA-A	classical_I	pred	AFR	True	f2_protein	homopolymer_indel	167
HLA-A	classical_I	pred	AFR	True	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	AFR	True	f4_noncoding	clean	199
HLA-A	classical_I	pred	AFR	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	AFR	True	known	clean	5379
HLA-A	classical_I	pred	AFR	True	known	partial_cds	<20
HLA-A	classical_I	pred	AMR	False	f2_protein	clean	<20
HLA-A	classical_I	pred	AMR	False	f2_protein	homopolymer_indel	113
HLA-A	classical_I	pred	AMR	False	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	AMR	False	f3_synonymous	clean	<20
HLA-A	classical_I	pred	AMR	False	f4_noncoding	clean	157
HLA-A	classical_I	pred	AMR	False	known	clean	5041
HLA-A	classical_I	pred	AMR	False	known	partial_cds	<20
HLA-A	classical_I	pred	AMR	True	f2_protein	clean	<20
HLA-A	classical_I	pred	AMR	True	f2_protein	homopolymer_indel	109
HLA-A	classical_I	pred	AMR	True	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	AMR	True	f3_synonymous	clean	<20
HLA-A	classical_I	pred	AMR	True	f4_noncoding	clean	149
HLA-A	classical_I	pred	AMR	True	known	clean	4820
HLA-A	classical_I	pred	AMR	True	known	partial_cds	<20
HLA-A	classical_I	pred	EAS	False	f2_protein	clean	<20
HLA-A	classical_I	pred	EAS	False	f2_protein	homopolymer_indel	63
HLA-A	classical_I	pred	EAS	False	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	EAS	False	f3_synonymous	clean	<20
HLA-A	classical_I	pred	EAS	False	f4_noncoding	clean	86
HLA-A	classical_I	pred	EAS	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	EAS	False	known	clean	2708
HLA-A	classical_I	pred	EAS	False	known	partial_cds	<20
HLA-A	classical_I	pred	EAS	True	f2_protein	clean	<20
HLA-A	classical_I	pred	EAS	True	f2_protein	homopolymer_indel	60
HLA-A	classical_I	pred	EAS	True	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	EAS	True	f3_synonymous	clean	<20
HLA-A	classical_I	pred	EAS	True	f4_noncoding	clean	85
HLA-A	classical_I	pred	EAS	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	EAS	True	known	clean	2647
HLA-A	classical_I	pred	EAS	True	known	partial_cds	<20
HLA-A	classical_I	pred	EUR	False	f2_protein	clean	<20
HLA-A	classical_I	pred	EUR	False	f2_protein	homopolymer_indel	142
HLA-A	classical_I	pred	EUR	False	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	EUR	False	f3_synonymous	clean	<20
HLA-A	classical_I	pred	EUR	False	f4_noncoding	clean	187
HLA-A	classical_I	pred	EUR	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	EUR	False	known	clean	5575
HLA-A	classical_I	pred	EUR	False	known	partial_cds	<20
HLA-A	classical_I	pred	EUR	True	f2_protein	clean	<20
HLA-A	classical_I	pred	EUR	True	f2_protein	homopolymer_indel	139
HLA-A	classical_I	pred	EUR	True	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	EUR	True	f3_synonymous	clean	<20
HLA-A	classical_I	pred	EUR	True	f4_noncoding	clean	181
HLA-A	classical_I	pred	EUR	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	EUR	True	known	clean	5381
HLA-A	classical_I	pred	EUR	True	known	partial_cds	<20
HLA-A	classical_I	pred	MID	False	f2_protein	clean	<20
HLA-A	classical_I	pred	MID	False	f2_protein	homopolymer_indel	<20
HLA-A	classical_I	pred	MID	False	f4_noncoding	clean	23
HLA-A	classical_I	pred	MID	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	MID	False	known	clean	912
HLA-A	classical_I	pred	MID	True	f2_protein	clean	<20
HLA-A	classical_I	pred	MID	True	f2_protein	homopolymer_indel	<20
HLA-A	classical_I	pred	MID	True	f4_noncoding	clean	23
HLA-A	classical_I	pred	MID	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	MID	True	known	clean	897
HLA-A	classical_I	pred	POOLED	False	f2_protein	clean	47
HLA-A	classical_I	pred	POOLED	False	f2_protein	homopolymer_indel	549
HLA-A	classical_I	pred	POOLED	False	f2_protein	partial_cds	72
HLA-A	classical_I	pred	POOLED	False	f3_synonymous	clean	<20
HLA-A	classical_I	pred	POOLED	False	f4_noncoding	clean	721
HLA-A	classical_I	pred	POOLED	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	POOLED	False	known	clean	22137
HLA-A	classical_I	pred	POOLED	False	known	partial_cds	23
HLA-A	classical_I	pred	POOLED	True	f2_protein	clean	46
HLA-A	classical_I	pred	POOLED	True	f2_protein	homopolymer_indel	534
HLA-A	classical_I	pred	POOLED	True	f2_protein	partial_cds	71
HLA-A	classical_I	pred	POOLED	True	f3_synonymous	clean	<20
HLA-A	classical_I	pred	POOLED	True	f4_noncoding	clean	702
HLA-A	classical_I	pred	POOLED	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	POOLED	True	known	clean	21449
HLA-A	classical_I	pred	POOLED	True	known	partial_cds	22
HLA-A	classical_I	pred	SAS	False	f2_protein	clean	<20
HLA-A	classical_I	pred	SAS	False	f2_protein	homopolymer_indel	42
HLA-A	classical_I	pred	SAS	False	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	SAS	False	f3_synonymous	clean	<20
HLA-A	classical_I	pred	SAS	False	f4_noncoding	clean	66
HLA-A	classical_I	pred	SAS	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	SAS	False	known	clean	2319
HLA-A	classical_I	pred	SAS	False	known	partial_cds	<20
HLA-A	classical_I	pred	SAS	True	f2_protein	clean	<20
HLA-A	classical_I	pred	SAS	True	f2_protein	homopolymer_indel	40
HLA-A	classical_I	pred	SAS	True	f2_protein	partial_cds	<20
HLA-A	classical_I	pred	SAS	True	f3_synonymous	clean	<20
HLA-A	classical_I	pred	SAS	True	f4_noncoding	clean	65
HLA-A	classical_I	pred	SAS	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	pred	SAS	True	known	clean	2280
HLA-A	classical_I	pred	SAS	True	known	partial_cds	<20
HLA-A	classical_I	pred	UNASSIGNED	False	known	clean	45
HLA-A	classical_I	pred	UNASSIGNED	True	known	clean	45
HLA-A	classical_I	strict	AFR	False	f2_protein	clean	<20
HLA-A	classical_I	strict	AFR	False	f2_protein	homopolymer_indel	128
HLA-A	classical_I	strict	AFR	False	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	AFR	False	f4_noncoding	clean	159
HLA-A	classical_I	strict	AFR	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	AFR	False	known	clean	4270
HLA-A	classical_I	strict	AFR	False	known	partial_cds	<20
HLA-A	classical_I	strict	AFR	True	f2_protein	clean	<20
HLA-A	classical_I	strict	AFR	True	f2_protein	homopolymer_indel	126
HLA-A	classical_I	strict	AFR	True	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	AFR	True	f4_noncoding	clean	156
HLA-A	classical_I	strict	AFR	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	AFR	True	known	clean	4131
HLA-A	classical_I	strict	AFR	True	known	partial_cds	<20
HLA-A	classical_I	strict	AMR	False	f2_protein	homopolymer_indel	58
HLA-A	classical_I	strict	AMR	False	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	AMR	False	f3_synonymous	clean	<20
HLA-A	classical_I	strict	AMR	False	f4_noncoding	clean	74
HLA-A	classical_I	strict	AMR	False	known	clean	3100
HLA-A	classical_I	strict	AMR	False	known	partial_cds	<20
HLA-A	classical_I	strict	AMR	True	f2_protein	homopolymer_indel	55
HLA-A	classical_I	strict	AMR	True	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	AMR	True	f3_synonymous	clean	<20
HLA-A	classical_I	strict	AMR	True	f4_noncoding	clean	70
HLA-A	classical_I	strict	AMR	True	known	clean	2923
HLA-A	classical_I	strict	AMR	True	known	partial_cds	<20
HLA-A	classical_I	strict	EAS	False	f2_protein	clean	<20
HLA-A	classical_I	strict	EAS	False	f2_protein	homopolymer_indel	53
HLA-A	classical_I	strict	EAS	False	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	EAS	False	f4_noncoding	clean	72
HLA-A	classical_I	strict	EAS	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	EAS	False	known	clean	2367
HLA-A	classical_I	strict	EAS	False	known	partial_cds	<20
HLA-A	classical_I	strict	EAS	True	f2_protein	clean	<20
HLA-A	classical_I	strict	EAS	True	f2_protein	homopolymer_indel	50
HLA-A	classical_I	strict	EAS	True	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	EAS	True	f4_noncoding	clean	71
HLA-A	classical_I	strict	EAS	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	EAS	True	known	clean	2308
HLA-A	classical_I	strict	EAS	True	known	partial_cds	<20
HLA-A	classical_I	strict	EUR	False	f2_protein	clean	<20
HLA-A	classical_I	strict	EUR	False	f2_protein	homopolymer_indel	63
HLA-A	classical_I	strict	EUR	False	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	EUR	False	f3_synonymous	clean	<20
HLA-A	classical_I	strict	EUR	False	f4_noncoding	clean	78
HLA-A	classical_I	strict	EUR	False	known	clean	2502
HLA-A	classical_I	strict	EUR	False	known	partial_cds	<20
HLA-A	classical_I	strict	EUR	True	f2_protein	clean	<20
HLA-A	classical_I	strict	EUR	True	f2_protein	homopolymer_indel	60
HLA-A	classical_I	strict	EUR	True	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	EUR	True	f3_synonymous	clean	<20
HLA-A	classical_I	strict	EUR	True	f4_noncoding	clean	74
HLA-A	classical_I	strict	EUR	True	known	clean	2346
HLA-A	classical_I	strict	EUR	True	known	partial_cds	<20
HLA-A	classical_I	strict	MID	False	f2_protein	clean	<20
HLA-A	classical_I	strict	MID	False	f2_protein	homopolymer_indel	<20
HLA-A	classical_I	strict	MID	False	f4_noncoding	clean	<20
HLA-A	classical_I	strict	MID	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	MID	False	known	clean	568
HLA-A	classical_I	strict	MID	True	f2_protein	clean	<20
HLA-A	classical_I	strict	MID	True	f2_protein	homopolymer_indel	<20
HLA-A	classical_I	strict	MID	True	f4_noncoding	clean	<20
HLA-A	classical_I	strict	MID	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	MID	True	known	clean	557
HLA-A	classical_I	strict	POOLED	False	f2_protein	clean	47
HLA-A	classical_I	strict	POOLED	False	f2_protein	homopolymer_indel	549
HLA-A	classical_I	strict	POOLED	False	f2_protein	partial_cds	72
HLA-A	classical_I	strict	POOLED	False	f3_synonymous	clean	<20
HLA-A	classical_I	strict	POOLED	False	f4_noncoding	clean	721
HLA-A	classical_I	strict	POOLED	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	POOLED	False	known	clean	22137
HLA-A	classical_I	strict	POOLED	False	known	partial_cds	23
HLA-A	classical_I	strict	POOLED	True	f2_protein	clean	46
HLA-A	classical_I	strict	POOLED	True	f2_protein	homopolymer_indel	534
HLA-A	classical_I	strict	POOLED	True	f2_protein	partial_cds	71
HLA-A	classical_I	strict	POOLED	True	f3_synonymous	clean	<20
HLA-A	classical_I	strict	POOLED	True	f4_noncoding	clean	702
HLA-A	classical_I	strict	POOLED	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	POOLED	True	known	clean	21449
HLA-A	classical_I	strict	POOLED	True	known	partial_cds	22
HLA-A	classical_I	strict	SAS	False	f2_protein	clean	<20
HLA-A	classical_I	strict	SAS	False	f2_protein	homopolymer_indel	39
HLA-A	classical_I	strict	SAS	False	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	SAS	False	f3_synonymous	clean	<20
HLA-A	classical_I	strict	SAS	False	f4_noncoding	clean	57
HLA-A	classical_I	strict	SAS	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	SAS	False	known	clean	2163
HLA-A	classical_I	strict	SAS	False	known	partial_cds	<20
HLA-A	classical_I	strict	SAS	True	f2_protein	clean	<20
HLA-A	classical_I	strict	SAS	True	f2_protein	homopolymer_indel	38
HLA-A	classical_I	strict	SAS	True	f2_protein	partial_cds	<20
HLA-A	classical_I	strict	SAS	True	f3_synonymous	clean	<20
HLA-A	classical_I	strict	SAS	True	f4_noncoding	clean	56
HLA-A	classical_I	strict	SAS	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	SAS	True	known	clean	2130
HLA-A	classical_I	strict	SAS	True	known	partial_cds	<20
HLA-A	classical_I	strict	UNASSIGNED	False	f2_protein	clean	<20
HLA-A	classical_I	strict	UNASSIGNED	False	f2_protein	homopolymer_indel	195
HLA-A	classical_I	strict	UNASSIGNED	False	f2_protein	partial_cds	23
HLA-A	classical_I	strict	UNASSIGNED	False	f3_synonymous	clean	<20
HLA-A	classical_I	strict	UNASSIGNED	False	f4_noncoding	clean	265
HLA-A	classical_I	strict	UNASSIGNED	False	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	UNASSIGNED	False	known	clean	7167
HLA-A	classical_I	strict	UNASSIGNED	False	known	partial_cds	<20
HLA-A	classical_I	strict	UNASSIGNED	True	f2_protein	clean	<20
HLA-A	classical_I	strict	UNASSIGNED	True	f2_protein	homopolymer_indel	192
HLA-A	classical_I	strict	UNASSIGNED	True	f2_protein	partial_cds	23
HLA-A	classical_I	strict	UNASSIGNED	True	f3_synonymous	clean	<20
HLA-A	classical_I	strict	UNASSIGNED	True	f4_noncoding	clean	259
HLA-A	classical_I	strict	UNASSIGNED	True	f4_noncoding	partial_cds	<20
HLA-A	classical_I	strict	UNASSIGNED	True	known	clean	7054
HLA-A	classical_I	strict	UNASSIGNED	True	known	partial_cds	<20
HLA-B	classical_I	pred	AFR	False	f2_protein	clean	31
HLA-B	classical_I	pred	AFR	False	f2_protein	homopolymer_indel	174
HLA-B	classical_I	pred	AFR	False	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	AFR	False	f3_synonymous	clean	<20
HLA-B	classical_I	pred	AFR	False	f4_noncoding	clean	646
HLA-B	classical_I	pred	AFR	False	f4_noncoding	partial_cds	<20
HLA-B	classical_I	pred	AFR	False	known	clean	5124
HLA-B	classical_I	pred	AFR	False	known	partial_cds	<20
HLA-B	classical_I	pred	AFR	True	f2_protein	clean	30
HLA-B	classical_I	pred	AFR	True	f2_protein	homopolymer_indel	168
HLA-B	classical_I	pred	AFR	True	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	AFR	True	f3_synonymous	clean	<20
HLA-B	classical_I	pred	AFR	True	f4_noncoding	clean	637
HLA-B	classical_I	pred	AFR	True	f4_noncoding	partial_cds	<20
HLA-B	classical_I	pred	AFR	True	known	clean	4967
HLA-B	classical_I	pred	AFR	True	known	partial_cds	<20
HLA-B	classical_I	pred	AMR	False	f1_undetermined	clean	<20
HLA-B	classical_I	pred	AMR	False	f2_protein	clean	<20
HLA-B	classical_I	pred	AMR	False	f2_protein	homopolymer_indel	131
HLA-B	classical_I	pred	AMR	False	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	AMR	False	f3_synonymous	clean	<20
HLA-B	classical_I	pred	AMR	False	f4_noncoding	clean	547
HLA-B	classical_I	pred	AMR	False	known	clean	4644
HLA-B	classical_I	pred	AMR	False	known	partial_cds	<20
HLA-B	classical_I	pred	AMR	True	f1_undetermined	clean	<20
HLA-B	classical_I	pred	AMR	True	f2_protein	clean	<20
HLA-B	classical_I	pred	AMR	True	f2_protein	homopolymer_indel	125
HLA-B	classical_I	pred	AMR	True	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	AMR	True	f3_synonymous	clean	<20
HLA-B	classical_I	pred	AMR	True	f4_noncoding	clean	525
HLA-B	classical_I	pred	AMR	True	known	clean	4441
HLA-B	classical_I	pred	AMR	True	known	partial_cds	<20
HLA-B	classical_I	pred	EAS	False	f2_protein	clean	<20
HLA-B	classical_I	pred	EAS	False	f2_protein	homopolymer_indel	85
HLA-B	classical_I	pred	EAS	False	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	EAS	False	f4_noncoding	clean	277
HLA-B	classical_I	pred	EAS	False	f4_noncoding	partial_cds	<20
HLA-B	classical_I	pred	EAS	False	known	clean	2495
HLA-B	classical_I	pred	EAS	False	known	partial_cds	<20
HLA-B	classical_I	pred	EAS	True	f2_protein	clean	<20
HLA-B	classical_I	pred	EAS	True	f2_protein	homopolymer_indel	83
HLA-B	classical_I	pred	EAS	True	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	EAS	True	f4_noncoding	clean	266
HLA-B	classical_I	pred	EAS	True	f4_noncoding	partial_cds	<20
HLA-B	classical_I	pred	EAS	True	known	clean	2443
HLA-B	classical_I	pred	EAS	True	known	partial_cds	<20
HLA-B	classical_I	pred	EUR	False	f2_protein	clean	22
HLA-B	classical_I	pred	EUR	False	f2_protein	homopolymer_indel	140
HLA-B	classical_I	pred	EUR	False	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	EUR	False	f3_synonymous	clean	<20
HLA-B	classical_I	pred	EUR	False	f4_noncoding	clean	460
HLA-B	classical_I	pred	EUR	False	f4_noncoding	partial_cds	<20
HLA-B	classical_I	pred	EUR	False	known	clean	5289
HLA-B	classical_I	pred	EUR	False	known	partial_cds	<20
HLA-B	classical_I	pred	EUR	True	f2_protein	clean	21
HLA-B	classical_I	pred	EUR	True	f2_protein	homopolymer_indel	135
HLA-B	classical_I	pred	EUR	True	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	EUR	True	f3_synonymous	clean	<20
HLA-B	classical_I	pred	EUR	True	f4_noncoding	clean	443
HLA-B	classical_I	pred	EUR	True	f4_noncoding	partial_cds	<20
HLA-B	classical_I	pred	EUR	True	known	clean	5112
HLA-B	classical_I	pred	EUR	True	known	partial_cds	<20
HLA-B	classical_I	pred	MID	False	f2_protein	clean	<20
HLA-B	classical_I	pred	MID	False	f2_protein	homopolymer_indel	24
HLA-B	classical_I	pred	MID	False	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	MID	False	f4_noncoding	clean	93
HLA-B	classical_I	pred	MID	False	known	clean	847
HLA-B	classical_I	pred	MID	True	f2_protein	clean	<20
HLA-B	classical_I	pred	MID	True	f2_protein	homopolymer_indel	22
HLA-B	classical_I	pred	MID	True	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	MID	True	f4_noncoding	clean	91
HLA-B	classical_I	pred	MID	True	known	clean	835
HLA-B	classical_I	pred	POOLED	False	f1_undetermined	clean	<20
HLA-B	classical_I	pred	POOLED	False	f2_protein	clean	81
HLA-B	classical_I	pred	POOLED	False	f2_protein	homopolymer_indel	618
HLA-B	classical_I	pred	POOLED	False	f2_protein	partial_cds	70
HLA-B	classical_I	pred	POOLED	False	f3_synonymous	clean	<20
HLA-B	classical_I	pred	POOLED	False	f4_noncoding	clean	2275
HLA-B	classical_I	pred	POOLED	False	f4_noncoding	partial_cds	<20
HLA-B	classical_I	pred	POOLED	False	known	clean	20565
HLA-B	classical_I	pred	POOLED	False	known	partial_cds	<20
HLA-B	classical_I	pred	POOLED	True	f1_undetermined	clean	<20
HLA-B	classical_I	pred	POOLED	True	f2_protein	clean	79
HLA-B	classical_I	pred	POOLED	True	f2_protein	homopolymer_indel	597
HLA-B	classical_I	pred	POOLED	True	f2_protein	partial_cds	68
HLA-B	classical_I	pred	POOLED	True	f3_synonymous	clean	<20
HLA-B	classical_I	pred	POOLED	True	f4_noncoding	clean	2209
HLA-B	classical_I	pred	POOLED	True	f4_noncoding	partial_cds	<20
HLA-B	classical_I	pred	POOLED	True	known	clean	19926
HLA-B	classical_I	pred	POOLED	True	known	partial_cds	<20
HLA-B	classical_I	pred	SAS	False	f2_protein	clean	<20
HLA-B	classical_I	pred	SAS	False	f2_protein	homopolymer_indel	60
HLA-B	classical_I	pred	SAS	False	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	SAS	False	f3_synonymous	clean	<20
HLA-B	classical_I	pred	SAS	False	f4_noncoding	clean	251
HLA-B	classical_I	pred	SAS	False	known	clean	2126
HLA-B	classical_I	pred	SAS	True	f2_protein	clean	<20
HLA-B	classical_I	pred	SAS	True	f2_protein	homopolymer_indel	60
HLA-B	classical_I	pred	SAS	True	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	SAS	True	f3_synonymous	clean	<20
HLA-B	classical_I	pred	SAS	True	f4_noncoding	clean	246
HLA-B	classical_I	pred	SAS	True	known	clean	2088
HLA-B	classical_I	pred	UNASSIGNED	False	f2_protein	homopolymer_indel	<20
HLA-B	classical_I	pred	UNASSIGNED	False	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	UNASSIGNED	False	f4_noncoding	clean	<20
HLA-B	classical_I	pred	UNASSIGNED	False	known	clean	40
HLA-B	classical_I	pred	UNASSIGNED	True	f2_protein	homopolymer_indel	<20
HLA-B	classical_I	pred	UNASSIGNED	True	f2_protein	partial_cds	<20
HLA-B	classical_I	pred	UNASSIGNED	True	f4_noncoding	clean	<20
HLA-B	classical_I	pred	UNASSIGNED	True	known	clean	40
HLA-B	classical_I	strict	AFR	False	f2_protein	clean	22
HLA-B	classical_I	strict	AFR	False	f2_protein	homopolymer_indel	133
HLA-B	classical_I	strict	AFR	False	f2_protein	partial_cds	<20
HLA-B	classical_I	strict	AFR	False	f4_noncoding	clean	528
HLA-B	classical_I	strict	AFR	False	f4_noncoding	partial_cds	<20
HLA-B	classical_I	strict	AFR	False	known	clean	3931
HLA-B	classical_I	strict	AFR	False	known	partial_cds	<20
HLA-B	classical_I	strict	AFR	True	f2_protein	clean	21
HLA-B	classical_I	strict	AFR	True	f2_protein	homopolymer_indel	128
HLA-B	classical_I	strict	AFR	True	f2_protein	partial_cds	<20
HLA-B	classical_I	strict	AFR	True	f4_noncoding	clean	519
HLA-B	classical_I	strict	AFR	True	f4_noncoding	partial_cds	<20
HLA-B	classical_I	strict	AFR	True	known	clean	3793
HLA-B	classical_I	strict	AFR	True	known	partial_cds	<20
HLA-B	classical_I	strict	AMR	False	f2_protein	clean	<20
HLA-B	classical_I	strict	AMR	False	f2_protein	homopolymer_indel	67
HLA-B	classical_I	strict	AMR	False	f2_protein	partial_cds	<20
HLA-B	classical_I	strict	AMR	False	f3_synonymous	clean	<20
HLA-B	classical_I	strict	AMR	False	f4_noncoding	clean	322
HLA-B	classical_I	strict	AMR	False	known	clean	2827
HLA-B	classical_I	strict	AMR	True	f2_protein	clean	<20
HLA-B	classical_I	strict	AMR	True	f2_protein	homopolymer_indel	65
HLA-B	classical_I	strict	AMR	True	f2_protein	partial_cds	<20
HLA-B	classical_I	strict	AMR	True	f3_synonymous	clean	<20
HLA-B	classical_I	strict	AMR	True	f4_noncoding	clean	305
HLA-B	classical_I	strict	AMR	True	known	clean	2665
HLA-B	classical_I	strict	EAS	False	f2_protein	clean	<20
HLA-B	classical_I	strict	EAS	False	f2_protein	homopolymer_indel	76
HLA-B	classical_I	strict	EAS	False	f2_protein	partial_cds	<20
HLA-B	classical_I	strict	EAS	False	f4_noncoding	clean	241
HLA-B	classical_I	strict	EAS	False	f4_noncoding	partial_cds	<20
HLA-B	classical_I	strict	EAS	False	known	clean	2179
HLA-B	classical_I	strict	EAS	False	known	partial_cds	<20
HLA-B	classical_I	strict	EAS	True	f2_protein	clean	<20
HLA-B	classical_I	strict	EAS	True	f2_protein	homopolymer_indel	74
HLA-B	classical_I	strict	EAS	True	f2_protein	partial_cds	<20
HLA-B	classical_I	strict	EAS	True	f4_noncoding	clean	230
