gene	gene_class	ancestry_scheme	ancestry	unrelated_only	field_class	artifact_label	n_haplotypes
HLA-DPB2	class_II_paralog	pred	SAS	False	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	pred	SAS	False	f4_noncoding	partial_cds	1560
HLA-DPB2	class_II_paralog	pred	SAS	False	known	partial_cds	376
HLA-DPB2	class_II_paralog	pred	SAS	True	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	pred	SAS	True	f2_protein	homopolymer_indel	39
HLA-DPB2	class_II_paralog	pred	SAS	True	f2_protein	partial_cds	430
HLA-DPB2	class_II_paralog	pred	SAS	True	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	pred	SAS	True	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	pred	SAS	True	f4_noncoding	partial_cds	1535
HLA-DPB2	class_II_paralog	pred	SAS	True	known	partial_cds	368
HLA-DPB2	class_II_paralog	pred	UNASSIGNED	False	f2_protein	partial_cds	<20
HLA-DPB2	class_II_paralog	pred	UNASSIGNED	False	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	pred	UNASSIGNED	False	f4_noncoding	partial_cds	28
HLA-DPB2	class_II_paralog	pred	UNASSIGNED	False	known	partial_cds	<20
HLA-DPB2	class_II_paralog	pred	UNASSIGNED	True	f2_protein	partial_cds	<20
HLA-DPB2	class_II_paralog	pred	UNASSIGNED	True	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	pred	UNASSIGNED	True	f4_noncoding	partial_cds	28
HLA-DPB2	class_II_paralog	pred	UNASSIGNED	True	known	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	AFR	False	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	AFR	False	f2_protein	homopolymer_indel	79
HLA-DPB2	class_II_paralog	strict	AFR	False	f2_protein	partial_cds	684
HLA-DPB2	class_II_paralog	strict	AFR	False	f3_synonymous	partial_cds	155
HLA-DPB2	class_II_paralog	strict	AFR	False	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	AFR	False	f4_noncoding	partial_cds	3459
HLA-DPB2	class_II_paralog	strict	AFR	False	known	partial_cds	160
HLA-DPB2	class_II_paralog	strict	AFR	False	uncalled	clean	<20
HLA-DPB2	class_II_paralog	strict	AFR	True	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	AFR	True	f2_protein	homopolymer_indel	78
HLA-DPB2	class_II_paralog	strict	AFR	True	f2_protein	partial_cds	659
HLA-DPB2	class_II_paralog	strict	AFR	True	f3_synonymous	partial_cds	149
HLA-DPB2	class_II_paralog	strict	AFR	True	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	AFR	True	f4_noncoding	partial_cds	3344
HLA-DPB2	class_II_paralog	strict	AFR	True	known	partial_cds	158
HLA-DPB2	class_II_paralog	strict	AFR	True	uncalled	clean	<20
HLA-DPB2	class_II_paralog	strict	AMR	False	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	AMR	False	f2_protein	homopolymer_indel	44
HLA-DPB2	class_II_paralog	strict	AMR	False	f2_protein	partial_cds	447
HLA-DPB2	class_II_paralog	strict	AMR	False	f3_synonymous	partial_cds	22
HLA-DPB2	class_II_paralog	strict	AMR	False	f4_noncoding	partial_cds	2326
HLA-DPB2	class_II_paralog	strict	AMR	False	known	partial_cds	333
HLA-DPB2	class_II_paralog	strict	AMR	True	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	AMR	True	f2_protein	homopolymer_indel	43
HLA-DPB2	class_II_paralog	strict	AMR	True	f2_protein	partial_cds	419
HLA-DPB2	class_II_paralog	strict	AMR	True	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	AMR	True	f4_noncoding	partial_cds	2192
HLA-DPB2	class_II_paralog	strict	AMR	True	known	partial_cds	318
HLA-DPB2	class_II_paralog	strict	EAS	False	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	EAS	False	f2_protein	homopolymer_indel	41
HLA-DPB2	class_II_paralog	strict	EAS	False	f2_protein	partial_cds	256
HLA-DPB2	class_II_paralog	strict	EAS	False	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	EAS	False	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	EAS	False	f4_noncoding	partial_cds	1853
HLA-DPB2	class_II_paralog	strict	EAS	False	known	partial_cds	324
HLA-DPB2	class_II_paralog	strict	EAS	True	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	EAS	True	f2_protein	homopolymer_indel	39
HLA-DPB2	class_II_paralog	strict	EAS	True	f2_protein	partial_cds	250
HLA-DPB2	class_II_paralog	strict	EAS	True	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	EAS	True	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	EAS	True	f4_noncoding	partial_cds	1805
HLA-DPB2	class_II_paralog	strict	EAS	True	known	partial_cds	317
HLA-DPB2	class_II_paralog	strict	EUR	False	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	EUR	False	f2_protein	homopolymer_indel	62
HLA-DPB2	class_II_paralog	strict	EUR	False	f2_protein	partial_cds	314
HLA-DPB2	class_II_paralog	strict	EUR	False	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	EUR	False	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	EUR	False	f4_noncoding	partial_cds	1657
HLA-DPB2	class_II_paralog	strict	EUR	False	known	partial_cds	562
HLA-DPB2	class_II_paralog	strict	EUR	True	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	EUR	True	f2_protein	homopolymer_indel	60
HLA-DPB2	class_II_paralog	strict	EUR	True	f2_protein	partial_cds	287
HLA-DPB2	class_II_paralog	strict	EUR	True	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	EUR	True	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	EUR	True	f4_noncoding	partial_cds	1554
HLA-DPB2	class_II_paralog	strict	EUR	True	known	partial_cds	532
HLA-DPB2	class_II_paralog	strict	MID	False	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	MID	False	f2_protein	homopolymer_indel	<20
HLA-DPB2	class_II_paralog	strict	MID	False	f2_protein	partial_cds	159
HLA-DPB2	class_II_paralog	strict	MID	False	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	MID	False	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	MID	False	f4_noncoding	partial_cds	321
HLA-DPB2	class_II_paralog	strict	MID	False	known	partial_cds	102
HLA-DPB2	class_II_paralog	strict	MID	True	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	MID	True	f2_protein	homopolymer_indel	<20
HLA-DPB2	class_II_paralog	strict	MID	True	f2_protein	partial_cds	157
HLA-DPB2	class_II_paralog	strict	MID	True	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	MID	True	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	MID	True	f4_noncoding	partial_cds	314
HLA-DPB2	class_II_paralog	strict	MID	True	known	partial_cds	99
HLA-DPB2	class_II_paralog	strict	POOLED	False	f2_protein	clean	38
HLA-DPB2	class_II_paralog	strict	POOLED	False	f2_protein	homopolymer_indel	420
HLA-DPB2	class_II_paralog	strict	POOLED	False	f2_protein	partial_cds	3768
HLA-DPB2	class_II_paralog	strict	POOLED	False	f3_synonymous	partial_cds	265
HLA-DPB2	class_II_paralog	strict	POOLED	False	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	POOLED	False	f4_noncoding	partial_cds	15645
HLA-DPB2	class_II_paralog	strict	POOLED	False	known	partial_cds	3067
HLA-DPB2	class_II_paralog	strict	POOLED	False	uncalled	clean	<20
HLA-DPB2	class_II_paralog	strict	POOLED	False	uncalled	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	POOLED	True	f2_protein	clean	38
HLA-DPB2	class_II_paralog	strict	POOLED	True	f2_protein	homopolymer_indel	408
HLA-DPB2	class_II_paralog	strict	POOLED	True	f2_protein	partial_cds	3653
HLA-DPB2	class_II_paralog	strict	POOLED	True	f3_synonymous	partial_cds	254
HLA-DPB2	class_II_paralog	strict	POOLED	True	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	POOLED	True	f4_noncoding	partial_cds	15149
HLA-DPB2	class_II_paralog	strict	POOLED	True	known	partial_cds	2980
HLA-DPB2	class_II_paralog	strict	POOLED	True	uncalled	clean	<20
HLA-DPB2	class_II_paralog	strict	POOLED	True	uncalled	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	SAS	False	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	SAS	False	f2_protein	homopolymer_indel	36
HLA-DPB2	class_II_paralog	strict	SAS	False	f2_protein	partial_cds	414
HLA-DPB2	class_II_paralog	strict	SAS	False	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	SAS	False	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	SAS	False	f4_noncoding	partial_cds	1434
HLA-DPB2	class_II_paralog	strict	SAS	False	known	partial_cds	361
HLA-DPB2	class_II_paralog	strict	SAS	True	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	SAS	True	f2_protein	homopolymer_indel	34
HLA-DPB2	class_II_paralog	strict	SAS	True	f2_protein	partial_cds	408
HLA-DPB2	class_II_paralog	strict	SAS	True	f3_synonymous	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	SAS	True	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	SAS	True	f4_noncoding	partial_cds	1415
HLA-DPB2	class_II_paralog	strict	SAS	True	known	partial_cds	354
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	False	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	False	f2_protein	homopolymer_indel	154
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	False	f2_protein	partial_cds	1494
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	False	f3_synonymous	partial_cds	76
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	False	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	False	f4_noncoding	partial_cds	4595
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	False	known	partial_cds	1225
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	False	uncalled	partial_cds	<20
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	True	f2_protein	clean	<20
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	True	f2_protein	homopolymer_indel	150
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	True	f2_protein	partial_cds	1473
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	True	f3_synonymous	partial_cds	76
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	True	f4_noncoding	clean	<20
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	True	f4_noncoding	partial_cds	4525
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	True	known	partial_cds	1202
HLA-DPB2	class_II_paralog	strict	UNASSIGNED	True	uncalled	partial_cds	<20
HLA-DQA1	classical_II	pred	AFR	False	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	AFR	False	f2_protein	homopolymer_indel	105
HLA-DQA1	classical_II	pred	AFR	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	AFR	False	f4_noncoding	clean	925
HLA-DQA1	classical_II	pred	AFR	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	AFR	False	known	clean	4899
HLA-DQA1	classical_II	pred	AFR	False	uncalled	partial_cds	<20
HLA-DQA1	classical_II	pred	AFR	True	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	AFR	True	f2_protein	homopolymer_indel	101
HLA-DQA1	classical_II	pred	AFR	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	AFR	True	f4_noncoding	clean	898
HLA-DQA1	classical_II	pred	AFR	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	AFR	True	known	clean	4756
HLA-DQA1	classical_II	pred	AFR	True	uncalled	partial_cds	<20
HLA-DQA1	classical_II	pred	AMR	False	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	AMR	False	f2_protein	homopolymer_indel	58
HLA-DQA1	classical_II	pred	AMR	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	AMR	False	f4_noncoding	clean	597
HLA-DQA1	classical_II	pred	AMR	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	AMR	False	known	clean	4658
HLA-DQA1	classical_II	pred	AMR	True	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	AMR	True	f2_protein	homopolymer_indel	56
HLA-DQA1	classical_II	pred	AMR	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	AMR	True	f4_noncoding	clean	574
HLA-DQA1	classical_II	pred	AMR	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	AMR	True	known	clean	4454
HLA-DQA1	classical_II	pred	EAS	False	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	EAS	False	f2_protein	homopolymer_indel	31
HLA-DQA1	classical_II	pred	EAS	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	EAS	False	f4_noncoding	clean	491
HLA-DQA1	classical_II	pred	EAS	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	EAS	False	known	clean	2358
HLA-DQA1	classical_II	pred	EAS	False	uncalled	partial_cds	<20
HLA-DQA1	classical_II	pred	EAS	True	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	EAS	True	f2_protein	homopolymer_indel	31
HLA-DQA1	classical_II	pred	EAS	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	EAS	True	f4_noncoding	clean	479
HLA-DQA1	classical_II	pred	EAS	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	EAS	True	known	clean	2304
HLA-DQA1	classical_II	pred	EAS	True	uncalled	partial_cds	<20
HLA-DQA1	classical_II	pred	EUR	False	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	EUR	False	f2_protein	homopolymer_indel	78
HLA-DQA1	classical_II	pred	EUR	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	EUR	False	f4_noncoding	clean	744
HLA-DQA1	classical_II	pred	EUR	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	EUR	False	known	clean	5055
HLA-DQA1	classical_II	pred	EUR	True	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	EUR	True	f2_protein	homopolymer_indel	76
HLA-DQA1	classical_II	pred	EUR	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	EUR	True	f4_noncoding	clean	715
HLA-DQA1	classical_II	pred	EUR	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	EUR	True	known	clean	4887
HLA-DQA1	classical_II	pred	MID	False	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	MID	False	f2_protein	homopolymer_indel	<20
HLA-DQA1	classical_II	pred	MID	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	MID	False	f3_synonymous	clean	<20
HLA-DQA1	classical_II	pred	MID	False	f4_noncoding	clean	152
HLA-DQA1	classical_II	pred	MID	False	known	clean	789
HLA-DQA1	classical_II	pred	MID	True	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	MID	True	f2_protein	homopolymer_indel	<20
HLA-DQA1	classical_II	pred	MID	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	MID	True	f3_synonymous	clean	<20
HLA-DQA1	classical_II	pred	MID	True	f4_noncoding	clean	151
HLA-DQA1	classical_II	pred	MID	True	known	clean	775
HLA-DQA1	classical_II	pred	POOLED	False	f2_protein	clean	49
HLA-DQA1	classical_II	pred	POOLED	False	f2_protein	homopolymer_indel	309
HLA-DQA1	classical_II	pred	POOLED	False	f2_protein	partial_cds	42
HLA-DQA1	classical_II	pred	POOLED	False	f3_synonymous	clean	<20
HLA-DQA1	classical_II	pred	POOLED	False	f4_noncoding	clean	3383
HLA-DQA1	classical_II	pred	POOLED	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	POOLED	False	known	clean	19743
HLA-DQA1	classical_II	pred	POOLED	False	uncalled	partial_cds	<20
HLA-DQA1	classical_II	pred	POOLED	True	f2_protein	clean	46
HLA-DQA1	classical_II	pred	POOLED	True	f2_protein	homopolymer_indel	299
HLA-DQA1	classical_II	pred	POOLED	True	f2_protein	partial_cds	42
HLA-DQA1	classical_II	pred	POOLED	True	f3_synonymous	clean	<20
HLA-DQA1	classical_II	pred	POOLED	True	f4_noncoding	clean	3282
HLA-DQA1	classical_II	pred	POOLED	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	POOLED	True	known	clean	19128
HLA-DQA1	classical_II	pred	POOLED	True	uncalled	partial_cds	<20
HLA-DQA1	classical_II	pred	SAS	False	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	SAS	False	f2_protein	homopolymer_indel	29
HLA-DQA1	classical_II	pred	SAS	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	SAS	False	f3_synonymous	clean	<20
HLA-DQA1	classical_II	pred	SAS	False	f4_noncoding	clean	468
HLA-DQA1	classical_II	pred	SAS	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	SAS	False	known	clean	1944
HLA-DQA1	classical_II	pred	SAS	True	f2_protein	clean	<20
HLA-DQA1	classical_II	pred	SAS	True	f2_protein	homopolymer_indel	27
HLA-DQA1	classical_II	pred	SAS	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	pred	SAS	True	f3_synonymous	clean	<20
HLA-DQA1	classical_II	pred	SAS	True	f4_noncoding	clean	459
HLA-DQA1	classical_II	pred	SAS	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	pred	SAS	True	known	clean	1912
HLA-DQA1	classical_II	pred	UNASSIGNED	False	f4_noncoding	clean	<20
HLA-DQA1	classical_II	pred	UNASSIGNED	False	known	clean	40
HLA-DQA1	classical_II	pred	UNASSIGNED	True	f4_noncoding	clean	<20
HLA-DQA1	classical_II	pred	UNASSIGNED	True	known	clean	40
HLA-DQA1	classical_II	strict	AFR	False	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	AFR	False	f2_protein	homopolymer_indel	83
HLA-DQA1	classical_II	strict	AFR	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	AFR	False	f4_noncoding	clean	746
HLA-DQA1	classical_II	strict	AFR	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	AFR	False	known	clean	3762
HLA-DQA1	classical_II	strict	AFR	False	uncalled	partial_cds	<20
HLA-DQA1	classical_II	strict	AFR	True	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	AFR	True	f2_protein	homopolymer_indel	79
HLA-DQA1	classical_II	strict	AFR	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	AFR	True	f4_noncoding	clean	722
HLA-DQA1	classical_II	strict	AFR	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	AFR	True	known	clean	3634
HLA-DQA1	classical_II	strict	AFR	True	uncalled	partial_cds	<20
HLA-DQA1	classical_II	strict	AMR	False	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	AMR	False	f2_protein	homopolymer_indel	28
HLA-DQA1	classical_II	strict	AMR	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	AMR	False	f4_noncoding	clean	311
HLA-DQA1	classical_II	strict	AMR	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	AMR	False	known	clean	2889
HLA-DQA1	classical_II	strict	AMR	True	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	AMR	True	f2_protein	homopolymer_indel	28
HLA-DQA1	classical_II	strict	AMR	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	AMR	True	f4_noncoding	clean	294
HLA-DQA1	classical_II	strict	AMR	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	AMR	True	known	clean	2723
HLA-DQA1	classical_II	strict	EAS	False	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	EAS	False	f2_protein	homopolymer_indel	27
HLA-DQA1	classical_II	strict	EAS	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	EAS	False	f4_noncoding	clean	428
HLA-DQA1	classical_II	strict	EAS	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	EAS	False	known	clean	2060
HLA-DQA1	classical_II	strict	EAS	False	uncalled	partial_cds	<20
HLA-DQA1	classical_II	strict	EAS	True	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	EAS	True	f2_protein	homopolymer_indel	27
HLA-DQA1	classical_II	strict	EAS	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	EAS	True	f4_noncoding	clean	417
HLA-DQA1	classical_II	strict	EAS	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	EAS	True	known	clean	2007
HLA-DQA1	classical_II	strict	EAS	True	uncalled	partial_cds	<20
HLA-DQA1	classical_II	strict	EUR	False	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	EUR	False	f2_protein	homopolymer_indel	33
HLA-DQA1	classical_II	strict	EUR	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	EUR	False	f4_noncoding	clean	320
HLA-DQA1	classical_II	strict	EUR	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	EUR	False	known	clean	2274
HLA-DQA1	classical_II	strict	EUR	True	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	EUR	True	f2_protein	homopolymer_indel	31
HLA-DQA1	classical_II	strict	EUR	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	EUR	True	f4_noncoding	clean	297
HLA-DQA1	classical_II	strict	EUR	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	EUR	True	known	clean	2140
HLA-DQA1	classical_II	strict	MID	False	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	MID	False	f2_protein	homopolymer_indel	<20
HLA-DQA1	classical_II	strict	MID	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	MID	False	f3_synonymous	clean	<20
HLA-DQA1	classical_II	strict	MID	False	f4_noncoding	clean	81
HLA-DQA1	classical_II	strict	MID	False	known	clean	509
HLA-DQA1	classical_II	strict	MID	True	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	MID	True	f2_protein	homopolymer_indel	<20
HLA-DQA1	classical_II	strict	MID	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	MID	True	f3_synonymous	clean	<20
HLA-DQA1	classical_II	strict	MID	True	f4_noncoding	clean	81
HLA-DQA1	classical_II	strict	MID	True	known	clean	498
HLA-DQA1	classical_II	strict	POOLED	False	f2_protein	clean	49
HLA-DQA1	classical_II	strict	POOLED	False	f2_protein	homopolymer_indel	309
HLA-DQA1	classical_II	strict	POOLED	False	f2_protein	partial_cds	42
HLA-DQA1	classical_II	strict	POOLED	False	f3_synonymous	clean	<20
HLA-DQA1	classical_II	strict	POOLED	False	f4_noncoding	clean	3383
HLA-DQA1	classical_II	strict	POOLED	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	POOLED	False	known	clean	19743
HLA-DQA1	classical_II	strict	POOLED	False	uncalled	partial_cds	<20
HLA-DQA1	classical_II	strict	POOLED	True	f2_protein	clean	46
HLA-DQA1	classical_II	strict	POOLED	True	f2_protein	homopolymer_indel	299
HLA-DQA1	classical_II	strict	POOLED	True	f2_protein	partial_cds	42
HLA-DQA1	classical_II	strict	POOLED	True	f3_synonymous	clean	<20
HLA-DQA1	classical_II	strict	POOLED	True	f4_noncoding	clean	3282
HLA-DQA1	classical_II	strict	POOLED	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	POOLED	True	known	clean	19128
HLA-DQA1	classical_II	strict	POOLED	True	uncalled	partial_cds	<20
HLA-DQA1	classical_II	strict	SAS	False	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	SAS	False	f2_protein	homopolymer_indel	27
HLA-DQA1	classical_II	strict	SAS	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	SAS	False	f3_synonymous	clean	<20
HLA-DQA1	classical_II	strict	SAS	False	f4_noncoding	clean	439
HLA-DQA1	classical_II	strict	SAS	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	SAS	False	known	clean	1804
HLA-DQA1	classical_II	strict	SAS	True	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	SAS	True	f2_protein	homopolymer_indel	26
HLA-DQA1	classical_II	strict	SAS	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	SAS	True	f3_synonymous	clean	<20
HLA-DQA1	classical_II	strict	SAS	True	f4_noncoding	clean	431
HLA-DQA1	classical_II	strict	SAS	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	SAS	True	known	clean	1777
HLA-DQA1	classical_II	strict	UNASSIGNED	False	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	UNASSIGNED	False	f2_protein	homopolymer_indel	106
HLA-DQA1	classical_II	strict	UNASSIGNED	False	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	UNASSIGNED	False	f4_noncoding	clean	1058
HLA-DQA1	classical_II	strict	UNASSIGNED	False	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	UNASSIGNED	False	known	clean	6445
HLA-DQA1	classical_II	strict	UNASSIGNED	True	f2_protein	clean	<20
HLA-DQA1	classical_II	strict	UNASSIGNED	True	f2_protein	homopolymer_indel	103
HLA-DQA1	classical_II	strict	UNASSIGNED	True	f2_protein	partial_cds	<20
HLA-DQA1	classical_II	strict	UNASSIGNED	True	f4_noncoding	clean	1040
HLA-DQA1	classical_II	strict	UNASSIGNED	True	f4_noncoding	partial_cds	<20
HLA-DQA1	classical_II	strict	UNASSIGNED	True	known	clean	6349
HLA-DQA2	class_II_paralog	pred	AFR	False	f2_protein	clean	68
HLA-DQA2	class_II_paralog	pred	AFR	False	f2_protein	homopolymer_indel	71
HLA-DQA2	class_II_paralog	pred	AFR	False	f2_protein	partial_cds	<20
HLA-DQA2	class_II_paralog	pred	AFR	False	f3_synonymous	clean	<20
HLA-DQA2	class_II_paralog	pred	AFR	False	f4_noncoding	clean	3143
HLA-DQA2	class_II_paralog	pred	AFR	False	f4_noncoding	partial_cds	<20
HLA-DQA2	class_II_paralog	pred	AFR	False	known	clean	2728
HLA-DQA2	class_II_paralog	pred	AFR	False	uncalled	partial_cds	<20
HLA-DQA2	class_II_paralog	pred	AFR	True	f2_protein	clean	67
HLA-DQA2	class_II_paralog	pred	AFR	True	f2_protein	homopolymer_indel	70
HLA-DQA2	class_II_paralog	pred	AFR	True	f2_protein	partial_cds	<20
HLA-DQA2	class_II_paralog	pred	AFR	True	f3_synonymous	clean	<20
HLA-DQA2	class_II_paralog	pred	AFR	True	f4_noncoding	clean	3050
HLA-DQA2	class_II_paralog	pred	AFR	True	f4_noncoding	partial_cds	<20
HLA-DQA2	class_II_paralog	pred	AFR	True	known	clean	2653
HLA-DQA2	class_II_paralog	pred	AFR	True	uncalled	partial_cds	<20
HLA-DQA2	class_II_paralog	pred	AMR	False	f2_protein	clean	29
HLA-DQA2	class_II_paralog	pred	AMR	False	f2_protein	homopolymer_indel	60
HLA-DQA2	class_II_paralog	pred	AMR	False	f2_protein	partial_cds	<20
HLA-DQA2	class_II_paralog	pred	AMR	False	f3_synonymous	clean	<20
