gene,ancestry,allele,freq,n_individuals
DPB1,amr,49:01,0.000449,107928
DPB1,amr,63:01,0.000426,107928
DPB1,amr,34:01,0.000417,107928
DPB1,amr,35:01,0.000347,107928
DPB1,amr,45:01,0.000195,107928
DPB1,amr,26:01,0.000181,107928
DPB1,amr,80:01,0.000167,107928
DPB1,amr,55:01,0.00012,107928
DPB1,amr,210:01,8.8e-05,107928
DPB1,amr,71:01,7.4e-05,107928
DPB1,amr,21:01,5.6e-05,107928
DPB1,amr,488:01,5.6e-05,107928
DPB1,amr,53:01,4.6e-05,107928
DPB1,amr,153:01,4.2e-05,107928
DPB1,amr,132:01,4.2e-05,107928
DPB1,amr,61:01N,4.2e-05,107928
DPB1,amr,28:01,3.7e-05,107928
DPB1,amr,81:01,3.7e-05,107928
DPB1,amr,59:01,3.2e-05,107928
DPB1,amr,355:01,3.2e-05,107928
DPB1,amr,100:01,2.8e-05,107928
DPB1,amr,46:01,2.3e-05,107928
DPB1,amr,240:01,2.3e-05,107928
DPB1,amr,33:01,2.3e-05,107928
DPB1,amr,156:01,2.3e-05,107928
DPB1,amr,108:01,2.3e-05,107928
DPB1,amr,69:01,1.9e-05,107928
DPB1,amr,48:01,1.9e-05,107928
DPB1,amr,41:01,1.9e-05,107928
DPB1,amr,24:01,1.9e-05,107928
DPB1,amr,51:01,1.9e-05,107928
DPB1,amr,99:01,1.4e-05,107928
DPB1,amr,333:01,1.4e-05,107928
DPB1,amr,159:01N,1.4e-05,107928
DPB1,amr,31:01,1.4e-05,107928
DPB1,amr,78:01,1.4e-05,107928
DPB1,amr,47:01,1.4e-05,107928
DPB1,amr,271:01,1.4e-05,107928
DPB1,amr,65:01,1.4e-05,107928
DPB1,amr,203:01,9e-06,107928
DPB1,amr,82:01,9e-06,107928
DPB1,amr,90:01,9e-06,107928
DPB1,amr,329:01,9e-06,107928
DPB1,amr,57:01,9e-06,107928
DPB1,amr,233:01,9e-06,107928
DPB1,amr,489:01,9e-06,107928
DPB1,amr,568:01,9e-06,107928
DPB1,amr,25:01,9e-06,107928
DPB1,amr,147:01,9e-06,107928
DPB1,amr,335:01,5e-06,107928
DPB1,amr,623:01,5e-06,107928
DPB1,amr,86:01,5e-06,107928
DPB1,amr,318:01,5e-06,107928
DPB1,amr,1071:01,5e-06,107928
DPB1,amr,64:01N,5e-06,107928
DPB1,amr,1514:01,5e-06,107928
DPB1,amr,1702:01,5e-06,107928
DPB1,amr,256:01,5e-06,107928
DPB1,amr,235:01,5e-06,107928
DPB1,amr,610:01,5e-06,107928
DPB1,amr,93:01,5e-06,107928
DPB1,amr,72:01,5e-06,107928
DPB1,amr,109:01,5e-06,107928
DPB1,amr,398:01,5e-06,107928
DPB1,amr,1522:01,5e-06,107928
DPB1,amr,1563:01,5e-06,107928
DPB1,amr,220:01,5e-06,107928
DPB1,amr,1638:01,5e-06,107928
DPB1,amr,214:01,5e-06,107928
DPB1,amr,369:01,5e-06,107928
DPB1,amr,130:01,5e-06,107928
DPB1,amr,349:01,5e-06,107928
DPB1,amr,206:01,5e-06,107928
DPB1,amr,75:01,5e-06,107928
DPB1,amr,50:01,5e-06,107928
DPB1,amr,137:01,5e-06,107928
DPB1,amr,1461:01,5e-06,107928
DPB1,amr,299:01,5e-06,107928
DPB1,amr,91:01,5e-06,107928
DPB1,amr,142:01,5e-06,107928
DPB1,amr,253:01,5e-06,107928
DPB1,amr,284:01,5e-06,107928
DPB1,amr,587:01,5e-06,107928
DPB1,amr,83:01,5e-06,107928
DPB1,eas,05:01,0.346536,15893
DPB1,eas,02:01,0.144749,15893
DPB1,eas,04:01,0.107123,15893
DPB1,eas,01:01,0.074813,15893
DPB1,eas,13:01,0.066539,15893
DPB1,eas,03:01,0.053514,15893
DPB1,eas,02:02,0.04977,15893
DPB1,eas,04:02,0.045901,15893
DPB1,eas,14:01,0.02262,15893
DPB1,eas,09:01,0.02111,15893
DPB1,eas,21:01,0.018373,15893
DPB1,eas,17:01,0.015573,15893
DPB1,eas,19:01,0.007267,15893
DPB1,eas,10:01,0.00387,15893
DPB1,eas,28:01,0.003398,15893
DPB1,eas,31:01,0.003083,15893
DPB1,eas,06:01,0.002234,15893
DPB1,eas,11:01,0.002076,15893
DPB1,eas,26:01,0.001636,15893
DPB1,eas,41:01,0.001321,15893
DPB1,eas,38:01,0.001258,15893
DPB1,eas,48:01,0.00107,15893
DPB1,eas,15:01,0.000849,15893
DPB1,eas,23:01,0.000661,15893
DPB1,eas,16:01,0.000661,15893
DPB1,eas,18:01,0.000472,15893
DPB1,eas,36:01,0.00044,15893
DPB1,eas,93:01,0.000409,15893
DPB1,eas,47:01,0.000315,15893
DPB1,eas,20:01,0.000315,15893
DPB1,eas,40:01,0.000283,15893
DPB1,eas,29:01,0.000283,15893
DPB1,eas,357:01N,0.000283,15893
DPB1,eas,45:01,0.000252,15893
DPB1,eas,100:01,0.000189,15893
DPB1,eas,85:01,0.000126,15893
DPB1,eas,25:01,9.4e-05,15893
DPB1,eas,34:01,6.3e-05,15893
DPB1,eas,300:01,6.3e-05,15893
DPB1,eas,30:01,3.1e-05,15893
DPB1,eas,173:01,3.1e-05,15893
DPB1,eas,35:01,3.1e-05,15893
DPB1,eas,589:01,3.1e-05,15893
DPB1,eas,478:01,3.1e-05,15893
DPB1,eas,265:01,3.1e-05,15893
DPB1,eas,900:01,3.1e-05,15893
DPB1,eas,116:01,3.1e-05,15893
DPB1,eas,39:01,3.1e-05,15893
DPB1,eas,46:01,3.1e-05,15893
DPB1,eas,91:01,3.1e-05,15893
DPB1,eas,75:01,3.1e-05,15893
DPB1,eas,37:01,3.1e-05,15893
DPB1,eur,04:01,0.426384,302712
DPB1,eur,02:01,0.135422,302712
DPB1,eur,04:02,0.115237,302712
DPB1,eur,03:01,0.103342,302712
DPB1,eur,01:01,0.050409,302712
DPB1,eur,05:01,0.020252,302712
DPB1,eur,11:01,0.020024,302712
DPB1,eur,13:01,0.018513,302712
DPB1,eur,06:01,0.018308,302712
DPB1,eur,10:01,0.016727,302712
DPB1,eur,17:01,0.015234,302712
DPB1,eur,14:01,0.013995,302712
DPB1,eur,15:01,0.007938,302712
DPB1,eur,09:01,0.006308,302712
DPB1,eur,19:01,0.006029,302712
DPB1,eur,02:02,0.005882,302712
DPB1,eur,23:01,0.005874,302712
DPB1,eur,16:01,0.005705,302712
DPB1,eur,20:01,0.005079,302712
DPB1,eur,34:01,0.000429,302712
DPB1,eur,35:01,0.000335,302712
DPB1,eur,45:01,0.00023,302712
DPB1,eur,26:01,0.000211,302712
DPB1,eur,51:01,0.000206,302712
DPB1,eur,18:01,0.000192,302712
DPB1,eur,30:01,0.000111,302712
DPB1,eur,81:01,0.000107,302712
DPB1,eur,50:01,0.000101,302712
DPB1,eur,46:01,9.1e-05,302712
DPB1,eur,71:01,7.8e-05,302712
DPB1,eur,63:01,6.4e-05,302712
DPB1,eur,24:01,5.9e-05,302712
DPB1,eur,41:01,5.5e-05,302712
DPB1,eur,40:01,5e-05,302712
DPB1,eur,85:01,4.5e-05,302712
DPB1,eur,59:01,4.3e-05,302712
DPB1,eur,130:01,3.8e-05,302712
DPB1,eur,88:01,3.3e-05,302712
DPB1,eur,33:01,3.3e-05,302712
DPB1,eur,36:01,3.3e-05,302712
DPB1,eur,25:01,3.1e-05,302712
DPB1,eur,52:01,3e-05,302712
DPB1,eur,78:01,3e-05,302712
DPB1,eur,28:01,2.1e-05,302712
DPB1,eur,79:01,1.8e-05,302712
DPB1,eur,39:01,1.8e-05,302712
DPB1,eur,238:01,1.8e-05,302712
DPB1,eur,47:01,1.7e-05,302712
DPB1,eur,128:01,1.7e-05,302712
DPB1,eur,57:01,1.7e-05,302712
DPB1,eur,260:01,1.3e-05,302712
DPB1,eur,72:01,1.3e-05,302712
DPB1,eur,214:01,1.3e-05,302712
DPB1,eur,90:01,1.2e-05,302712
DPB1,eur,215:01,1.2e-05,302712
DPB1,eur,37:01,1e-05,302712
DPB1,eur,49:01,1e-05,302712
DPB1,eur,398:01,1e-05,302712
DPB1,eur,92:01,1e-05,302712
DPB1,eur,80:01,1e-05,302712
DPB1,eur,110:01,1e-05,302712
DPB1,eur,115:01,1e-05,302712
DPB1,eur,65:01,1e-05,302712
DPB1,eur,29:01,8e-06,302712
DPB1,eur,225:01,8e-06,302712
DPB1,eur,109:01,8e-06,302712
DPB1,eur,99:01,8e-06,302712
DPB1,eur,149:01,8e-06,302712
DPB1,eur,54:01,8e-06,302712
DPB1,eur,258:01,8e-06,302712
DPB1,eur,674:01,8e-06,302712
DPB1,eur,396:01,7e-06,302712
DPB1,eur,120:01N,7e-06,302712
DPB1,eur,55:01,7e-06,302712
DPB1,eur,112:01,7e-06,302712
DPB1,eur,64:01N,7e-06,302712
DPB1,eur,21:01,7e-06,302712
DPB1,eur,48:01,7e-06,302712
DPB1,eur,177:01,5e-06,302712
DPB1,eur,116:01,5e-06,302712
DPB1,eur,677:01,5e-06,302712
DPB1,eur,246:01,5e-06,302712
DPB1,eur,144:01,5e-06,302712
DPB1,eur,66:01,5e-06,302712
DPB1,eur,154:01N,5e-06,302712
DPB1,eur,93:01,5e-06,302712
DPB1,eur,87:01,5e-06,302712
DPB1,eur,413:01,5e-06,302712
DPB1,eur,211:01,5e-06,302712
DPB1,eur,683:01,5e-06,302712
DPB1,eur,769:01,5e-06,302712
DPB1,eur,127:01,5e-06,302712
DPB1,eur,220:01,5e-06,302712
DPB1,eur,146:01,5e-06,302712
DPB1,eur,185:01,5e-06,302712
DPB1,eur,191:01,5e-06,302712
DPB1,eur,221:01,5e-06,302712
DPB1,eur,91:01,5e-06,302712
DPB1,eur,397:01,5e-06,302712
DPB1,eur,662:01,3e-06,302712
DPB1,eur,108:01,3e-06,302712
DPB1,eur,236:01,3e-06,302712
DPB1,eur,189:01,3e-06,302712
DPB1,eur,514:01,3e-06,302712
DPB1,eur,282:01,3e-06,302712
DPB1,eur,363:01,3e-06,302712
DPB1,eur,200:01,3e-06,302712
DPB1,eur,206:01,3e-06,302712
DPB1,eur,152:01,3e-06,302712
DPB1,eur,184:01,3e-06,302712
DPB1,eur,343:01,3e-06,302712
DPB1,eur,178:01,3e-06,302712
DPB1,eur,377:01,3e-06,302712
DPB1,eur,1385:01,3e-06,302712
DPB1,eur,67:01,3e-06,302712
DPB1,eur,349:01,3e-06,302712
DPB1,eur,158:01,3e-06,302712
DPB1,eur,1771:01,3e-06,302712
DPB1,eur,170:01,3e-06,302712
DPB1,eur,182:01,3e-06,302712
DPB1,eur,259:01,3e-06,302712
DPB1,eur,1447:01,3e-06,302712
DPB1,eur,523:01,3e-06,302712
DPB1,eur,132:01,3e-06,302712
DPB1,eur,137:01,3e-06,302712
DPB1,eur,125:01,3e-06,302712
DPB1,eur,458:01,3e-06,302712
DPB1,eur,165:01,3e-06,302712
DPB1,eur,305:01,3e-06,302712
DPB1,eur,856:01,2e-06,302712
DPB1,eur,334:01,2e-06,302712
DPB1,eur,218:01N,2e-06,302712
DPB1,eur,235:01,2e-06,302712
DPB1,eur,592:01,2e-06,302712
DPB1,eur,83:01,2e-06,302712
DPB1,eur,201:01,2e-06,302712
DPB1,eur,309:01,2e-06,302712
DPB1,eur,102:01,2e-06,302712
DPB1,eur,1368:01,2e-06,302712
DPB1,eur,86:01,2e-06,302712
DPB1,eur,1097:01,2e-06,302712
DPB1,eur,1064:01,2e-06,302712
DPB1,eur,244:01,2e-06,302712
DPB1,eur,488:01,2e-06,302712
DPB1,eur,685:01,2e-06,302712
DPB1,eur,365:01,2e-06,302712
DPB1,eur,578:01,2e-06,302712
DPB1,eur,422:01,2e-06,302712
DPB1,eur,489:01,2e-06,302712
DPB1,eur,393:01,2e-06,302712
DPB1,eur,531:01,2e-06,302712
DPB1,eur,1588:01N,2e-06,302712
DPB1,eur,277:01,2e-06,302712
DPB1,eur,1089:01,2e-06,302712
DPB1,eur,322:01,2e-06,302712
DPB1,eur,196:01,2e-06,302712
DPB1,eur,814:01,2e-06,302712
DPB1,eur,1167:01,2e-06,302712
DPB1,eur,136:01,2e-06,302712
DPB1,eur,551:01N,2e-06,302712
DPB1,eur,27:01,2e-06,302712
DPB1,eur,318:01,2e-06,302712
DPB1,eur,681:01,2e-06,302712
DPB1,eur,187:01,2e-06,302712
DPB1,eur,1215:01,2e-06,302712
DPB1,eur,443:01,2e-06,302712
DPB1,eur,199:01,2e-06,302712
DPB1,eur,222:01,2e-06,302712
DPB1,eur,313:01,2e-06,302712
DPB1,eur,89:01,2e-06,302712
DPB1,eur,742:01,2e-06,302712
DPB1,eur,1785:01,2e-06,302712
DPB1,eur,502:01,2e-06,302712
DPB1,eur,328:01N,2e-06,302712
DPB1,eur,603:01,2e-06,302712
DPB1,eur,781:01,2e-06,302712
DPB1,eur,77:01,2e-06,302712
DPB1,eur,1264:01,2e-06,302712
DPB1,eur,123:01,2e-06,302712
DPB1,eur,233:01,2e-06,302712
DPB1,eur,964:01,2e-06,302712
DPB1,eur,1203:01,2e-06,302712
DPB1,eur,163:01,2e-06,302712
DPB1,eur,370:01,2e-06,302712
DPB1,eur,228:01,2e-06,302712
DPB1,eur,1545:01,2e-06,302712
DPB1,eur,150:01,2e-06,302712
DPB1,eur,593:01,2e-06,302712
DPB1,eur,374:01,2e-06,302712
DPB1,eur,843:01,2e-06,302712
DPB1,eur,959:01N,2e-06,302712
DPB1,eur,265:01,2e-06,302712
DPB1,eur,1309:01,2e-06,302712
DPB1,eur,426:01,2e-06,302712
DPB1,eur,656:01,2e-06,302712
DPB1,eur,31:01,2e-06,302712
DPB1,eur,190:01,2e-06,302712
DPB1,eur,709:01,2e-06,302712
DPB1,eur,207:01,2e-06,302712
DPB1,eur,344:01,2e-06,302712
DPB1,eur,635:01,2e-06,302712
DPB1,eur,1279:01N,2e-06,302712
DPB1,mid,04:01,0.344956,2151
DPB1,mid,02:01,0.226174,2151
DPB1,mid,04:02,0.120642,2151
DPB1,mid,03:01,0.095537,2151
DPB1,mid,17:01,0.044398,2151
DPB1,mid,13:01,0.039749,2151
DPB1,mid,01:01,0.030219,2151
DPB1,mid,14:01,0.021385,2151
DPB1,mid,11:01,0.011158,2151
DPB1,mid,15:01,0.01046,2151
DPB1,mid,10:01,0.009995,2151
DPB1,mid,05:01,0.008368,2151
DPB1,mid,30:01,0.007206,2151
DPB1,mid,09:01,0.007206,2151
DPB1,mid,23:01,0.006974,2151
DPB1,mid,34:01,0.002325,2151
DPB1,mid,63:01,0.002325,2151
DPB1,mid,19:01,0.001395,2151
DPB1,mid,39:01,0.001162,2151
DPB1,mid,26:01,0.00093,2151
DPB1,mid,18:01,0.000697,2151
DPB1,mid,06:01,0.000697,2151
DPB1,mid,81:01,0.000697,2151
DPB1,mid,59:01,0.000465,2151
DPB1,mid,55:01,0.000465,2151
DPB1,mid,49:01,0.000465,2151
DPB1,mid,47:01,0.000465,2151
DPB1,mid,41:01,0.000465,2151
DPB1,mid,88:01,0.000465,2151
DPB1,mid,78:01,0.000465,2151
DPB1,mid,20:01,0.000232,2151
DPB1,mid,29:01,0.000232,2151
DPB1,mid,91:01,0.000232,2151
DPB1,mid,16:01,0.000232,2151
DPB1,mid,51:01,0.000232,2151
DPB1,mid,40:01,0.000232,2151
DPB1,mid,45:01,0.000232,2151
DPB1,mid,35:01,0.000232,2151
DPB1,mid,48:01,0.000232,2151
DPB1,sas,04:01,0.36909,6176
DPB1,sas,02:01,0.206282,6176
DPB1,sas,04:02,0.070515,6176
DPB1,sas,13:01,0.069462,6176
DPB1,sas,03:01,0.054323,6176
DPB1,sas,26:01,0.050113,6176
DPB1,sas,09:01,0.047927,6176
DPB1,sas,14:01,0.038617,6176
DPB1,sas,01:01,0.023478,6176
DPB1,sas,17:01,0.019025,6176
DPB1,sas,10:01,0.010848,6176
DPB1,sas,05:01,0.009472,6176
DPB1,sas,15:01,0.007853,6176
DPB1,sas,16:01,0.005019,6176
DPB1,sas,28:01,0.004129,6176
DPB1,sas,21:01,0.0034,6176
DPB1,sas,02:02,0.0017,6176
DPB1,sas,23:01,0.001457,6176
DPB1,sas,19:01,0.001133,6176
DPB1,sas,45:01,0.00081,6176
DPB1,sas,11:01,0.000648,6176
DPB1,sas,20:01,0.000486,6176
DPB1,sas,06:01,0.000486,6176
DPB1,sas,93:01,0.000486,6176
DPB1,sas,29:01,0.000405,6176
DPB1,sas,31:01,0.000324,6176
DPB1,sas,46:01,0.000243,6176
DPB1,sas,100:01,0.000162,6176
DPB1,sas,85:01,0.000162,6176
DPB1,sas,125:01,0.000162,6176
DPB1,sas,40:01,0.000162,6176
DPB1,sas,38:01,8.1e-05,6176
DPB1,sas,710:01,8.1e-05,6176
DPB1,sas,150:01,8.1e-05,6176
DPB1,sas,91:01,8.1e-05,6176
DPB1,sas,71:01,8.1e-05,6176
DPB1,sas,445:01,8.1e-05,6176
DPB1,sas,660:01,8.1e-05,6176
DPB1,sas,81:01,8.1e-05,6176
DPB1,sas,39:01,8.1e-05,6176
DPB1,sas,173:01,8.1e-05,6176
DPB1,sas,50:01,8.1e-05,6176
DPB1,sas,92:01,8.1e-05,6176
DPB1,sas,51:01,8.1e-05,6176
DPB1,sas,33:01,8.1e-05,6176
DPB1,sas,234:01,8.1e-05,6176
DPB1,sas,814:01,8.1e-05,6176
DPB1,sas,112:01,8.1e-05,6176
DPB1,sas,132:01,8.1e-05,6176
DPB1,sas,224:01,8.1e-05,6176
DPB1,sas,78:01,8.1e-05,6176
