gene,group_2field,catalogued_3field_variants,observed_3field_variants,n_individuals,dominant_ancestry,dominant_ancestry_share
DQB1,05:24,0,0,6,afr,83.3
DQB1,02:07,2,1,6,sas,100.0
DQB1,06:46,0,1,5,afr,80.0
DQB1,05:88,0,0,5,afr,100.0
DQB1,04:22,0,0,5,afr,100.0
DQB1,03:105,0,0,5,amr,100.0
DQB1,03:70,0,0,4,amr,75.0
DQB1,03:17,2,1,4,eas,100.0
DQB1,06:79,2,1,4,afr,50.0
DQB1,06:27,2,1,4,eur,100.0
DQB1,03:37,0,0,4,eur,100.0
DQB1,05:19,0,0,4,afr,100.0
DQB1,03:150,0,0,4,afr,100.0
DQB1,06:28,0,0,4,eur,100.0
DQB1,05:05,2,1,3,mid,66.7
DQB1,06:81,0,0,3,eur,100.0
DQB1,04:12,0,0,3,sas,100.0
DQB1,06:15,2,1,3,eur,100.0
DQB1,05:60,0,0,3,eur,100.0
DQB1,05:93,0,0,3,eur,100.0
DQB1,06:18,2,1,3,afr,100.0
DQB1,03:20,0,0,3,eur,100.0
DQB1,03:26,0,0,3,eas,100.0
DQB1,06:74,0,0,3,eas,66.7
DQB1,03:11,0,0,2,sas,100.0
DQB1,06:385,0,0,2,eur,100.0
DQB1,03:56,0,0,2,eur,100.0
DQB1,06:12,0,0,2,eur,100.0
DQB1,04:18,0,0,2,afr,100.0
DQB1,02:117,0,0,2,eur,100.0
DQB1,05:58,0,0,2,afr,100.0
DQB1,06:192,0,0,2,eur,100.0
DQB1,05:79,0,0,2,eur,100.0
DQB1,03:174,0,0,2,eur,100.0
DQB1,03:14,2,1,2,amr,100.0
DQB1,03:126,0,1,2,eur,100.0
DQB1,03:67,0,0,2,eur,100.0
DQB1,06:17,0,0,2,eur,100.0
DQB1,05:72,0,0,2,eur,100.0
DQB1,06:68,0,0,2,eur,100.0
DQB1,05:80,0,0,2,afr,100.0
DQB1,03:54,0,0,2,afr,50.0
DQB1,03:69,0,0,2,eur,100.0
DQB1,06:320,0,0,2,eur,100.0
DQB1,03:167,0,0,2,eas,100.0
DQB1,03:106,0,0,2,amr,100.0
DQB1,02:28,0,0,2,eur,50.0
DQB1,02:12,0,0,2,eur,100.0
DQB1,05:51,0,0,2,eur,100.0
DQB1,05:06,2,1,2,eas,100.0
DQB1,03:207,0,0,2,amr,50.0
DQB1,03:187,0,0,2,afr,100.0
DQB1,03:64,0,0,1,sas,100.0
DQB1,03:30,0,0,1,eur,100.0
DQB1,05:71,0,0,1,afr,100.0
DQB1,06:69,2,1,1,mid,100.0
DQB1,03:18,0,0,1,eur,100.0
DQB1,04:04,0,0,1,amr,100.0
DQB1,05:293,2,1,1,sas,100.0
DQB1,03:362,0,0,1,eur,100.0
DQB1,03:301,0,0,1,sas,100.0
DQB1,04:36N,0,0,1,afr,100.0
DQB1,03:114,0,0,1,eur,100.0
DQB1,03:23,3,1,1,eur,100.0
DQB1,06:207,0,0,1,afr,100.0
DQB1,03:313,0,0,1,amr,100.0
DQB1,03:267,0,0,1,amr,100.0
DQB1,03:75,0,0,1,afr,100.0
DQB1,03:47,0,0,1,eur,100.0
DQB1,03:138,0,0,1,eur,100.0
DQB1,03:86,0,0,1,afr,100.0
DQB1,06:342,0,0,1,eas,100.0
DQB1,06:146,2,1,1,eur,100.0
DQB1,06:77N,0,0,1,sas,100.0
DQB1,02:243,0,0,1,afr,100.0
DQB1,02:149,0,0,1,eas,100.0
DQB1,06:21,0,0,1,eur,100.0
DQB1,06:436,0,0,1,eur,100.0
DQB1,06:276,0,0,1,eur,100.0
DQB1,06:73,0,0,1,eur,100.0
DQB1,06:76,0,0,1,eur,100.0
DQB1,06:148,0,0,1,eur,100.0
DQB1,02:46,0,0,1,eur,100.0
DQB1,03:160,0,0,1,eur,100.0
DQB1,02:83,0,0,1,eur,100.0
DQB1,05:89,2,1,1,eur,100.0
DQB1,05:158,0,0,1,sas,100.0
DQB1,06:430,0,0,1,eur,100.0
DQB1,04:30,0,0,1,amr,100.0
DQB1,02:45,0,0,1,amr,100.0
DQB1,06:57,2,1,1,sas,100.0
DQB1,05:62,0,0,1,afr,100.0
DQB1,06:71,0,0,1,eur,100.0
DQB1,06:149,0,0,1,afr,100.0
DQB1,03:131,0,0,1,amr,100.0
DQB1,06:24,0,0,1,eur,100.0
DQB1,04:25N,0,0,1,eur,100.0
DQB1,06:107,0,0,1,eas,100.0
DQB1,03:06,0,0,1,eas,100.0
DQB1,06:75N,0,0,1,eur,100.0
DQB1,06:134,0,0,1,amr,100.0
DQB1,02:17,0,0,1,eur,100.0
DQB1,03:132,0,0,1,amr,100.0
DQB1,03:10,3,1,1,eur,100.0
DQB1,05:99,0,0,1,afr,100.0
DQB1,03:60,0,0,1,eur,100.0
DQB1,05:66,2,1,1,eur,100.0
DQB1,05:67,0,0,1,amr,100.0
DQB1,03:229,0,0,1,eur,100.0
DQB1,03:38,2,1,1,sas,100.0
DQB1,05:09,0,0,1,eur,100.0
DQB1,05:63,0,0,1,eur,100.0
DQB1,04:37,0,0,1,eur,100.0
DQB1,02:32,0,0,1,eur,100.0
DQB1,03:36,0,0,1,eur,100.0
DQB1,05:75,0,0,1,eur,100.0
DQB1,06:388,0,0,1,eur,100.0
DQB1,03:45,2,1,1,eur,100.0
DQB1,02:164,0,0,1,amr,100.0
DQB1,02:19,0,0,1,mid,100.0
DQB1,04:21,0,0,1,amr,100.0
DQB1,02:50,0,0,1,afr,100.0
DQB1,03:170,0,0,1,amr,100.0
DRB1,07:01,37,4,117862,eur,63.2
DRB1,03:01,41,5,98768,eur,69.3
DRB1,15:01,56,9,93838,eur,78.9
DRB1,01:01,51,7,62704,eur,76.1
DRB1,11:01,54,10,60429,eur,55.4
DRB1,13:01,46,2,57091,eur,61.5
DRB1,04:01,26,5,56785,eur,85.7
DRB1,13:02,24,4,49407,eur,54.5
DRB1,04:04,21,3,33947,eur,65.4
DRB1,11:04,25,5,27286,eur,73.5
DRB1,15:03,7,2,26379,afr,87.0
DRB1,01:02,14,4,24898,eur,38.3
DRB1,14:01,5,2,24250,eur,63.7
DRB1,04:07,6,3,22688,amr,69.6
DRB1,12:01,14,2,20784,eur,47.4
DRB1,09:01,19,1,18382,afr,32.4
DRB1,08:01,6,3,16771,eur,81.9
DRB1,13:03,13,2,16544,eur,41.5
DRB1,08:02,7,2,15373,amr,94.4
DRB1,03:02,9,2,15285,afr,81.2
DRB1,08:04,9,3,14349,afr,76.3
DRB1,10:01,20,3,13975,eur,37.6
DRB1,04:05,22,8,13504,amr,32.5
DRB1,11:02,8,3,12431,afr,63.7
DRB1,15:02,21,5,12176,eur,40.7
DRB1,04:03,23,4,11709,eur,46.5
DRB1,16:01,19,3,11598,eur,80.4
DRB1,04:02,7,1,11023,eur,72.8
DRB1,16:02,13,1,9930,amr,53.8
DRB1,01:03,5,1,8956,eur,78.8
DRB1,14:02,13,3,7061,amr,96.0
DRB1,14:06,6,1,5716,amr,97.7
DRB1,11:03,4,1,4857,eur,83.3
DRB1,04:11,8,2,4787,amr,97.4
DRB1,12:02,15,2,4645,eas,71.9
DRB1,13:04,0,0,3902,afr,71.8
DRB1,08:03,15,2,3525,eas,47.8
DRB1,04:08,5,1,3261,eur,80.9
DRB1,13:05,3,2,2709,eur,70.1
DRB1,14:04,9,1,1703,sas,44.2
DRB1,08:06,1,1,1643,afr,75.2
DRB1,04:06,8,1,1347,eas,43.1
DRB1,04:10,3,1,951,amr,75.9
DRB1,14:05,5,1,511,eas,89.8
DRB1,08:11,1,1,476,amr,45.6
DRB1,11:10,2,1,329,afr,95.1
DRB1,14:07,3,2,294,eur,49.0
DRB1,15:06,4,2,185,sas,84.9
DRB1,08:07,0,0,175,amr,96.0
DRB1,13:12,6,1,165,eas,98.2
DRB1,14:03,2,1,148,eas,84.5
DRB1,08:10,0,0,140,eur,65.7
DRB1,11:06,3,2,126,eas,61.1
DRB1,13:16,1,1,117,afr,87.2
DRB1,11:11,2,2,113,eur,70.8
DRB1,11:14,2,2,95,eur,62.1
DRB1,13:31,0,0,93,afr,95.7
DRB1,11:15,2,1,91,eur,71.4
DRB1,13:10,0,0,89,eur,80.9
DRB1,04:09,1,1,80,eur,75.0
DRB1,11:17,0,0,76,afr,92.1
DRB1,03:04,2,1,76,eur,92.1
DRB1,14:24,0,1,75,amr,100.0
DRB1,11:12,3,1,67,eur,79.1
DRB1,15:04,0,1,66,sas,50.0
DRB1,03:15,2,1,56,amr,76.8
DRB1,08:09,2,1,54,eas,94.4
DRB1,04:17,2,1,46,amr,95.7
DRB1,11:13,2,1,43,eur,79.1
DRB1,14:17,0,0,43,eur,69.8
DRB1,13:06,0,0,41,eur,97.6
DRB1,14:08,0,1,39,eas,79.5
DRB1,13:11,2,2,38,amr,65.8
DRB1,13:59,0,0,35,amr,97.1
DRB1,11:47,0,0,30,amr,100.0
DRB1,14:15,0,0,29,sas,96.6
DRB1,11:43,1,1,29,eur,93.1
DRB1,11:08,3,2,24,eur,50.0
DRB1,09:06,0,0,24,amr,100.0
DRB1,04:38,1,1,24,eur,79.2
DRB1,03:05,3,3,23,eur,82.6
DRB1,14:48,0,0,22,amr,100.0
DRB1,16:12,0,0,22,amr,100.0
DRB1,15:23,0,0,22,afr,100.0
DRB1,11:28,3,2,21,eur,81.0
DRB1,16:05,2,1,21,eur,95.2
DRB1,13:19,0,1,19,eur,78.9
DRB1,13:14,3,3,19,eur,47.4
DRB1,11:09,2,1,19,eur,94.7
DRB1,13:21,2,2,18,eur,100.0
DRB1,16:07,0,0,18,eur,55.6
DRB1,13:15,0,0,18,eur,77.8
DRB1,07:03,0,0,18,sas,94.4
DRB1,14:18,0,0,17,eas,82.4
DRB1,12:03,2,1,17,eur,100.0
DRB1,12:25,0,0,16,afr,100.0
DRB1,07:05,0,0,16,eur,87.5
DRB1,11:19,3,1,16,eur,75.0
DRB1,08:18,0,0,15,eas,46.7
DRB1,15:14,0,0,15,eas,93.3
DRB1,03:03,0,0,15,afr,100.0
DRB1,13:36,0,0,15,eur,93.3
DRB1,08:13,0,0,14,amr,100.0
DRB1,04:13,0,0,14,eur,50.0
DRB1,11:24,2,1,14,eur,64.3
DRB1,11:39,0,0,13,eur,76.9
DRB1,13:20,1,1,13,eur,84.6
DRB1,04:72,2,1,13,eur,76.9
DRB1,07:16,0,0,12,amr,100.0
DRB1,08:05,0,0,12,eur,100.0
DRB1,16:04,2,2,12,eur,83.3
DRB1,13:07,2,1,12,eas,91.7
DRB1,13:18,0,0,12,eur,100.0
DRB1,04:26,0,0,12,eur,91.7
DRB1,07:07,0,0,12,eur,91.7
DRB1,07:11,0,0,12,amr,100.0
DRB1,14:10,1,1,11,sas,63.6
DRB1,13:40,0,0,11,amr,72.7
DRB1,11:27,4,2,10,eur,100.0
DRB1,04:14,0,0,10,eur,90.0
DRB1,04:16,0,0,10,eur,90.0
DRB1,15:22,0,0,10,eur,100.0
DRB1,14:13,0,0,9,amr,100.0
DRB1,13:38,0,0,9,afr,55.6
DRB1,14:12,2,1,9,eas,77.8
DRB1,03:06,0,0,9,eur,77.8
DRB1,13:22,2,1,8,eur,87.5
DRB1,14:16,0,0,8,eur,100.0
DRB1,03:07,2,1,8,eur,50.0
DRB1,11:36,0,0,8,eur,87.5
DRB1,04:23,0,0,8,amr,62.5
DRB1,04:40,0,0,8,eur,100.0
DRB1,12:04,0,0,8,afr,100.0
DRB1,03:37,0,0,8,eur,87.5
DRB1,13:09,0,0,8,amr,100.0
DRB1,11:07,2,1,8,eur,75.0
DRB1,15:10,0,0,8,eur,87.5
DRB1,14:70,0,0,8,eur,100.0
DRB1,11:65,2,1,7,afr,100.0
DRB1,13:56,0,0,7,eur,71.4
DRB1,14:20,0,0,7,eur,85.7
DRB1,14:22,0,0,7,eas,100.0
DRB1,04:19,0,0,7,amr,85.7
DRB1,13:79,0,0,7,afr,57.1
DRB1,15:07,3,2,7,eur,100.0
DRB1,08:17,0,0,6,eur,100.0
DRB1,04:18,0,0,6,sas,100.0
DRB1,16:10,2,1,6,afr,100.0
DRB1,14:33,0,0,6,sas,50.0
DRB1,13:27,2,1,6,amr,50.0
DRB1,11:18,0,0,6,afr,50.0
DRB1,15:24,0,0,6,eur,100.0
DRB1,11:76,0,0,6,eur,100.0
DRB1,13:155,0,0,6,afr,100.0
DRB1,11:34,0,0,6,eur,100.0
DRB1,11:29,2,1,6,eur,100.0
DRB1,14:19,0,0,5,sas,80.0
DRB1,13:128,0,0,5,amr,80.0
DRB1,11:32,0,0,5,eur,100.0
DRB1,03:23,0,0,5,eur,80.0
DRB1,13:338,0,0,5,afr,100.0
DRB1,04:50,0,0,5,eur,80.0
DRB1,11:05,0,0,5,eas,100.0
DRB1,04:41,0,0,5,eas,100.0
DRB1,04:54,0,0,5,amr,100.0
DRB1,13:337,0,0,5,afr,60.0
DRB1,13:61,2,2,5,eur,80.0
DRB1,13:29,1,1,5,eur,100.0
DRB1,13:50,3,3,5,afr,40.0
DRB1,04:43,0,0,4,eur,100.0
DRB1,12:63,0,0,4,afr,100.0
DRB1,07:123,0,0,4,eur,75.0
DRB1,01:07,0,0,4,eur,100.0
DRB1,07:15,0,0,4,amr,100.0
DRB1,14:23,4,1,4,eur,100.0
DRB1,14:11,1,1,4,eur,75.0
DRB1,14:77,0,0,4,amr,100.0
DRB1,11:48,0,0,4,afr,100.0
DRB1,11:33,0,0,4,eur,100.0
DRB1,08:08,0,0,4,afr,50.0
DRB1,03:39,0,0,4,eur,100.0
DRB1,04:25,0,0,4,amr,100.0
DRB1,14:54,14,2,4,eur,75.0
DRB1,14:47,0,0,4,amr,50.0
DRB1,03:13,2,1,4,eur,75.0
DRB1,14:28,0,0,4,amr,50.0
DRB1,07:13,0,0,4,sas,75.0
DRB1,15:05,0,0,4,amr,50.0
DRB1,13:81,0,0,4,amr,100.0
DRB1,13:48,0,0,3,eur,100.0
DRB1,14:94,0,0,3,amr,100.0
DRB1,13:08,0,0,3,sas,100.0
DRB1,13:42,2,1,3,eur,66.7
DRB1,11:16,1,1,3,eur,100.0
DRB1,11:113,0,0,3,eur,66.7
DRB1,13:49,2,1,3,sas,66.7
DRB1,14:114,0,0,3,afr,100.0
DRB1,04:199,0,0,3,amr,33.3
DRB1,13:41,0,0,3,afr,100.0
DRB1,15:92,0,0,3,amr,100.0
DRB1,04:42,0,0,3,afr,66.7
DRB1,04:95,2,2,3,eur,100.0
DRB1,14:27,2,1,3,amr,100.0
DRB1,04:15,0,0,3,eur,100.0
DRB1,03:16,0,0,3,amr,100.0
DRB1,15:11,2,1,3,mid,66.7
DRB1,13:93,0,0,3,eur,100.0
DRB1,13:69,0,0,3,afr,100.0
DRB1,15:18,0,0,3,eur,100.0
DRB1,11:41,0,0,3,eur,100.0
DRB1,04:39,0,0,3,eur,100.0
DRB1,14:21,0,0,3,eur,100.0
DRB1,14:25,2,1,3,eur,66.7
DRB1,14:50,2,2,2,amr,50.0
DRB1,11:20,0,0,2,eur,100.0
DRB1,03:115,0,0,2,amr,100.0
DRB1,11:45,0,0,2,amr,100.0
DRB1,07:59,0,0,2,amr,100.0
DRB1,13:39,0,0,2,eas,50.0
DRB1,11:66,2,1,2,sas,50.0
DRB1,14:109,0,0,2,amr,100.0
DRB1,03:19,0,0,2,afr,100.0
DRB1,13:23,2,1,2,afr,100.0
DRB1,11:91,0,0,2,eur,100.0
DRB1,11:102,2,1,2,amr,50.0
DRB1,13:129,0,0,2,eur,100.0
DRB1,03:41,2,1,2,amr,100.0
DRB1,03:20,0,0,2,afr,50.0
DRB1,15:31,2,1,2,eas,100.0
DRB1,13:24,1,1,2,eur,100.0
DRB1,03:88,0,0,2,afr,100.0
DRB1,04:203,0,0,2,amr,100.0
DRB1,15:137N,0,0,2,afr,100.0
DRB1,03:46,0,0,2,amr,100.0
DRB1,11:84,3,1,2,amr,100.0
DRB1,01:04,2,1,2,eur,100.0
DRB1,04:36,0,0,2,eas,100.0
DRB1,11:42,2,1,2,eur,100.0
DRB1,04:151,0,0,2,afr,50.0
DRB1,07:71,0,0,2,eur,100.0
DRB1,13:63,0,0,2,eur,100.0
DRB1,04:70,0,0,2,eur,100.0
DRB1,11:267,0,0,2,amr,50.0
DRB1,14:83,0,0,2,amr,100.0
DRB1,15:57,2,1,2,afr,100.0
DRB1,16:15,0,0,2,amr,50.0
DRB1,04:83,0,0,2,eur,100.0
DRB1,04:355,0,0,2,amr,50.0
DRB1,14:86,0,0,1,eur,100.0
DRB1,04:71,0,0,1,eur,100.0
DRB1,11:193,2,1,1,afr,100.0
DRB1,15:104,3,1,1,sas,100.0
DRB1,13:103,0,0,1,afr,100.0
DRB1,16:09,2,1,1,eur,100.0
DRB1,13:65,0,0,1,eur,100.0
DRB1,13:66,2,1,1,afr,100.0
DRB1,11:128,0,0,1,eur,100.0
DRB1,11:23,2,1,1,eur,100.0
DRB1,12:19,2,1,1,eas,100.0
DRB1,14:101,0,0,1,eur,100.0
DRB1,12:08,0,0,1,eas,100.0
DRB1,09:20,0,0,1,eur,100.0
DRB1,04:184,0,0,1,eur,100.0
DRB1,16:66,0,0,1,eur,100.0
DRB1,04:372,0,0,1,amr,100.0
DRB1,11:182,0,0,1,eur,100.0
DRB1,11:159,0,0,1,eur,100.0
DRB1,14:52,0,0,1,amr,100.0
DRB1,14:44,3,1,1,eas,100.0
DRB1,11:118,2,1,1,eur,100.0
DRB1,10:02,0,0,1,sas,100.0
DRB1,04:37,0,0,1,eur,100.0
DRB1,09:23,0,0,1,amr,100.0
DRB1,12:05,0,0,1,eas,100.0
DRB1,11:228,0,0,1,afr,100.0
DRB1,12:34,0,0,1,eur,100.0
DRB1,15:15,3,1,1,amr,100.0
DRB1,01:29,2,1,1,eur,100.0
DRB1,13:294,0,0,1,afr,100.0
DRB1,01:56,0,0,1,eur,100.0
DRB1,04:351,0,0,1,amr,100.0
DRB1,14:72,0,0,1,eur,100.0
DRB1,13:348,0,0,1,amr,100.0
DRB1,04:261,0,0,1,afr,100.0
DRB1,07:166,0,0,1,eur,100.0
DRB1,11:155,0,0,1,afr,100.0
DRB1,04:68,0,0,1,eur,100.0
DRB1,03:08,0,0,1,eur,100.0
DRB1,04:284,2,1,1,afr,100.0
DRB1,03:100,2,1,1,eur,100.0
DRB1,07:20,0,0,1,eur,100.0
DRB1,03:160,0,0,1,eur,100.0
DRB1,11:82,0,0,1,eas,100.0
DRB1,13:67,0,0,1,eur,100.0
DRB1,04:356,0,0,1,amr,100.0
DRB1,11:83,0,0,1,amr,100.0
DRB1,13:28,2,1,1,eur,100.0
DRB1,08:64,0,0,1,amr,100.0
DRB1,16:41N,0,0,1,amr,100.0
DRB1,07:38,0,0,1,afr,100.0
DRB1,12:28,0,0,1,eas,100.0
DRB1,15:40,0,0,1,eur,100.0
DRB1,14:61,0,0,1,eas,100.0
DRB1,13:209,0,0,1,afr,100.0
DRB1,13:80,0,0,1,amr,100.0
DRB1,04:59,0,0,1,eas,100.0
DRB1,14:46,0,0,1,amr,100.0
DRB1,04:55,0,0,1,amr,100.0
DRB1,11:60,0,0,1,eur,100.0
DRB1,13:137N,0,0,1,eur,100.0
DRB1,15:39,0,0,1,eas,100.0
DRB1,13:158,2,1,1,eur,100.0
DRB1,07:04,0,0,1,eur,100.0
DRB1,08:26,0,0,1,eur,100.0
DRB1,01:08,0,0,1,eur,100.0
DRB1,16:47,0,0,1,eur,100.0
DRB1,11:319,0,0,1,eur,100.0
DRB1,13:164,0,0,1,afr,100.0
DRB1,04:102,0,0,1,amr,100.0
DRB1,13:366,0,0,1,eur,100.0
DRB1,01:23,0,0,1,afr,100.0
DRB1,11:79,0,0,1,eur,100.0
DRB1,15:32,0,0,1,eur,100.0
DRB1,15:130,0,0,1,afr,100.0
DRB1,03:14,0,0,1,eur,100.0
DRB1,07:58N,0,0,1,eur,100.0
DRB1,13:110,0,0,1,eur,100.0
DRB1,04:62,0,0,1,eur,100.0
DRB1,13:111,0,0,1,eur,100.0
DRB1,04:88,0,0,1,eas,100.0
DRB1,04:183,0,0,1,eur,100.0
DRB1,13:219,0,0,1,eur,100.0
DRB1,16:14,0,0,1,afr,100.0
DRB1,08:24,2,1,1,amr,100.0
DRB1,03:96,0,0,1,eur,100.0
DRB1,04:312N,0,0,1,amr,100.0
DRB1,04:212N,0,0,1,amr,100.0
DRB1,13:34,0,0,1,eur,100.0
DRB1,13:98,0,0,1,sas,100.0
DRB1,11:175,0,0,1,eur,100.0
DRB1,08:12,0,0,1,eas,100.0
DRB1,04:33,0,0,1,afr,100.0
DRB1,11:54,2,1,1,eas,100.0
DRB1,16:23,0,0,1,amr,100.0
DRB1,11:184,0,0,1,afr,100.0
DRB1,01:43,0,0,1,eur,100.0
DRB1,01:24,2,1,1,eur,100.0
DRB1,14:141,0,0,1,eas,100.0
DRB1,13:224,0,0,1,amr,100.0
DRB1,14:96,0,0,1,eas,100.0
DRB1,03:44,0,0,1,eur,100.0
DRB1,15:88,0,0,1,eur,100.0
DRB1,11:101,4,1,1,afr,100.0
DRB1,03:111,0,0,1,eur,100.0
DRB1,14:71,0,0,1,sas,100.0
DRB1,04:31,0,0,1,eur,100.0
DRB1,01:53,0,0,1,eur,100.0
DRB1,08:20,0,0,1,afr,100.0
DRB1,11:72,0,0,1,afr,100.0
DRB1,15:172,2,1,1,eur,100.0
DRB1,08:30,3,1,1,eas,100.0
DRB1,09:04,0,0,1,eas,100.0
DRB1,14:163,0,0,1,eur,100.0
DRB1,13:214,0,0,1,eur,100.0
DRB1,15:56,0,0,1,eur,100.0
DRB1,07:23,0,0,1,eur,100.0
DRB1,13:96,2,1,1,afr,100.0
DRB1,14:42,0,0,1,afr,100.0
DRB1,08:125,0,0,1,amr,100.0
DRB1,04:96,0,0,1,eur,100.0
DRB1,08:34,0,0,1,eur,100.0
DRB1,14:09,0,0,1,amr,100.0
DRB1,14:171,0,0,1,eur,100.0
DRB1,04:116,0,0,1,eur,100.0
DRB1,15:34,0,0,1,eur,100.0
DRB1,11:69,0,0,1,eur,100.0
DRB1,14:106,0,0,1,amr,100.0
DRB1,13:88,0,0,1,afr,100.0
DRB1,13:154,0,0,1,eas,100.0
DRB1,14:170,0,0,1,amr,100.0
DRB1,14:113,0,0,1,eur,100.0
DRB1,13:97,2,1,1,eur,100.0
