gene,group_2field,catalogued_3field_variants,observed_3field_variants,n_individuals,dominant_ancestry,dominant_ancestry_share
C,03:272,0,0,1,eas,100.0
C,03:710,0,0,1,eur,100.0
C,03:56,0,0,1,eas,100.0
C,03:243,0,0,1,eur,100.0
C,02:43,2,1,1,eur,100.0
C,08:302N,0,0,1,amr,100.0
C,03:31,0,0,1,eur,100.0
C,12:54,0,0,1,afr,100.0
C,05:22,2,1,1,eur,100.0
C,07:20,2,1,1,eas,100.0
C,12:68,0,0,1,eur,100.0
C,03:55,0,0,1,eur,100.0
C,01:273,0,0,1,eas,100.0
C,06:32,0,0,1,afr,100.0
C,03:256,0,0,1,amr,100.0
C,07:553,0,0,1,eur,100.0
C,08:276,0,0,1,afr,100.0
C,03:296,2,1,1,amr,100.0
C,07:400,0,0,1,eur,100.0
C,02:17,0,0,1,afr,100.0
C,03:396,2,1,1,eur,100.0
C,07:439,0,0,1,eur,100.0
C,06:23,0,0,1,eur,100.0
C,16:38,0,0,1,eur,100.0
C,03:179,0,0,1,amr,100.0
C,18:12,0,0,1,afr,100.0
C,05:65,0,0,1,eur,100.0
C,04:63,0,0,1,eur,100.0
C,07:298,0,0,1,eur,100.0
C,12:73,0,0,1,amr,100.0
C,16:201,0,0,1,eur,100.0
C,12:267,0,0,1,amr,100.0
C,05:100,0,0,1,eur,100.0
C,07:90,0,0,1,eur,100.0
C,05:59,0,0,1,eur,100.0
C,04:49,0,0,1,afr,100.0
C,06:39,0,0,1,eur,100.0
C,02:137,0,0,1,afr,100.0
C,06:155,1,1,1,eur,100.0
C,05:35,0,0,1,eur,100.0
C,03:108,0,0,1,amr,100.0
C,12:271,0,0,1,eur,100.0
C,03:434,0,0,1,eur,100.0
C,01:10,0,0,1,amr,100.0
C,03:53,0,0,1,eur,100.0
C,17:27N,0,0,1,afr,100.0
C,04:201,2,1,1,amr,100.0
C,06:224,0,0,1,amr,100.0
C,04:12,0,0,1,eur,100.0
C,03:75,0,0,1,amr,100.0
C,08:55N,0,0,1,amr,100.0
C,15:74,0,0,1,amr,100.0
C,04:368,0,0,1,afr,100.0
C,07:79,0,0,1,eur,100.0
C,03:186,2,1,1,eur,100.0
C,07:247,0,0,1,eur,100.0
C,07:73,2,1,1,eur,100.0
C,03:390,0,0,1,eur,100.0
C,07:198N,0,0,1,amr,100.0
C,03:660,0,0,1,amr,100.0
C,07:744,0,0,1,afr,100.0
C,07:409,0,0,1,eur,100.0
C,12:21,0,0,1,eur,100.0
C,06:354,0,0,1,amr,100.0
C,12:149,0,0,1,eur,100.0
C,03:283,0,0,1,eur,100.0
C,03:404,1,1,1,amr,100.0
C,07:351,0,0,1,eur,100.0
C,02:97,0,0,1,amr,100.0
C,03:464,0,0,1,amr,100.0
C,05:247,0,0,1,eur,100.0
C,03:92,0,0,1,eur,100.0
C,08:115,0,0,1,eur,100.0
C,07:210,0,0,1,afr,100.0
C,03:317,0,0,1,amr,100.0
C,03:607,0,0,1,afr,100.0
C,03:77,0,0,1,amr,100.0
C,02:115,0,0,1,eur,100.0
C,08:214,2,1,1,eur,100.0
C,15:36,0,0,1,mid,100.0
C,03:24,0,0,1,eas,100.0
C,08:68,0,0,1,afr,100.0
C,03:652,0,0,1,eur,100.0
C,07:478,0,0,1,amr,100.0
C,04:153,0,0,1,eur,100.0
C,12:132,0,0,1,sas,100.0
C,03:90,0,0,1,eur,100.0
C,03:352,0,0,1,eur,100.0
C,05:67,0,0,1,eur,100.0
C,05:211,0,0,1,amr,100.0
C,03:469,0,0,1,amr,100.0
C,07:406,0,0,1,eur,100.0
C,06:28,0,0,1,eur,100.0
C,03:319,0,0,1,amr,100.0
C,03:627,0,0,1,eur,100.0
C,16:59,0,0,1,amr,100.0
C,07:74,2,1,1,eur,100.0
C,06:47,0,0,1,afr,100.0
C,06:70,2,1,1,eur,100.0
C,03:78,0,0,1,amr,100.0
C,02:20,0,0,1,amr,100.0
C,03:415,0,0,1,eur,100.0
C,07:61N,0,0,1,amr,100.0
C,15:194,0,0,1,eas,100.0
C,07:71,0,0,1,afr,100.0
C,05:152,0,0,1,amr,100.0
C,05:160,0,0,1,eur,100.0
C,08:172,0,0,1,eur,100.0
C,05:183,0,0,1,eur,100.0
C,03:435,0,0,1,eur,100.0
C,07:491,2,1,1,eur,100.0
C,06:03,2,1,1,eur,100.0
C,03:220,0,0,1,eur,100.0
C,07:131,2,1,1,eur,100.0
C,12:24,2,1,1,eur,100.0
C,03:253,0,0,1,amr,100.0
C,04:56,0,0,1,eur,100.0
C,04:120,0,0,1,eur,100.0
C,03:143,0,0,1,amr,100.0
C,05:28,0,0,1,amr,100.0
C,03:308,0,0,1,eur,100.0
C,04:178,0,0,1,eur,100.0
C,08:137,0,0,1,eas,100.0
C,04:366,0,0,1,eur,100.0
C,03:116,2,1,1,eur,100.0
C,04:121,0,0,1,afr,100.0
C,02:45,0,0,1,eur,100.0
C,08:43,0,0,1,afr,100.0
C,07:49,0,0,1,eur,100.0
C,07:464,0,0,1,amr,100.0
C,07:332,0,0,1,afr,100.0
C,08:34,0,0,1,eur,100.0
C,07:301,0,0,1,eur,100.0
C,07:218,0,0,1,amr,100.0
C,07:172,2,1,1,amr,100.0
C,16:21,0,0,1,eur,100.0
C,05:06,0,0,1,amr,100.0
C,16:60,0,0,1,eur,100.0
C,12:49,0,0,1,eas,100.0
C,06:203,0,0,1,eur,100.0
C,16:152,0,0,1,eur,100.0
C,08:270,0,0,1,amr,100.0
C,08:07,0,0,1,eur,100.0
C,02:65,0,0,1,eur,100.0
C,04:98,2,1,1,eur,100.0
DPA1,01:03,68,14,471525,eur,62.0
DPA1,02:01,42,14,175190,eur,46.3
DPA1,02:02,20,3,63187,afr,43.4
DPA1,03:01,4,2,27422,afr,81.9
DPA1,02:07,6,2,10698,eur,42.4
DPA1,01:04,4,2,5129,eur,75.6
DPA1,04:01,2,1,3026,afr,58.2
DPA1,01:05,0,1,1124,eur,52.6
DPA1,03:02,2,1,173,afr,87.9
DPA1,02:17,0,0,126,amr,63.5
DPA1,02:21,4,3,107,afr,87.9
DPA1,01:11,3,3,90,afr,63.3
DPA1,02:03,7,2,87,afr,75.9
DPA1,02:27,3,3,75,afr,97.3
DPA1,01:12,3,2,56,afr,87.5
DPA1,01:15,0,0,53,afr,81.1
DPA1,01:06,5,3,45,afr,53.3
DPA1,02:09,2,1,44,afr,63.6
DPA1,01:27,0,0,39,eur,51.3
DPA1,02:43,2,0,36,eur,88.9
DPA1,03:06,3,2,24,afr,79.2
DPA1,01:42,1,1,21,eur,38.1
DPA1,01:32N,0,0,21,amr,66.7
DPA1,01:13,0,0,20,eur,90.0
DPA1,02:23,2,1,17,eur,82.4
DPA1,02:54,0,1,15,eur,53.3
DPA1,01:20,0,0,14,eur,85.7
DPA1,01:69,0,0,13,eur,92.3
DPA1,01:22,0,0,13,sas,76.9
DPA1,02:45,3,2,12,eur,50.0
DPA1,02:28,2,2,12,eur,91.7
DPA1,01:100,0,0,11,eur,81.8
DPA1,02:46,0,0,11,afr,72.7
DPA1,01:08,0,0,10,eur,100.0
DPA1,02:22,2,2,10,amr,50.0
DPA1,03:07,2,2,9,afr,88.9
DPA1,01:39,0,0,9,amr,66.7
DPA1,01:24,0,0,8,eur,62.5
DPA1,01:46,0,0,7,eur,100.0
DPA1,01:62,0,0,7,afr,85.7
DPA1,01:41,2,1,6,eur,66.7
DPA1,02:20,0,0,6,eas,50.0
DPA1,03:04,0,0,5,afr,80.0
DPA1,01:16,0,0,5,eur,80.0
DPA1,01:64,0,0,4,amr,100.0
DPA1,02:142,0,0,3,afr,100.0
DPA1,02:111,0,0,3,amr,66.7
DPA1,01:10,0,0,3,eas,100.0
DPA1,02:59,2,1,3,eur,66.7
DPA1,01:57,0,0,3,afr,100.0
DPA1,02:19,2,0,3,sas,66.7
DPA1,01:116,0,0,3,eur,100.0
DPA1,01:112,0,0,2,eur,100.0
DPA1,03:16,0,0,2,afr,100.0
DPA1,01:124,0,0,2,eur,100.0
DPA1,01:214,0,0,2,eur,100.0
DPA1,01:31,0,0,2,amr,100.0
DPA1,02:57,0,0,2,amr,100.0
DPA1,01:131,0,0,2,amr,100.0
DPA1,01:72,0,0,2,eur,100.0
DPA1,01:35N,0,0,2,eur,100.0
DPA1,01:230,0,0,1,eur,100.0
DPA1,01:158,0,0,1,amr,100.0
DPA1,01:117,0,0,1,amr,100.0
DPA1,02:99,0,0,1,afr,100.0
DPA1,02:105,0,0,1,eas,100.0
DPA1,01:118,0,0,1,eur,100.0
DPA1,02:11,0,0,1,eur,100.0
DPA1,02:61,0,0,1,afr,100.0
DPA1,01:23,0,0,1,eur,100.0
DPA1,02:98,0,0,1,afr,100.0
DPA1,02:55,0,0,1,afr,100.0
DPA1,01:76,0,0,1,eur,100.0
DPA1,01:47,0,0,1,eur,100.0
DPA1,01:126,0,0,1,eur,100.0
DPA1,01:207,0,0,1,eur,100.0
DPA1,01:70,0,0,1,eur,100.0
DPA1,01:09,0,0,1,eur,100.0
DPA1,01:84,0,0,1,eas,100.0
DPA1,02:91,0,0,1,amr,100.0
DPA1,01:75,0,0,1,amr,100.0
DPA1,01:50,0,0,1,afr,100.0
DPA1,01:78,0,0,1,eur,100.0
DPA1,02:94N,0,0,1,afr,100.0
DPA1,02:87,0,0,1,eur,100.0
DPA1,01:173,0,0,1,eur,100.0
DPA1,01:227,0,0,1,sas,100.0
DPA1,02:50,3,1,1,afr,100.0
DPA1,04:06,0,0,1,afr,100.0
DPB1,04:01,118,18,277364,eur,73.2
DPB1,04:02,42,4,145023,eur,45.3
DPB1,02:01,74,9,132036,eur,57.8
DPB1,01:01,21,3,95737,afr,53.8
DPB1,03:01,40,3,87814,eur,67.6
DPB1,17:01,7,2,31703,afr,45.1
DPB1,05:01,30,3,27061,eur,44.9
DPB1,13:01,12,2,26803,eur,41.4
DPB1,11:01,9,2,23062,eur,52.0
DPB1,14:01,17,1,16633,eur,50.5
DPB1,10:01,7,1,14704,eur,68.2
DPB1,18:01,6,2,13894,afr,89.0
DPB1,06:01,9,1,13700,eur,80.2
DPB1,02:02,9,1,7462,eur,47.6
DPB1,09:01,7,3,6554,eur,58.1
DPB1,15:01,9,3,6535,eur,73.3
DPB1,19:01,4,1,5263,eur,69.1
DPB1,23:01,4,1,4440,eur,79.9
DPB1,16:01,4,2,4331,eur,79.5
DPB1,85:01,2,1,3676,afr,89.8
DPB1,20:01,5,1,3626,eur,84.4
DPB1,40:01,5,1,3236,afr,90.8
DPB1,39:01,3,1,1321,afr,87.9
DPB1,30:01,1,1,1139,afr,77.7
DPB1,26:01,3,1,864,sas,68.9
DPB1,29:01,2,1,729,afr,69.7
DPB1,34:01,2,1,676,afr,46.4
DPB1,21:01,2,1,639,eas,89.8
DPB1,28:01,1,1,324,afr,46.0
DPB1,35:01,1,1,320,eur,63.4
DPB1,63:01,0,0,230,amr,40.0
DPB1,45:01,0,1,205,eur,67.8
DPB1,27:01,0,1,173,amr,93.6
DPB1,49:01,1,1,173,amr,56.1
DPB1,46:01,2,1,139,afr,54.0
DPB1,80:01,0,1,138,afr,69.6
DPB1,51:01,1,1,134,eur,93.3
DPB1,55:01,3,1,119,afr,73.1
DPB1,31:01,1,1,105,eas,92.4
DPB1,71:01,2,1,85,eur,55.3
DPB1,41:01,2,1,81,eas,51.9
DPB1,81:01,2,1,79,eur,82.3
DPB1,61:01N,0,0,67,afr,86.6
DPB1,50:01,0,0,65,eur,93.8
DPB1,48:01,0,1,43,eas,79.1
DPB1,53:01,0,0,43,afr,76.7
DPB1,24:01,0,0,42,eur,85.7
DPB1,38:01,0,1,41,eas,97.6
DPB1,59:01,0,1,38,eur,68.4
DPB1,36:01,0,1,34,eur,58.8
DPB1,25:01,0,1,29,eur,65.5
DPB1,93:01,0,0,26,eas,50.0
DPB1,52:01,0,0,26,eur,69.2
DPB1,33:01,1,1,26,eur,76.9
DPB1,47:01,1,1,25,eur,40.0
DPB1,130:01,0,1,24,eur,95.8
DPB1,78:01,0,0,24,eur,75.0
DPB1,88:01,0,1,23,eur,87.0
DPB1,69:01,1,1,21,afr,81.0
DPB1,210:01,0,0,19,amr,100.0
DPB1,143:01,0,0,16,afr,100.0
DPB1,57:01,0,1,14,eur,71.4
DPB1,100:01,0,1,14,eas,42.9
DPB1,488:01,0,0,13,amr,92.3
DPB1,72:01,1,1,13,eur,61.5
DPB1,249:01,0,0,12,afr,100.0
DPB1,132:01,0,1,12,amr,75.0
DPB1,128:01,0,0,11,eur,90.9
DPB1,214:01,1,1,11,eur,72.7
DPB1,79:01,0,0,11,eur,100.0
DPB1,238:01,0,0,11,eur,100.0
DPB1,149:01,0,0,10,eur,50.0
DPB1,90:01,2,1,9,eur,77.8
DPB1,65:01,2,1,9,eur,66.7
DPB1,153:01,0,0,9,amr,100.0
DPB1,357:01N,0,0,9,eas,100.0
DPB1,260:01,0,0,8,eur,100.0
DPB1,95:01,0,0,8,afr,100.0
DPB1,99:01,0,0,8,eur,62.5
DPB1,64:01N,0,0,8,eur,50.0
DPB1,398:01,0,1,8,eur,75.0
DPB1,355:01,0,0,7,amr,100.0
DPB1,215:01,1,1,7,eur,100.0
DPB1,108:01,0,1,7,amr,71.4
DPB1,91:01,2,1,7,eur,42.9
DPB1,96:01,0,0,7,afr,100.0
DPB1,92:01,1,1,7,eur,85.7
DPB1,441:01,0,0,7,afr,100.0
DPB1,37:01,0,0,7,eur,85.7
DPB1,109:01,0,0,6,eur,83.3
DPB1,211:01,0,0,6,afr,50.0
DPB1,246:01,0,0,6,afr,50.0
DPB1,122:01,0,0,6,afr,100.0
DPB1,110:01,0,0,6,eur,100.0
DPB1,177:01,0,0,6,eur,50.0
DPB1,115:01,0,0,6,eur,100.0
DPB1,964:01,0,0,6,afr,83.3
DPB1,225:01,0,0,5,eur,100.0
DPB1,333:01,0,0,5,amr,60.0
DPB1,156:01,0,0,5,amr,100.0
DPB1,86:01,0,0,5,afr,60.0
DPB1,240:01,0,0,5,amr,100.0
DPB1,54:01,0,1,5,eur,100.0
DPB1,89:01,0,0,5,afr,80.0
DPB1,159:01N,0,0,5,amr,60.0
DPB1,674:01,0,0,5,eur,100.0
DPB1,299:01,0,0,5,afr,80.0
DPB1,112:01,1,1,5,eur,80.0
DPB1,62:01,0,0,5,afr,100.0
DPB1,269:01,0,0,5,afr,100.0
DPB1,377:01,0,0,5,afr,60.0
DPB1,241:01,0,0,4,afr,100.0
DPB1,155:01,2,1,4,afr,100.0
DPB1,258:01,0,0,4,eur,100.0
DPB1,698:01,0,0,4,afr,100.0
DPB1,220:01,0,0,4,eur,75.0
DPB1,327:01,0,0,4,afr,100.0
DPB1,146:01,0,0,4,eur,75.0
DPB1,367:01,0,0,4,afr,100.0
DPB1,182:01,0,0,4,eur,50.0
DPB1,321:01,0,0,4,afr,100.0
DPB1,396:01,0,0,4,eur,100.0
DPB1,256:01,0,0,4,afr,75.0
DPB1,120:01N,0,0,4,eur,100.0
DPB1,137:01,0,1,4,eur,50.0
DPB1,116:01,0,0,4,eur,75.0
DPB1,191:01,0,0,3,eur,100.0
DPB1,221:01,0,0,3,eur,100.0
DPB1,200:01,0,0,3,eur,66.7
DPB1,206:01,0,0,3,eur,66.7
DPB1,66:01,1,1,3,eur,100.0
DPB1,512:01,0,0,3,afr,100.0
DPB1,489:01,0,0,3,amr,66.7
DPB1,87:01,0,0,3,eur,100.0
DPB1,349:01,0,0,3,eur,66.7
DPB1,125:01,0,0,3,sas,66.7
DPB1,127:01,0,0,3,eur,100.0
DPB1,154:01N,0,0,3,eur,100.0
DPB1,60:01,0,0,3,afr,100.0
DPB1,683:01,0,0,3,eur,100.0
DPB1,144:01,0,0,3,eur,100.0
DPB1,329:01,0,0,3,amr,66.7
DPB1,677:01,0,0,3,eur,100.0
DPB1,397:01,0,0,3,eur,100.0
DPB1,271:01,0,1,3,amr,100.0
DPB1,185:01,0,0,3,eur,100.0
DPB1,413:01,0,1,3,eur,100.0
DPB1,233:01,0,1,3,amr,66.7
DPB1,769:01,0,0,3,eur,100.0
DPB1,77:01,0,0,3,afr,66.7
DPB1,662:01,0,0,2,eur,100.0
DPB1,347:01,0,0,2,afr,100.0
DPB1,184:01,0,1,2,eur,100.0
DPB1,265:01,0,0,2,eas,50.0
DPB1,343:01,0,0,2,eur,100.0
DPB1,1385:01,0,0,2,eur,100.0
DPB1,158:01,0,1,2,eur,100.0
DPB1,178:01,0,0,2,eur,100.0
DPB1,165:01,0,0,2,eur,100.0
DPB1,203:01,2,1,2,amr,100.0
DPB1,236:01,2,1,2,eur,100.0
DPB1,1771:01,0,0,2,eur,100.0
DPB1,531:01,0,0,2,afr,50.0
DPB1,67:01,0,0,2,eur,100.0
DPB1,318:01,0,0,2,eur,50.0
DPB1,1447:01,0,0,2,eur,100.0
DPB1,370:01,0,0,2,afr,50.0
DPB1,170:01,0,0,2,eur,100.0
DPB1,514:01,0,0,2,eur,100.0
DPB1,75:01,0,0,2,amr,50.0
DPB1,83:01,0,0,2,eur,50.0
DPB1,150:01,0,0,2,eur,50.0
DPB1,300:01,0,0,2,eas,100.0
DPB1,152:01,0,1,2,eur,100.0
DPB1,325:01,0,0,2,afr,100.0
DPB1,282:01,0,0,2,eur,100.0
DPB1,305:01,0,0,2,eur,100.0
DPB1,900:01,0,0,2,eas,50.0
DPB1,363:01,0,0,2,eur,100.0
DPB1,147:01,0,0,2,amr,100.0
DPB1,523:01,2,1,2,eur,100.0
DPB1,568:01,0,0,2,amr,100.0
DPB1,173:01,1,1,2,sas,50.0
DPB1,814:01,0,0,2,sas,50.0
DPB1,235:01,0,0,2,amr,50.0
DPB1,458:01,2,2,2,eur,100.0
DPB1,82:01,0,0,2,amr,100.0
DPB1,259:01,0,1,2,eur,100.0
DPB1,189:01,1,1,2,eur,100.0
DPB1,681:01,0,0,1,eur,100.0
DPB1,201:01,0,0,1,eur,100.0
DPB1,592:01,0,0,1,eur,100.0
DPB1,1215:01,0,0,1,eur,100.0
DPB1,710:01,0,0,1,sas,100.0
DPB1,313:01,0,0,1,eur,100.0
DPB1,102:01,0,0,1,eur,100.0
DPB1,1064:01,2,1,1,eur,100.0
DPB1,365:01,0,0,1,eur,100.0
DPB1,136:01,0,0,1,eur,100.0
DPB1,335:01,0,0,1,amr,100.0
DPB1,1563:01,0,0,1,amr,100.0
DPB1,309:01,0,0,1,eur,100.0
DPB1,196:01,0,0,1,eur,100.0
DPB1,709:01,0,0,1,eur,100.0
DPB1,205:01,0,0,1,afr,100.0
DPB1,742:01,0,0,1,eur,100.0
DPB1,68:01,0,1,1,afr,100.0
DPB1,163:01,0,0,1,eur,100.0
DPB1,374:01,0,0,1,eur,100.0
DPB1,277:01,0,0,1,eur,100.0
DPB1,278:01,0,0,1,afr,100.0
DPB1,717:01,0,0,1,afr,100.0
DPB1,369:01,0,0,1,amr,100.0
DPB1,284:01,0,0,1,amr,100.0
DPB1,1280:01,0,0,1,afr,100.0
DPB1,1588:01N,0,0,1,eur,100.0
DPB1,1071:01,0,0,1,amr,100.0
DPB1,224:01,0,0,1,sas,100.0
DPB1,322:01,0,0,1,eur,100.0
DPB1,589:01,0,0,1,eas,100.0
DPB1,294:01,0,0,1,afr,100.0
DPB1,493:01,0,0,1,afr,100.0
DPB1,1373:01,0,0,1,afr,100.0
DPB1,207:01,2,1,1,eur,100.0
DPB1,692:01,0,0,1,afr,100.0
DPB1,1097:01,0,0,1,eur,100.0
DPB1,190:01,0,0,1,eur,100.0
DPB1,1279:01N,0,0,1,eur,100.0
DPB1,660:01,0,0,1,sas,100.0
DPB1,393:01,0,0,1,eur,100.0
DPB1,656:01,0,0,1,eur,100.0
DPB1,334:01,2,1,1,eur,100.0
DPB1,478:01,0,0,1,eas,100.0
DPB1,1461:01,0,0,1,amr,100.0
DPB1,443:01,0,0,1,eur,100.0
DPB1,856:01,0,0,1,eur,100.0
DPB1,1167:01,0,0,1,eur,100.0
DPB1,204:01,0,0,1,afr,100.0
DPB1,328:01N,0,0,1,eur,100.0
DPB1,218:01N,0,0,1,eur,100.0
DPB1,1121:01N,0,0,1,afr,100.0
DPB1,1638:01,0,0,1,amr,100.0
DPB1,422:01,0,0,1,eur,100.0
DPB1,445:01,0,0,1,sas,100.0
DPB1,222:01,0,0,1,eur,100.0
DPB1,685:01,0,0,1,eur,100.0
DPB1,426:01,0,0,1,eur,100.0
DPB1,142:01,0,0,1,amr,100.0
DPB1,315:01,0,0,1,afr,100.0
DPB1,1522:01,0,0,1,amr,100.0
DPB1,959:01N,0,0,1,eur,100.0
DPB1,234:01,0,0,1,sas,100.0
DPB1,551:01N,0,0,1,eur,100.0
DPB1,1545:01,0,0,1,eur,100.0
DPB1,578:01,0,0,1,eur,100.0
DPB1,1785:01,0,0,1,eur,100.0
DPB1,603:01,0,0,1,eur,100.0
DPB1,593:01,0,0,1,eur,100.0
DPB1,199:01,0,0,1,eur,100.0
DPB1,623:01,0,0,1,amr,100.0
DPB1,1203:01,0,0,1,eur,100.0
DPB1,781:01,0,0,1,eur,100.0
DPB1,344:01,0,0,1,eur,100.0
DPB1,502:01,0,0,1,eur,100.0
DPB1,610:01,0,0,1,amr,100.0
DPB1,1309:01,0,0,1,eur,100.0
DPB1,187:01,0,0,1,eur,100.0
DPB1,1089:01,2,0,1,eur,100.0
DPB1,587:01,0,0,1,amr,100.0
DPB1,635:01,0,0,1,eur,100.0
DPB1,123:01,0,0,1,eur,100.0
DPB1,430:01,0,0,1,afr,100.0
DPB1,1702:01,0,0,1,amr,100.0
DPB1,1368:01,0,0,1,eur,100.0
DPB1,1514:01,0,0,1,amr,100.0
DPB1,244:01,0,0,1,eur,100.0
DPB1,253:01,0,0,1,amr,100.0
DPB1,103:01,0,0,1,afr,100.0
DPB1,661:01N,0,0,1,afr,100.0
DPB1,1264:01,0,0,1,eur,100.0
DPB1,843:01,0,0,1,eur,100.0
DPB1,228:01,0,0,1,eur,100.0
DPB1,375:01,0,0,1,afr,100.0
DQA1,05:01,21,3,224903,eur,59.5
DQA1,01:02,32,4,191247,eur,56.2
DQA1,03:01,20,5,171836,eur,56.7
DQA1,01:01,16,8,136529,eur,58.3
DQA1,02:01,26,2,119022,eur,62.6
DQA1,01:03,13,3,64778,eur,62.0
DQA1,04:01,14,7,56499,amr,36.5
DQA1,06:01,5,2,6179,eas,52.3
DQA1,01:10,2,1,1037,eur,81.0
DQA1,05:02,0,0,733,afr,92.2
DQA1,01:07,0,1,177,eur,95.5
DQA1,01:06,0,0,66,eur,90.9
DQA1,04:06,0,0,43,afr,81.4
DQA1,05:33,0,0,26,afr,100.0
DQA1,02:23,0,0,24,eur,100.0
DQA1,01:106,0,0,17,afr,94.1
DQA1,04:03N,0,0,15,afr,86.7
DQA1,01:42,0,0,14,eur,78.6
DQA1,02:12,0,0,13,eur,76.9
DQA1,01:20,0,0,11,eur,100.0
DQA1,03:02,7,1,10,eas,100.0
DQA1,01:13,0,0,10,eur,70.0
DQA1,01:14,0,0,9,eur,88.9
DQA1,03:03,12,2,7,eur,42.9
DQA1,05:10,0,0,7,eur,85.7
DQA1,05:23,0,1,7,amr,100.0
DQA1,05:61,0,1,6,eur,100.0
DQA1,01:178,0,0,6,eur,83.3
DQA1,05:03,5,1,6,amr,100.0
DQA1,02:21,0,0,6,eur,100.0
DQA1,01:60,0,0,6,eur,100.0
DQA1,04:05,0,0,5,eur,100.0
DQA1,03:25,0,0,5,eur,80.0
DQA1,02:15,0,0,5,eur,100.0
DQA1,01:125,0,0,4,afr,75.0
DQA1,05:46,0,0,4,eur,100.0
DQA1,01:22,0,0,4,eur,100.0
DQA1,01:36,0,0,4,eur,75.0
DQA1,05:37,0,0,3,afr,100.0
DQA1,02:16,0,0,3,eur,100.0
DQA1,03:19,0,0,3,eur,100.0
DQA1,01:04,13,2,3,eur,66.7
DQA1,03:10,0,1,3,eur,66.7
DQA1,05:110,0,0,3,afr,66.7
DQA1,05:34,0,0,2,amr,100.0
DQA1,01:40Q,0,0,2,afr,100.0
DQA1,05:49,0,0,2,eur,100.0
DQA1,01:05,7,1,2,eur,50.0
DQA1,05:45,0,0,2,eur,100.0
DQA1,01:75,0,0,2,eur,100.0
DQA1,04:09,0,0,2,eur,100.0
DQA1,01:54,0,0,2,amr,50.0
DQA1,06:04,0,0,2,eur,100.0
DQA1,05:87,0,1,2,afr,100.0
DQA1,03:22,0,0,2,eur,100.0
DQA1,05:43,0,0,2,eas,100.0
DQA1,05:50,0,0,2,eur,100.0
DQA1,01:24,0,0,2,afr,100.0
DQA1,02:42,0,0,1,afr,100.0
DQA1,03:49,0,1,1,eur,100.0
DQA1,01:117,0,0,1,amr,100.0
DQA1,01:84,0,0,1,eur,100.0
DQA1,01:74,0,0,1,afr,100.0
DQA1,02:40,0,0,1,amr,100.0
DQA1,02:44,0,0,1,eur,100.0
DQA1,01:49,0,0,1,eur,100.0
DQA1,01:174,0,0,1,afr,100.0
DQA1,01:59,0,0,1,eur,100.0
DQA1,05:80,0,0,1,eur,100.0
DQA1,02:26,0,0,1,eur,100.0
DQA1,03:24,0,0,1,eas,100.0
DQA1,01:32,0,0,1,afr,100.0
DQA1,02:31,0,0,1,eur,100.0
DQA1,02:43,0,0,1,eur,100.0
DQA1,02:34,0,0,1,eur,100.0
DQA1,04:07,0,0,1,afr,100.0
DQA1,05:30,0,0,1,eur,100.0
DQA1,05:32,0,0,1,afr,100.0
DQA1,03:29,0,0,1,afr,100.0
DQA1,05:69,0,0,1,eur,100.0
DQA1,01:105,0,0,1,eur,100.0
DQA1,05:12,0,0,1,afr,100.0
DQB1,02:01,58,5,194086,eur,60.6
DQB1,03:01,80,6,185934,eur,56.6
DQB1,06:02,70,9,123976,eur,58.4
DQB1,05:01,58,5,120701,eur,54.8
DQB1,03:02,51,10,107917,eur,54.7
DQB1,04:02,29,3,52813,amr,41.1
DQB1,06:03,60,7,52481,eur,71.5
DQB1,03:03,37,4,38869,eur,67.3
DQB1,06:04,21,4,30247,eur,67.6
DQB1,05:03,44,2,25226,eur,62.5
DQB1,05:02,32,2,24186,eur,48.4
DQB1,06:09,13,5,16606,afr,44.6
DQB1,06:01,39,3,12503,eur,39.6
DQB1,03:04,4,2,2112,eur,73.4
DQB1,04:01,9,2,1733,eas,91.1
DQB1,03:05,5,4,1290,eur,82.4
DQB1,05:04,2,1,991,eur,80.7
DQB1,06:08,3,2,819,afr,93.2
DQB1,02:180,2,1,563,afr,90.4
DQB1,06:11,4,3,237,afr,81.4
DQB1,06:16,0,0,70,eur,92.9
DQB1,06:49,0,0,63,afr,95.2
DQB1,02:02,42,2,46,eur,89.1
DQB1,06:14,3,2,41,eur,78.0
DQB1,03:16,0,0,39,afr,100.0
DQB1,06:10,0,1,35,eas,91.4
DQB1,02:14,2,2,31,eur,77.4
DQB1,06:33,0,0,31,eur,87.1
DQB1,03:13,0,0,25,eas,100.0
DQB1,03:12,0,0,25,eur,96.0
DQB1,06:50,0,0,24,afr,91.7
DQB1,02:26,0,0,18,eur,83.3
DQB1,06:07,2,1,17,eur,94.1
DQB1,02:05,0,0,17,eur,88.2
DQB1,03:72,0,0,16,amr,100.0
DQB1,03:25,2,1,13,amr,100.0
DQB1,03:08,0,0,12,eur,83.3
DQB1,03:136,0,0,10,eur,80.0
DQB1,06:13,3,1,10,eur,50.0
DQB1,06:20,0,0,9,eur,44.4
DQB1,06:48,2,1,9,sas,55.6
DQB1,02:29,0,0,9,eur,88.9
DQB1,05:23,0,0,9,sas,77.8
DQB1,03:55,0,0,8,eur,100.0
DQB1,03:127,0,0,7,amr,71.4
DQB1,03:40,0,0,7,eur,100.0
DQB1,06:26N,0,0,7,eur,71.4
DQB1,05:26,0,0,7,eas,71.4
DQB1,06:22,3,2,7,afr,85.7
