gene	resolution	design	target_ancestry	total_n	size_used	coverage	note
HLA-DQA1	protein	94pct_eur_ukb_like	MID	22442	580	0.9999999999999997	
HLA-DQA1	protein	94pct_eur_ukb_like	SAS	22442	2214	1.0	
HLA-DQA1	protein	94pct_eur_ukb_like	UNASSIGNED	22442	3333	0.9987969607397313	
HLA-DQA1	protein	94pct_eur_ukb_like	GLOBAL_MEAN	22442	17346	0.9994826884555104	
HLA-DQA1	protein	greedy_max_mean_coverage	AFR	22442	4363	1.0000000000000002	
HLA-DQA1	protein	greedy_max_mean_coverage	AMR	22442	3019	0.9999999999999999	
HLA-DQA1	protein	greedy_max_mean_coverage	EAS	22442	2427	1.0000000000000002	
HLA-DQA1	protein	greedy_max_mean_coverage	EUR	22442	2440	0.9999999999999998	
HLA-DQA1	protein	greedy_max_mean_coverage	MID	22442	580	0.9999999999999997	
HLA-DQA1	protein	greedy_max_mean_coverage	SAS	22442	2214	1.0	
HLA-DQA1	protein	greedy_max_mean_coverage	UNASSIGNED	22442	7399	0.9999999999999999	
HLA-DQA1	protein	greedy_max_mean_coverage	GLOBAL_MEAN	22442	22442	1.0	
HLA-DQA2	protein	actual_aou_composition	AFR	22728	4457	0.9999999999999999	
HLA-DQA2	protein	actual_aou_composition	AMR	22728	3048	0.9999999999999998	
HLA-DQA2	protein	actual_aou_composition	EAS	22728	2445	1.0	
HLA-DQA2	protein	actual_aou_composition	EUR	22728	2468	0.9999999999999998	
HLA-DQA2	protein	actual_aou_composition	MID	22728	595	1.0	
HLA-DQA2	protein	actual_aou_composition	SAS	22728	2231	0.9999999999999999	
HLA-DQA2	protein	actual_aou_composition	UNASSIGNED	22728	7484	1.0000000000000002	
HLA-DQA2	protein	actual_aou_composition	GLOBAL_MEAN	22728	22728	1.0	
HLA-DQA2	protein	equal_allocation	AFR	22728	3246	0.9997154110594583	
HLA-DQA2	protein	equal_allocation	AMR	22728	3048	0.9999999999999998	
HLA-DQA2	protein	equal_allocation	EAS	22728	2445	1.0	
HLA-DQA2	protein	equal_allocation	EUR	22728	2468	0.9999999999999998	
HLA-DQA2	protein	equal_allocation	MID	22728	595	1.0	
HLA-DQA2	protein	equal_allocation	SAS	22728	2231	0.9999999999999999	
HLA-DQA2	protein	equal_allocation	UNASSIGNED	22728	3246	0.9994588110206204	
HLA-DQA2	protein	equal_allocation	GLOBAL_MEAN	22728	17279	0.999765985954344	
HLA-DQA2	protein	94pct_eur_ukb_like	AFR	22728	3376	0.9997506898243732	
HLA-DQA2	protein	94pct_eur_ukb_like	AMR	22728	3048	0.9999999999999998	
HLA-DQA2	protein	94pct_eur_ukb_like	EAS	22728	2445	1.0	
HLA-DQA2	protein	94pct_eur_ukb_like	EUR	22728	2468	0.9999999999999998	
HLA-DQA2	protein	94pct_eur_ukb_like	MID	22728	595	1.0	
HLA-DQA2	protein	94pct_eur_ukb_like	SAS	22728	2231	0.9999999999999999	
HLA-DQA2	protein	94pct_eur_ukb_like	UNASSIGNED	22728	3376	0.9994783848471198	
HLA-DQA2	protein	94pct_eur_ukb_like	GLOBAL_MEAN	22728	17539	0.9997793495575096	
HLA-DQA2	protein	greedy_max_mean_coverage	AFR	22728	4457	0.9999999999999999	
HLA-DQA2	protein	greedy_max_mean_coverage	AMR	22728	3048	0.9999999999999998	
HLA-DQA2	protein	greedy_max_mean_coverage	EAS	22728	2445	1.0	
HLA-DQA2	protein	greedy_max_mean_coverage	EUR	22728	2468	0.9999999999999998	
HLA-DQA2	protein	greedy_max_mean_coverage	MID	22728	595	1.0	
HLA-DQA2	protein	greedy_max_mean_coverage	SAS	22728	2231	0.9999999999999999	
HLA-DQA2	protein	greedy_max_mean_coverage	UNASSIGNED	22728	7484	1.0000000000000002	
HLA-DQA2	protein	greedy_max_mean_coverage	GLOBAL_MEAN	22728	22728	1.0	
HLA-DQB1	protein	actual_aou_composition	AFR	22180	4312	1.0000000000000002	
HLA-DQB1	protein	actual_aou_composition	AMR	22180	2960	1.0	
HLA-DQB1	protein	actual_aou_composition	EAS	22180	2411	1.0	
HLA-DQB1	protein	actual_aou_composition	EUR	22180	2425	0.9999999999999999	
HLA-DQB1	protein	actual_aou_composition	MID	22180	573	0.9999999999999998	
HLA-DQB1	protein	actual_aou_composition	SAS	22180	2196	0.9999999999999999	
HLA-DQB1	protein	actual_aou_composition	UNASSIGNED	22180	7303	0.9999999999999993	
HLA-DQB1	protein	actual_aou_composition	GLOBAL_MEAN	22180	22180	0.9999999999999998	
HLA-DQB1	protein	equal_allocation	AFR	22180	3168	0.9993898334993064	
HLA-DQB1	protein	equal_allocation	AMR	22180	2960	1.0	
HLA-DQB1	protein	equal_allocation	EAS	22180	2411	1.0	
HLA-DQB1	protein	equal_allocation	EUR	22180	2425	0.9999999999999999	
HLA-DQB1	protein	equal_allocation	MID	22180	573	0.9999999999999998	
HLA-DQB1	protein	equal_allocation	SAS	22180	2196	0.9999999999999999	
HLA-DQB1	protein	equal_allocation	UNASSIGNED	22180	3168	0.9987377579477139	
HLA-DQB1	protein	equal_allocation	GLOBAL_MEAN	22180	16901	0.9994657713409001	
HLA-DQB1	protein	94pct_eur_ukb_like	AFR	22180	3292	0.9994670084761209	
HLA-DQB1	protein	94pct_eur_ukb_like	AMR	22180	2960	1.0	
HLA-DQB1	protein	94pct_eur_ukb_like	EAS	22180	2411	1.0	
HLA-DQB1	protein	94pct_eur_ukb_like	EUR	22180	2425	0.9999999999999999	
HLA-DQB1	protein	94pct_eur_ukb_like	MID	22180	573	0.9999999999999998	
HLA-DQB1	protein	94pct_eur_ukb_like	SAS	22180	2196	0.9999999999999999	
HLA-DQB1	protein	94pct_eur_ukb_like	UNASSIGNED	22180	3292	0.9987782169774977	
HLA-DQB1	protein	94pct_eur_ukb_like	GLOBAL_MEAN	22180	17149	0.9994940964443506	
HLA-DQB1	protein	greedy_max_mean_coverage	AFR	22180	4312	1.0000000000000002	
HLA-DQB1	protein	greedy_max_mean_coverage	AMR	22180	2960	1.0	
HLA-DQB1	protein	greedy_max_mean_coverage	EAS	22180	2411	1.0	
HLA-DQB1	protein	greedy_max_mean_coverage	EUR	22180	2425	0.9999999999999999	
HLA-DQB1	protein	greedy_max_mean_coverage	MID	22180	573	0.9999999999999998	
HLA-DQB1	protein	greedy_max_mean_coverage	SAS	22180	2196	0.9999999999999999	
HLA-DQB1	protein	greedy_max_mean_coverage	UNASSIGNED	22180	7303	0.9999999999999993	
HLA-DQB1	protein	greedy_max_mean_coverage	GLOBAL_MEAN	22180	22180	0.9999999999999998	
HLA-DQB2	protein	actual_aou_composition	AFR	22643	4429	1.0	
HLA-DQB2	protein	actual_aou_composition	AMR	22643	3026	1.0	
HLA-DQB2	protein	actual_aou_composition	EAS	22643	2448	1.0	
HLA-DQB2	protein	actual_aou_composition	EUR	22643	2468	1.0	
HLA-DQB2	protein	actual_aou_composition	MID	22643	584	0.9999999999999999	
HLA-DQB2	protein	actual_aou_composition	SAS	22643	2213	1.0	
HLA-DQB2	protein	actual_aou_composition	UNASSIGNED	22643	7475	1.0	
HLA-DQB2	protein	actual_aou_composition	GLOBAL_MEAN	22643	22643	1.0	
HLA-DQB2	protein	equal_allocation	AFR	22643	3234	0.9995390000373567	
HLA-DQB2	protein	equal_allocation	AMR	22643	3026	1.0	
HLA-DQB2	protein	equal_allocation	EAS	22643	2448	1.0	
HLA-DQB2	protein	equal_allocation	EUR	22643	2468	1.0	
HLA-DQB2	protein	equal_allocation	MID	22643	584	0.9999999999999999	
HLA-DQB2	protein	equal_allocation	SAS	22643	2213	1.0	
HLA-DQB2	protein	equal_allocation	UNASSIGNED	22643	3234	0.9992759820914973	
HLA-DQB2	protein	equal_allocation	GLOBAL_MEAN	22643	17207	0.9996708120522633	
HLA-DQB2	protein	94pct_eur_ukb_like	AFR	22643	3362	0.9995893105966829	
HLA-DQB2	protein	94pct_eur_ukb_like	AMR	22643	3026	1.0	
HLA-DQB2	protein	94pct_eur_ukb_like	EAS	22643	2448	1.0	
HLA-DQB2	protein	94pct_eur_ukb_like	EUR	22643	2468	1.0	
HLA-DQB2	protein	94pct_eur_ukb_like	MID	22643	584	0.9999999999999999	
HLA-DQB2	protein	94pct_eur_ukb_like	SAS	22643	2213	1.0	
HLA-DQB2	protein	94pct_eur_ukb_like	UNASSIGNED	22643	3362	0.9993050040399153	
HLA-DQB2	protein	94pct_eur_ukb_like	GLOBAL_MEAN	22643	17463	0.9996902337071534	
HLA-DQB2	protein	greedy_max_mean_coverage	AFR	22643	4429	1.0	
HLA-DQB2	protein	greedy_max_mean_coverage	AMR	22643	3026	1.0	
HLA-DQB2	protein	greedy_max_mean_coverage	EAS	22643	2448	1.0	
HLA-DQB2	protein	greedy_max_mean_coverage	EUR	22643	2468	1.0	
HLA-DQB2	protein	greedy_max_mean_coverage	MID	22643	584	0.9999999999999999	
HLA-DQB2	protein	greedy_max_mean_coverage	SAS	22643	2213	1.0	
HLA-DQB2	protein	greedy_max_mean_coverage	UNASSIGNED	22643	7475	1.0	
HLA-DQB2	protein	greedy_max_mean_coverage	GLOBAL_MEAN	22643	22643	1.0	
HLA-DRA	protein	actual_aou_composition	AFR	22209	4325	1.0	
HLA-DRA	protein	actual_aou_composition	AMR	22209	2976	1.0	
HLA-DRA	protein	actual_aou_composition	EAS	22209	2393	1.0	
HLA-DRA	protein	actual_aou_composition	EUR	22209	2430	1.0	
HLA-DRA	protein	actual_aou_composition	MID	22209	581	1.0	
HLA-DRA	protein	actual_aou_composition	SAS	22209	2174	0.9999999999999999	
HLA-DRA	protein	actual_aou_composition	UNASSIGNED	22209	7330	0.9999999999999999	
HLA-DRA	protein	actual_aou_composition	GLOBAL_MEAN	22209	22209	1.0	
HLA-DRA	protein	equal_allocation	AFR	22209	3172	0.9994937644796587	
HLA-DRA	protein	equal_allocation	AMR	22209	2976	1.0	
HLA-DRA	protein	equal_allocation	EAS	22209	2393	1.0	
HLA-DRA	protein	equal_allocation	EUR	22209	2430	1.0	
HLA-DRA	protein	equal_allocation	MID	22209	581	1.0	
HLA-DRA	protein	equal_allocation	SAS	22209	2174	0.9999999999999999	
HLA-DRA	protein	equal_allocation	UNASSIGNED	22209	3172	0.9993808904326541	
HLA-DRA	protein	equal_allocation	GLOBAL_MEAN	22209	16898	0.9996970803838929	
HLA-DRA	protein	94pct_eur_ukb_like	AFR	22209	3296	0.9995505958859339	
HLA-DRA	protein	94pct_eur_ukb_like	AMR	22209	2976	1.0	
HLA-DRA	protein	94pct_eur_ukb_like	EAS	22209	2393	1.0	
HLA-DRA	protein	94pct_eur_ukb_like	EUR	22209	2430	1.0	
HLA-DRA	protein	94pct_eur_ukb_like	MID	22209	581	1.0	
HLA-DRA	protein	94pct_eur_ukb_like	SAS	22209	2174	0.9999999999999999	
HLA-DRA	protein	94pct_eur_ukb_like	UNASSIGNED	22209	3296	0.9993993544065297	
HLA-DRA	protein	94pct_eur_ukb_like	GLOBAL_MEAN	22209	17146	0.9997142417491345	
HLA-DRA	protein	greedy_max_mean_coverage	AFR	22209	4325	1.0	
HLA-DRA	protein	greedy_max_mean_coverage	AMR	22209	2976	1.0	
HLA-DRA	protein	greedy_max_mean_coverage	EAS	22209	2393	1.0	
HLA-DRA	protein	greedy_max_mean_coverage	EUR	22209	2430	1.0	
HLA-DRA	protein	greedy_max_mean_coverage	MID	22209	581	1.0	
HLA-DRA	protein	greedy_max_mean_coverage	SAS	22209	2174	0.9999999999999999	
HLA-DRA	protein	greedy_max_mean_coverage	UNASSIGNED	22209	7330	0.9999999999999999	
HLA-DRA	protein	greedy_max_mean_coverage	GLOBAL_MEAN	22209	22209	1.0	
HLA-DRB1	protein	actual_aou_composition	AFR	21986	4308	1.0	
HLA-DRB1	protein	actual_aou_composition	AMR	21986	2944	0.9999999999999998	
HLA-DRB1	protein	actual_aou_composition	EAS	21986	2366	1.0000000000000004	
HLA-DRB1	protein	actual_aou_composition	EUR	21986	2386	1.0000000000000004	
HLA-DRB1	protein	actual_aou_composition	MID	21986	566	1.0	
HLA-DRB1	protein	actual_aou_composition	SAS	21986	2164	0.9999999999999996	
HLA-DRB1	protein	actual_aou_composition	UNASSIGNED	21986	7252	1.0000000000000004	
HLA-DRB1	protein	actual_aou_composition	GLOBAL_MEAN	21986	21986	1.0000000000000002	
HLA-DRB1	protein	equal_allocation	AFR	21986	3140	0.9991844802586574	
HLA-DRB1	protein	equal_allocation	AMR	21986	2944	0.9999999999999998	
HLA-DRB1	protein	equal_allocation	EAS	21986	2366	1.0000000000000004	
HLA-DRB1	protein	equal_allocation	EUR	21986	2386	1.0000000000000004	
HLA-DRB1	protein	equal_allocation	MID	21986	566	1.0	
HLA-DRB1	protein	equal_allocation	SAS	21986	2164	0.9999999999999996	
HLA-DRB1	protein	equal_allocation	UNASSIGNED	21986	3140	0.9987793035274762	
HLA-DRB1	protein	equal_allocation	GLOBAL_MEAN	21986	16706	0.9994375625459635	
HLA-DRB1	protein	94pct_eur_ukb_like	AFR	21986	3266	0.9992823373568965	
HLA-DRB1	protein	94pct_eur_ukb_like	AMR	21986	2944	0.9999999999999998	
HLA-DRB1	protein	94pct_eur_ukb_like	EAS	21986	2366	1.0000000000000004	
HLA-DRB1	protein	94pct_eur_ukb_like	EUR	21986	2386	1.0000000000000004	
HLA-DRB1	protein	94pct_eur_ukb_like	MID	21986	566	1.0	
HLA-DRB1	protein	94pct_eur_ukb_like	SAS	21986	2164	0.9999999999999996	
HLA-DRB1	protein	94pct_eur_ukb_like	UNASSIGNED	21986	3266	0.9988253303060817	
HLA-DRB1	protein	94pct_eur_ukb_like	GLOBAL_MEAN	21986	16958	0.9994719187079601	
HLA-DRB1	protein	greedy_max_mean_coverage	AFR	21986	4308	1.0	
HLA-DRB1	protein	greedy_max_mean_coverage	AMR	21986	2944	0.9999999999999998	
HLA-DRB1	protein	greedy_max_mean_coverage	EAS	21986	2366	1.0000000000000004	
HLA-DRB1	protein	greedy_max_mean_coverage	EUR	21986	2386	1.0000000000000004	
HLA-DRB1	protein	greedy_max_mean_coverage	MID	21986	566	1.0	
HLA-DRB1	protein	greedy_max_mean_coverage	SAS	21986	2164	0.9999999999999996	
HLA-DRB1	protein	greedy_max_mean_coverage	UNASSIGNED	21986	7252	1.0000000000000004	
HLA-DRB1	protein	greedy_max_mean_coverage	GLOBAL_MEAN	21986	21986	1.0000000000000002	
HLA-DRB3	protein	actual_aou_composition	AFR	9519	2186	1.0	
HLA-DRB3	protein	actual_aou_composition	AMR	9519	1068	0.9999999999999999	
HLA-DRB3	protein	actual_aou_composition	EAS	9519	912	1.0	
HLA-DRB3	protein	actual_aou_composition	EUR	9519	960	0.9999999999999999	
HLA-DRB3	protein	actual_aou_composition	MID	9519	284	1.0	
HLA-DRB3	protein	actual_aou_composition	SAS	9519	844	1.0	
HLA-DRB3	protein	actual_aou_composition	UNASSIGNED	9519	3265	1.0	
HLA-DRB3	protein	actual_aou_composition	GLOBAL_MEAN	9519	9519	1.0	
HLA-DRB3	protein	equal_allocation	AFR	9519	1359	0.9993077464594226	
HLA-DRB3	protein	equal_allocation	AMR	9519	1068	0.9999999999999999	
HLA-DRB3	protein	equal_allocation	EAS	9519	912	1.0	
HLA-DRB3	protein	equal_allocation	EUR	9519	960	0.9999999999999999	
HLA-DRB3	protein	equal_allocation	MID	9519	284	1.0	
HLA-DRB3	protein	equal_allocation	SAS	9519	844	1.0	
HLA-DRB3	protein	equal_allocation	UNASSIGNED	9519	1359	0.9996424090485895	
HLA-DRB3	protein	equal_allocation	GLOBAL_MEAN	9519	6786	0.9997183737056353	
HLA-DRB3	protein	94pct_eur_ukb_like	AFR	9519	1426	0.999363829878066	
HLA-DRB3	protein	94pct_eur_ukb_like	AMR	9519	1068	0.9999999999999999	
HLA-DRB3	protein	94pct_eur_ukb_like	EAS	9519	912	1.0	
HLA-DRB3	protein	94pct_eur_ukb_like	EUR	9519	960	0.9999999999999999	
HLA-DRB3	protein	94pct_eur_ukb_like	MID	9519	284	1.0	
HLA-DRB3	protein	94pct_eur_ukb_like	SAS	9519	844	1.0	
HLA-DRB3	protein	94pct_eur_ukb_like	UNASSIGNED	9519	1426	0.9996549791397463	
HLA-DRB3	protein	94pct_eur_ukb_like	GLOBAL_MEAN	9519	6920	0.9997355645555965	
HLA-DRB3	protein	greedy_max_mean_coverage	AFR	9519	2186	1.0	
HLA-DRB3	protein	greedy_max_mean_coverage	AMR	9519	1068	0.9999999999999999	
HLA-DRB3	protein	greedy_max_mean_coverage	EAS	9519	912	1.0	
HLA-DRB3	protein	greedy_max_mean_coverage	EUR	9519	960	0.9999999999999999	
HLA-DRB3	protein	greedy_max_mean_coverage	MID	9519	284	1.0	
HLA-DRB3	protein	greedy_max_mean_coverage	SAS	9519	844	1.0	
HLA-DRB3	protein	greedy_max_mean_coverage	UNASSIGNED	9519	3265	1.0	
HLA-DRB3	protein	greedy_max_mean_coverage	GLOBAL_MEAN	9519	9519	1.0	
HLA-DRB4	protein	actual_aou_composition	AFR	5463	712	1.0	
HLA-DRB4	protein	actual_aou_composition	AMR	5463	947	1.0	
HLA-DRB4	protein	actual_aou_composition	EAS	5463	696	1.0	
HLA-DRB4	protein	actual_aou_composition	EUR	5463	664	1.0	
HLA-DRB4	protein	actual_aou_composition	MID	5463	155	1.0	
HLA-DRB4	protein	actual_aou_composition	SAS	5463	466	1.0	
HLA-DRB4	protein	actual_aou_composition	UNASSIGNED	5463	1823	1.0	
HLA-DRB4	protein	actual_aou_composition	GLOBAL_MEAN	5463	5463	1.0	
HLA-DRB4	protein	equal_allocation	AFR	5463	712	1.0	
HLA-DRB4	protein	equal_allocation	AMR	5463	780	0.9998137842060013	
HLA-DRB4	protein	equal_allocation	EAS	5463	696	1.0	
HLA-DRB4	protein	equal_allocation	EUR	5463	664	1.0	
HLA-DRB4	protein	equal_allocation	MID	5463	155	1.0	
HLA-DRB4	protein	equal_allocation	SAS	5463	466	1.0	
HLA-DRB4	protein	equal_allocation	UNASSIGNED	5463	780	0.9990584741986155	
HLA-DRB4	protein	equal_allocation	GLOBAL_MEAN	5463	4253	0.9996535332431191	
HLA-DRB4	protein	94pct_eur_ukb_like	AFR	5463	712	1.0	
HLA-DRB4	protein	94pct_eur_ukb_like	AMR	5463	799	0.999834970434061	
HLA-DRB4	protein	94pct_eur_ukb_like	EAS	5463	696	1.0	
HLA-DRB4	protein	94pct_eur_ukb_like	EUR	5463	664	1.0	
HLA-DRB4	protein	94pct_eur_ukb_like	MID	5463	155	1.0	
HLA-DRB4	protein	94pct_eur_ukb_like	SAS	5463	466	1.0	
HLA-DRB4	protein	94pct_eur_ukb_like	UNASSIGNED	5463	799	0.9990756256753404	
HLA-DRB4	protein	94pct_eur_ukb_like	GLOBAL_MEAN	5463	4291	0.9996629292709502	
HLA-DRB4	protein	greedy_max_mean_coverage	AFR	5463	712	1.0	
HLA-DRB4	protein	greedy_max_mean_coverage	AMR	5463	947	1.0	
HLA-DRB4	protein	greedy_max_mean_coverage	EAS	5463	696	1.0	
HLA-DRB4	protein	greedy_max_mean_coverage	EUR	5463	664	1.0	
HLA-DRB4	protein	greedy_max_mean_coverage	MID	5463	155	1.0	
HLA-DRB4	protein	greedy_max_mean_coverage	SAS	5463	466	1.0	
HLA-DRB4	protein	greedy_max_mean_coverage	UNASSIGNED	5463	1823	1.0	
HLA-DRB4	protein	greedy_max_mean_coverage	GLOBAL_MEAN	5463	5463	1.0	
HLA-DRB5	protein	actual_aou_composition	AFR	3350	713	1.0	
HLA-DRB5	protein	actual_aou_composition	AMR	3350	307	1.0	
HLA-DRB5	protein	actual_aou_composition	EAS	3350	447	1.0000000000000002	
HLA-DRB5	protein	actual_aou_composition	EUR	3350	378	1.0	
HLA-DRB5	protein	actual_aou_composition	MID	3350	56	1.0	
HLA-DRB5	protein	actual_aou_composition	SAS	3350	520	0.9999999999999999	
HLA-DRB5	protein	actual_aou_composition	UNASSIGNED	3350	929	1.0000000000000002	
HLA-DRB5	protein	actual_aou_composition	GLOBAL_MEAN	3350	3350	1.0	
HLA-DRB5	protein	equal_allocation	AFR	3350	478	0.9990754747043972	
HLA-DRB5	protein	equal_allocation	AMR	3350	307	1.0	
HLA-DRB5	protein	equal_allocation	EAS	3350	447	1.0000000000000002	
HLA-DRB5	protein	equal_allocation	EUR	3350	378	1.0	
HLA-DRB5	protein	equal_allocation	MID	3350	56	1.0	
HLA-DRB5	protein	equal_allocation	SAS	3350	478	0.9999999999999999	
HLA-DRB5	protein	equal_allocation	UNASSIGNED	3350	478	1.0000000000000002	
HLA-DRB5	protein	equal_allocation	GLOBAL_MEAN	3350	2622	0.9998032278997717	
HLA-DRB5	protein	94pct_eur_ukb_like	AFR	3350	495	0.9991423552576965	
HLA-DRB5	protein	94pct_eur_ukb_like	AMR	3350	307	1.0	
HLA-DRB5	protein	94pct_eur_ukb_like	EAS	3350	447	1.0000000000000002	
HLA-DRB5	protein	94pct_eur_ukb_like	EUR	3350	378	1.0	
HLA-DRB5	protein	94pct_eur_ukb_like	MID	3350	56	1.0	
HLA-DRB5	protein	94pct_eur_ukb_like	SAS	3350	495	0.9999999999999999	
HLA-DRB5	protein	94pct_eur_ukb_like	UNASSIGNED	3350	495	1.0000000000000002	
HLA-DRB5	protein	94pct_eur_ukb_like	GLOBAL_MEAN	3350	2673	0.9998174624772351	
HLA-DRB5	protein	greedy_max_mean_coverage	AFR	3350	713	1.0	
HLA-DRB5	protein	greedy_max_mean_coverage	AMR	3350	307	1.0	
HLA-DRB5	protein	greedy_max_mean_coverage	EAS	3350	447	1.0000000000000002	
HLA-DRB5	protein	greedy_max_mean_coverage	EUR	3350	378	1.0	
HLA-DRB5	protein	greedy_max_mean_coverage	MID	3350	56	1.0	
HLA-DRB5	protein	greedy_max_mean_coverage	SAS	3350	520	0.9999999999999999	
HLA-DRB5	protein	greedy_max_mean_coverage	UNASSIGNED	3350	929	1.0000000000000002	
HLA-DRB5	protein	greedy_max_mean_coverage	GLOBAL_MEAN	3350	3350	1.0	
HLA-E	protein	actual_aou_composition	AFR	22020	4318	0.9999999999999998	
HLA-E	protein	actual_aou_composition	AMR	22020	2965	1.0000000000000002	
HLA-E	protein	actual_aou_composition	EAS	22020	2358	1.0	
HLA-E	protein	actual_aou_composition	EUR	22020	2411	1.0	
HLA-E	protein	actual_aou_composition	MID	22020	563	1.0	
HLA-E	protein	actual_aou_composition	SAS	22020	2153	1.0	
HLA-E	protein	actual_aou_composition	UNASSIGNED	22020	7252	1.0	
HLA-E	protein	actual_aou_composition	GLOBAL_MEAN	22020	22020	0.9999999999999999	
HLA-E	protein	equal_allocation	AFR	22020	3145	0.9992723405295629	
HLA-E	protein	equal_allocation	AMR	22020	2965	1.0000000000000002	
HLA-E	protein	equal_allocation	EAS	22020	2358	1.0	
HLA-E	protein	equal_allocation	EUR	22020	2411	1.0	
HLA-E	protein	equal_allocation	MID	22020	563	1.0	
HLA-E	protein	equal_allocation	SAS	22020	2153	1.0	
HLA-E	protein	equal_allocation	UNASSIGNED	22020	3145	0.9991197688296971	
HLA-E	protein	equal_allocation	GLOBAL_MEAN	22020	16740	0.9995674173460316	
HLA-E	protein	94pct_eur_ukb_like	AFR	22020	3268	0.9993495975686207	
HLA-E	protein	94pct_eur_ukb_like	AMR	22020	2965	1.0000000000000002	
HLA-E	protein	94pct_eur_ukb_like	EAS	22020	2358	1.0	
HLA-E	protein	94pct_eur_ukb_like	EUR	22020	2411	1.0	
HLA-E	protein	94pct_eur_ukb_like	MID	22020	563	1.0	
HLA-E	protein	94pct_eur_ukb_like	SAS	22020	2153	1.0	
HLA-E	protein	94pct_eur_ukb_like	UNASSIGNED	22020	3268	0.9991482886314683	
HLA-E	protein	94pct_eur_ukb_like	GLOBAL_MEAN	22020	16986	0.999591959648352	
HLA-E	protein	greedy_max_mean_coverage	AFR	22020	4318	0.9999999999999998	
HLA-E	protein	greedy_max_mean_coverage	AMR	22020	2965	1.0000000000000002	
HLA-E	protein	greedy_max_mean_coverage	EAS	22020	2358	1.0	
HLA-E	protein	greedy_max_mean_coverage	EUR	22020	2411	1.0	
HLA-E	protein	greedy_max_mean_coverage	MID	22020	563	1.0	
HLA-E	protein	greedy_max_mean_coverage	SAS	22020	2153	1.0	
HLA-E	protein	greedy_max_mean_coverage	UNASSIGNED	22020	7252	1.0	
HLA-E	protein	greedy_max_mean_coverage	GLOBAL_MEAN	22020	22020	0.9999999999999999	
HLA-F	protein	actual_aou_composition	AFR	22100	4349	1.0	
HLA-F	protein	actual_aou_composition	AMR	22100	2975	0.9999999999999999	
HLA-F	protein	actual_aou_composition	EAS	22100	2362	1.0	
HLA-F	protein	actual_aou_composition	EUR	22100	2393	0.9999999999999999	
HLA-F	protein	actual_aou_composition	MID	22100	570	1.0	
HLA-F	protein	actual_aou_composition	SAS	22100	2163	0.9999999999999999	
HLA-F	protein	actual_aou_composition	UNASSIGNED	22100	7288	1.0	
HLA-F	protein	actual_aou_composition	GLOBAL_MEAN	22100	22100	1.0	
HLA-F	protein	equal_allocation	AFR	22100	3157	0.9998183330041687	
HLA-F	protein	equal_allocation	AMR	22100	2975	0.9999999999999999	
HLA-F	protein	equal_allocation	EAS	22100	2362	1.0	
HLA-F	protein	equal_allocation	EUR	22100	2393	0.9999999999999999	
HLA-F	protein	equal_allocation	MID	22100	570	1.0	
HLA-F	protein	equal_allocation	SAS	22100	2163	0.9999999999999999	
HLA-F	protein	equal_allocation	UNASSIGNED	22100	3157	0.9980958330116905	
HLA-F	protein	equal_allocation	GLOBAL_MEAN	22100	16777	0.9993363059377525	
HLA-F	protein	94pct_eur_ukb_like	AFR	22100	3284	0.9998411461975826	
HLA-F	protein	94pct_eur_ukb_like	AMR	22100	2975	0.9999999999999999	
HLA-F	protein	94pct_eur_ukb_like	EAS	22100	2362	1.0	
HLA-F	protein	94pct_eur_ukb_like	EUR	22100	2393	0.9999999999999999	
HLA-F	protein	94pct_eur_ukb_like	MID	22100	570	1.0	
HLA-F	protein	94pct_eur_ukb_like	SAS	22100	2163	0.9999999999999999	
HLA-F	protein	94pct_eur_ukb_like	UNASSIGNED	22100	3284	0.9981603598873163	
HLA-F	protein	94pct_eur_ukb_like	GLOBAL_MEAN	22100	17031	0.9993620745552962	
HLA-F	protein	greedy_max_mean_coverage	AFR	22100	4349	1.0	
HLA-F	protein	greedy_max_mean_coverage	AMR	22100	2975	0.9999999999999999	
HLA-F	protein	greedy_max_mean_coverage	EAS	22100	2362	1.0	
HLA-F	protein	greedy_max_mean_coverage	EUR	22100	2393	0.9999999999999999	
HLA-F	protein	greedy_max_mean_coverage	MID	22100	570	1.0	
HLA-F	protein	greedy_max_mean_coverage	SAS	22100	2163	0.9999999999999999	
HLA-F	protein	greedy_max_mean_coverage	UNASSIGNED	22100	7288	1.0	
HLA-F	protein	greedy_max_mean_coverage	GLOBAL_MEAN	22100	22100	1.0	
HLA-G	protein	actual_aou_composition	AFR	21662	4053	1.0	
HLA-G	protein	actual_aou_composition	AMR	21662	2938	1.0	
HLA-G	protein	actual_aou_composition	EAS	21662	2341	1.0	
HLA-G	protein	actual_aou_composition	EUR	21662	2405	1.0	
HLA-G	protein	actual_aou_composition	MID	21662	546	1.0	
HLA-G	protein	actual_aou_composition	SAS	21662	2179	1.0	
HLA-G	protein	actual_aou_composition	UNASSIGNED	21662	7200	1.0000000000000002	
HLA-G	protein	actual_aou_composition	GLOBAL_MEAN	21662	21662	1.0	
HLA-G	protein	equal_allocation	AFR	21662	3094	0.9994699473343087	
HLA-G	protein	equal_allocation	AMR	21662	2938	1.0	
HLA-G	protein	equal_allocation	EAS	21662	2341	1.0	
HLA-G	protein	equal_allocation	EUR	21662	2405	1.0	
HLA-G	protein	equal_allocation	MID	21662	546	1.0	
