gene	resolution	ancestry_ref	ancestry_target	m_ref	cross_coverage	unseen_in_target	is_diagonal
HLA-E	protein	EUR	AMR	563.0	0.9937987014875413	0.003709721847405145	False
HLA-E	protein	EUR	EAS	563.0	0.9745547046249484	0.0025438097571347518	False
HLA-E	protein	EUR	EUR	563.0	0.9977223005666661	0.0012439528635347363	True
HLA-E	protein	EUR	MID	563.0	0.9989565995591475	0.0017699003564994875	False
HLA-E	protein	EUR	SAS	563.0	0.9966259668454048	0.0027863775085471554	False
HLA-E	protein	EUR	UNASSIGNED	563.0	0.9944756562539181	0.0023441428820257793	False
HLA-E	protein	MID	AFR	563.0	0.9884205650764242	0.003473723188888389	False
HLA-E	protein	MID	AMR	563.0	0.9939291736930861	0.003709721847405145	False
HLA-E	protein	MID	EAS	563.0	0.9745547073791349	0.0025438097571347518	False
HLA-E	protein	MID	EUR	563.0	0.9925342181667357	0.0012439528635347363	False
HLA-E	protein	MID	MID	563.0	1.0	0.0017699003564994875	True
HLA-E	protein	MID	SAS	563.0	0.9962842545285648	0.0027863775085471554	False
HLA-E	protein	MID	UNASSIGNED	563.0	0.9943463872035301	0.0023441428820257793	False
HLA-E	protein	SAS	AFR	563.0	0.9758463574226148	0.003473723188888389	False
HLA-E	protein	SAS	AMR	563.0	0.992167906842188	0.003709721847405145	False
HLA-E	protein	SAS	EAS	563.0	0.9814133622005714	0.0025438097571347518	False
HLA-E	protein	SAS	EUR	563.0	0.9922146092802984	0.0012439528635347363	False
HLA-E	protein	SAS	MID	563.0	0.9982179014426541	0.0017699003564994875	False
HLA-E	protein	SAS	SAS	563.0	0.9974191824638474	0.0027863775085471554	True
HLA-E	protein	SAS	UNASSIGNED	563.0	0.9922701875740196	0.0023441428820257793	False
HLA-E	protein	UNASSIGNED	AFR	563.0	0.9870498919618399	0.003473723188888389	False
HLA-E	protein	UNASSIGNED	AMR	563.0	0.9942002868225046	0.003709721847405145	False
HLA-E	protein	UNASSIGNED	EAS	563.0	0.9801450304692624	0.0025438097571347518	False
HLA-E	protein	UNASSIGNED	EUR	563.0	0.9950156201529242	0.0012439528635347363	False
HLA-E	protein	UNASSIGNED	MID	563.0	0.9995729286786403	0.0017699003564994875	False
HLA-E	protein	UNASSIGNED	SAS	563.0	0.996657168844684	0.0027863775085471554	False
HLA-E	protein	UNASSIGNED	UNASSIGNED	563.0	0.9951759334562809	0.0023441428820257793	True
HLA-F	protein	AFR	AFR	570.0	0.9969070242397184	0.0006897079992909116	True
HLA-F	protein	AFR	AMR	570.0	0.9929768506137163	0.002688849600527732	False
HLA-F	protein	AFR	EAS	570.0	0.9816129432292008	0.004233341648206879	False
HLA-F	protein	AFR	EUR	570.0	0.9925753033998793	0.001671192667921595	False
HLA-F	protein	AFR	MID	570.0	0.993982055977846	0.007011382714908421	False
HLA-F	protein	AFR	SAS	570.0	0.9911353057050728	0.004160460021125134	False
HLA-F	protein	AFR	UNASSIGNED	570.0	0.9928020818316248	0.004253416876152549	False
HLA-F	protein	AMR	AFR	570.0	0.9911141768789229	0.0006897079992909116	False
HLA-F	protein	AMR	AMR	570.0	0.9958723034756403	0.002688849600527732	True
HLA-F	protein	AMR	EAS	570.0	0.9816997238826731	0.004233341648206879	False
HLA-F	protein	AMR	EUR	570.0	0.9953163100492948	0.001671192667921595	False
HLA-F	protein	AMR	MID	570.0	0.9946777972798786	0.007011382714908421	False
HLA-F	protein	AMR	SAS	570.0	0.9930244128734442	0.004160460021125134	False
HLA-F	protein	AMR	UNASSIGNED	570.0	0.9930843822595474	0.004253416876152549	False
HLA-F	protein	EAS	AFR	570.0	0.9720179014916491	0.0006897079992909116	False
HLA-F	protein	EAS	AMR	570.0	0.9874413638356097	0.002688849600527732	False
HLA-F	protein	EAS	EAS	570.0	0.99613429193074	0.004233341648206879	True
HLA-F	protein	EAS	EUR	570.0	0.9881520729290961	0.001671192667921595	False
HLA-F	protein	EAS	MID	570.0	0.9933809327816816	0.007011382714908421	False
HLA-F	protein	EAS	SAS	570.0	0.9882363763445653	0.004160460021125134	False
HLA-F	protein	EAS	UNASSIGNED	570.0	0.9867552628079285	0.004253416876152549	False
HLA-F	protein	EUR	AFR	570.0	0.9730970497779518	0.0006897079992909116	False
HLA-F	protein	EUR	AMR	570.0	0.9892433325708785	0.002688849600527732	False
HLA-F	protein	EUR	EAS	570.0	0.9817950232489636	0.004233341648206879	False
HLA-F	protein	EUR	EUR	570.0	0.9987245366436425	0.001671192667921595	True
HLA-F	protein	EUR	MID	570.0	0.9947365700246525	0.007011382714908421	False
HLA-F	protein	EUR	SAS	570.0	0.9949131083527449	0.004160460021125134	False
HLA-F	protein	EUR	UNASSIGNED	570.0	0.9901200016454196	0.004253416876152549	False
HLA-F	protein	MID	AFR	570.0	0.9730972637387906	0.0006897079992909116	False
HLA-F	protein	MID	AMR	570.0	0.9895798319327731	0.002688849600527732	False
HLA-F	protein	MID	EAS	570.0	0.9817950889077053	0.004233341648206879	False
HLA-F	protein	MID	EUR	570.0	0.9983284580025072	0.001671192667921595	False
HLA-F	protein	MID	MID	570.0	1.0	0.007011382714908421	True
HLA-F	protein	MID	SAS	570.0	0.994914470642626	0.004160460021125134	False
HLA-F	protein	MID	UNASSIGNED	570.0	0.9901207464324917	0.004253416876152549	False
HLA-F	protein	SAS	AFR	570.0	0.9730932511997029	0.0006897079992909116	False
HLA-F	protein	SAS	AMR	570.0	0.9893254332538847	0.002688849600527732	False
HLA-F	protein	SAS	EAS	570.0	0.9817938575689746	0.004233341648206879	False
HLA-F	protein	SAS	EUR	570.0	0.9982895656052551	0.001671192667921595	False
HLA-F	protein	SAS	MID	570.0	0.9947317396103824	0.007011382714908421	False
HLA-F	protein	SAS	SAS	570.0	0.9964086122969632	0.004160460021125134	True
HLA-F	protein	SAS	UNASSIGNED	570.0	0.990215254374557	0.004253416876152549	False
HLA-F	protein	UNASSIGNED	AFR	570.0	0.9911835454618447	0.0006897079992909116	False
HLA-F	protein	UNASSIGNED	AMR	570.0	0.9931342164739685	0.002688849600527732	False
HLA-F	protein	UNASSIGNED	EAS	570.0	0.9828634765393974	0.004233341648206879	False
HLA-F	protein	UNASSIGNED	EUR	570.0	0.9975605728961693	0.001671192667921595	False
HLA-F	protein	UNASSIGNED	MID	570.0	0.9946360992840204	0.007011382714908421	False
HLA-F	protein	UNASSIGNED	SAS	570.0	0.994515709888607	0.004160460021125134	False
HLA-F	protein	UNASSIGNED	UNASSIGNED	570.0	0.9938999334519792	0.004253416876152549	True
HLA-G	protein	AFR	AFR	546.0	0.9945009371768401	0.0027137954408467113	True
HLA-G	protein	AFR	AMR	546.0	0.9953790626037378	0.0017016062374940466	False
HLA-G	protein	AFR	EAS	546.0	0.9947132129260214	0.002562642213105648	False
HLA-G	protein	AFR	EUR	546.0	0.996371364898267	0.0029102570279040396	False
HLA-G	protein	AFR	MID	546.0	0.9986416347666275	0.0	False
HLA-G	protein	AFR	SAS	546.0	0.9933922044402926	0.004129913639300931	False
HLA-G	protein	AFR	UNASSIGNED	546.0	0.9931861665366768	0.002499845667103928	False
HLA-G	protein	AMR	AFR	546.0	0.9907810533396514	0.0027137954408467113	False
HLA-G	protein	AMR	AMR	546.0	0.9969608400860754	0.0017016062374940466	True
HLA-G	protein	AMR	EAS	546.0	0.9948739854760492	0.002562642213105648	False
HLA-G	protein	AMR	EUR	546.0	0.9971666697319556	0.0029102570279040396	False
HLA-G	protein	AMR	MID	546.0	0.9999999999979464	0.0	False
HLA-G	protein	AMR	SAS	546.0	0.9949518127557881	0.004129913639300931	False
HLA-G	protein	AMR	UNASSIGNED	546.0	0.9943022643406001	0.002499845667103928	False
HLA-G	protein	EAS	AFR	546.0	0.9754788152857655	0.0027137954408467113	False
HLA-G	protein	EAS	AMR	546.0	0.9815913768998314	0.0017016062374940466	False
HLA-G	protein	EAS	EAS	546.0	0.9965339418789525	0.002562642213105648	True
HLA-G	protein	EAS	EUR	546.0	0.9927261760712283	0.0029102570279040396	False
HLA-G	protein	EAS	MID	546.0	0.9897386603644767	0.0	False
HLA-G	protein	EAS	SAS	546.0	0.9915488211622385	0.004129913639300931	False
HLA-G	protein	EAS	UNASSIGNED	546.0	0.9828270919591524	0.002499845667103928	False
HLA-G	protein	EUR	AFR	546.0	0.9884036516064201	0.0027137954408467113	False
HLA-G	protein	EUR	AMR	546.0	0.9939506558883751	0.0017016062374940466	False
HLA-G	protein	EUR	EAS	546.0	0.9948739854759879	0.002562642213105648	False
HLA-G	protein	EUR	EUR	546.0	0.9977501826117867	0.0029102570279040396	True
HLA-G	protein	EUR	MID	546.0	0.9999999999923351	0.0	False
HLA-G	protein	EUR	SAS	546.0	0.9949518127556123	0.004129913639300931	False
HLA-G	protein	EUR	UNASSIGNED	546.0	0.9927650150076809	0.002499845667103928	False
HLA-G	protein	MID	AFR	546.0	0.9884036516160868	0.0027137954408467113	False
HLA-G	protein	MID	AMR	546.0	0.9938733832539143	0.0017016062374940466	False
HLA-G	protein	MID	EAS	546.0	0.9948739854762922	0.002562642213105648	False
HLA-G	protein	MID	EUR	546.0	0.997089397089397	0.0029102570279040396	False
HLA-G	protein	MID	MID	546.0	1.0	0.0	True
HLA-G	protein	MID	SAS	546.0	0.994951812758146	0.004129913639300931	False
HLA-G	protein	MID	UNASSIGNED	546.0	0.992638888888889	0.002499845667103928	False
HLA-G	protein	SAS	AFR	546.0	0.9884036502356478	0.0027137954408467113	False
HLA-G	protein	SAS	AMR	546.0	0.993873381942524	0.0017016062374940466	False
HLA-G	protein	SAS	EAS	546.0	0.9948739854328382	0.002562642213105648	False
HLA-G	protein	SAS	EUR	546.0	0.9970893966241232	0.0029102570279040396	False
HLA-G	protein	SAS	MID	546.0	0.9999999989054229	0.0	False
HLA-G	protein	SAS	SAS	546.0	0.9963891945316727	0.004129913639300931	True
HLA-G	protein	SAS	UNASSIGNED	546.0	0.9926388878416077	0.002499845667103928	False
HLA-G	protein	UNASSIGNED	AFR	546.0	0.9900524905467887	0.0027137954408467113	False
HLA-G	protein	UNASSIGNED	AMR	546.0	0.9957561244981878	0.0017016062374940466	False
HLA-G	protein	UNASSIGNED	EAS	546.0	0.9948739854762922	0.002562642213105648	False
HLA-G	protein	UNASSIGNED	EUR	546.0	0.9972019086773477	0.0029102570279040396	False
HLA-G	protein	UNASSIGNED	MID	546.0	1.0	0.0	False
HLA-G	protein	UNASSIGNED	SAS	546.0	0.9949518127581459	0.004129913639300931	False
HLA-G	protein	UNASSIGNED	UNASSIGNED	546.0	0.9944394308941192	0.002499845667103928	True
HLA-H	protein	AFR	AFR	31.0	0.9916795307620317	0.0	True
HLA-H	protein	AFR	AMR	31.0	0.9975340280345695	0.0	False
HLA-H	protein	AFR	EAS	31.0	1.0	0.0	False
HLA-H	protein	AFR	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	protein	AFR	MID	31.0	0.9971559123332036	0.019215686274509758	False
HLA-H	protein	AFR	SAS	31.0	1.0	0.0	False
HLA-H	protein	AFR	UNASSIGNED	31.0	0.9981313484449432	0.0	False
HLA-H	protein	AMR	AFR	31.0	0.9677670786726182	0.0	False
HLA-H	protein	AMR	AMR	31.0	0.990446995465768	0.0	True
HLA-H	protein	AMR	EAS	31.0	1.0	0.0	False
HLA-H	protein	AMR	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	protein	AMR	MID	31.0	0.9889822014371858	0.019215686274509758	False
HLA-H	protein	AMR	SAS	31.0	1.0	0.0	False
HLA-H	protein	AMR	UNASSIGNED	31.0	0.9927609733490051	0.0	False
HLA-H	protein	EAS	AFR	31.0	0.9414893617021277	0.0	False
HLA-H	protein	EAS	AMR	31.0	0.9826589595375722	0.0	False
HLA-H	protein	EAS	EAS	31.0	1.0	0.0	True
HLA-H	protein	EAS	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	protein	EAS	MID	31.0	0.98	0.019215686274509758	False
HLA-H	protein	EAS	SAS	31.0	1.0	0.0	False
HLA-H	protein	EAS	UNASSIGNED	31.0	0.9868593955321945	0.0	False
HLA-H	protein	EUR	AFR	31.0	0.9414893617021277	0.0	False
HLA-H	protein	EUR	AMR	31.0	0.9826589595375722	0.0	False
HLA-H	protein	EUR	EAS	31.0	1.0	0.0	False
HLA-H	protein	EUR	EUR	31.0	0.9974867165801227	0.0027321993075417605	True
HLA-H	protein	EUR	MID	31.0	0.98	0.019215686274509758	False
HLA-H	protein	EUR	SAS	31.0	1.0	0.0	False
HLA-H	protein	EUR	UNASSIGNED	31.0	0.9868593955321945	0.0	False
HLA-H	protein	MID	AFR	31.0	0.9777659574468087	0.0	False
HLA-H	protein	MID	AMR	31.0	0.9934104046242774	0.0	False
HLA-H	protein	MID	EAS	31.0	1.0	0.0	False
HLA-H	protein	MID	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	protein	MID	MID	31.0	0.9924000000000001	0.019215686274509758	True
HLA-H	protein	MID	SAS	31.0	1.0	0.0	False
HLA-H	protein	MID	UNASSIGNED	31.0	0.9950065703022339	0.0	False
HLA-H	protein	SAS	AFR	31.0	0.9414893617021277	0.0	False
HLA-H	protein	SAS	AMR	31.0	0.9826589595375722	0.0	False
HLA-H	protein	SAS	EAS	31.0	1.0	0.0	False
HLA-H	protein	SAS	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	protein	SAS	MID	31.0	0.98	0.019215686274509758	False
HLA-H	protein	SAS	SAS	31.0	1.0	0.0	True
HLA-H	protein	SAS	UNASSIGNED	31.0	0.9868593955321945	0.0	False
HLA-H	protein	UNASSIGNED	AFR	31.0	0.9614950159626987	0.0	False
HLA-H	protein	UNASSIGNED	AMR	31.0	0.9885881182359233	0.0	False
HLA-H	protein	UNASSIGNED	EAS	31.0	1.0	0.0	False
HLA-H	protein	UNASSIGNED	EUR	31.0	0.9972527472527473	0.0027321993075417605	False
HLA-H	protein	UNASSIGNED	MID	31.0	0.9868382963654315	0.019215686274509758	False
HLA-H	protein	UNASSIGNED	SAS	31.0	1.0	0.0	False
HLA-H	protein	UNASSIGNED	UNASSIGNED	31.0	0.9913523629207829	0.0	True
HLA-HFE	protein	AFR	AFR	74.0	0.9867612939971567	0.011292238962026468	True
HLA-HFE	protein	AFR	AMR	74.0	0.9849941419994805	0.0044554323960620534	False
HLA-HFE	protein	AFR	EAS	74.0	0.996115042118275	0.0030863604022844937	False
HLA-HFE	protein	AFR	EUR	74.0	0.9576277381558407	0.002890124705089314	False
HLA-HFE	protein	AFR	MID	74.0	0.9929940317237678	0.01315315315315313	False
HLA-HFE	protein	AFR	SAS	74.0	0.9920535724463067	0.009183615801470646	False
HLA-HFE	protein	AFR	UNASSIGNED	74.0	0.9819373342856732	0.0021097022888931782	False
HLA-HFE	protein	AMR	AFR	74.0	0.9839693758828542	0.011292238962026468	False
HLA-HFE	protein	AMR	AMR	74.0	0.9866411528742446	0.0044554323960620534	True
HLA-HFE	protein	AMR	EAS	74.0	0.9968896251773188	0.0030863604022844937	False
HLA-HFE	protein	AMR	EUR	74.0	0.9513387767748971	0.002890124705089314	False
HLA-HFE	protein	AMR	MID	74.0	0.994692701423393	0.01315315315315313	False
HLA-HFE	protein	AMR	SAS	74.0	0.9929914784751075	0.009183615801470646	False
HLA-HFE	protein	AMR	UNASSIGNED	74.0	0.981354291014467	0.0021097022888931782	False
HLA-HFE	protein	EAS	AFR	74.0	0.9706636153498395	0.011292238962026468	False
HLA-HFE	protein	EAS	AMR	74.0	0.9702429549252205	0.0044554323960620534	False
HLA-HFE	protein	EAS	EAS	74.0	0.9954225101602572	0.0030863604022844937	True
HLA-HFE	protein	EAS	EUR	74.0	0.8971567619582341	0.002890124705089314	False
HLA-HFE	protein	EAS	MID	74.0	0.9769761433379295	0.01315315315315313	False
HLA-HFE	protein	EAS	SAS	74.0	0.9856164510945284	0.009183615801470646	False
HLA-HFE	protein	EAS	UNASSIGNED	74.0	0.9557150786789717	0.0021097022888931782	False
HLA-HFE	protein	EUR	AFR	74.0	0.9919780627755498	0.011292238962026468	False
HLA-HFE	protein	EUR	AMR	74.0	0.9921848411582692	0.0044554323960620534	False
HLA-HFE	protein	EUR	EAS	74.0	0.9968943085228263	0.0030863604022844937	False
HLA-HFE	protein	EUR	EUR	74.0	0.994589904710714	0.002890124705089314	True
HLA-HFE	protein	EUR	MID	74.0	0.9999455387480567	0.01315315315315313	False
HLA-HFE	protein	EUR	SAS	74.0	0.9938525280657863	0.009183615801470646	False
HLA-HFE	protein	EUR	UNASSIGNED	74.0	0.9954373290905957	0.0021097022888931782	False
HLA-HFE	protein	MID	AFR	74.0	0.9886792452830189	0.011292238962026468	False
HLA-HFE	protein	MID	AMR	74.0	0.9895833333333333	0.0044554323960620534	False
HLA-HFE	protein	MID	EAS	74.0	0.9968944099378881	0.0030863604022844937	False
HLA-HFE	protein	MID	EUR	74.0	0.9709302325581396	0.002890124705089314	False
HLA-HFE	protein	MID	MID	74.0	1.0	0.01315315315315313	True
HLA-HFE	protein	MID	SAS	74.0	0.9938650306748467	0.009183615801470646	False
HLA-HFE	protein	MID	UNASSIGNED	74.0	0.989440337909187	0.0021097022888931782	False
HLA-HFE	protein	SAS	AFR	74.0	0.9778017062039243	0.011292238962026468	False
HLA-HFE	protein	SAS	AMR	74.0	0.9805504156897921	0.0044554323960620534	False
HLA-HFE	protein	SAS	EAS	74.0	0.9968449543164477	0.0030863604022844937	False
HLA-HFE	protein	SAS	EUR	74.0	0.9212715884365693	0.002890124705089314	False
HLA-HFE	protein	SAS	MID	74.0	0.9893387723638785	0.01315315315315313	False
HLA-HFE	protein	SAS	SAS	74.0	0.9927692094811145	0.009183615801470646	True
HLA-HFE	protein	SAS	UNASSIGNED	74.0	0.9706923008895685	0.0021097022888931782	False
HLA-HFE	protein	UNASSIGNED	AFR	74.0	0.9884587339268905	0.011292238962026468	False
HLA-HFE	protein	UNASSIGNED	AMR	74.0	0.9890594959455354	0.0044554323960620534	False
HLA-HFE	protein	UNASSIGNED	EAS	74.0	0.9968939515734315	0.0030863604022844937	False
HLA-HFE	protein	UNASSIGNED	EUR	74.0	0.971872918227596	0.002890124705089314	False
HLA-HFE	protein	UNASSIGNED	MID	74.0	0.9979654334231408	0.01315315315315313	False
HLA-HFE	protein	UNASSIGNED	SAS	74.0	0.9936422605585465	0.009183615801470646	False
HLA-HFE	protein	UNASSIGNED	UNASSIGNED	74.0	0.9887201563544346	0.0021097022888931782	True
HLA-J	protein	AFR	AFR	501.0	1.0	0.0	True
HLA-J	protein	AFR	AMR	501.0	1.0	0.0	False
HLA-J	protein	AFR	EAS	501.0	1.0	0.0	False
HLA-J	protein	AFR	EUR	501.0	1.0	0.0	False
HLA-J	protein	AFR	MID	501.0	1.0	0.0	False
HLA-J	protein	AFR	SAS	501.0	1.0	0.0	False
HLA-J	protein	AFR	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	protein	AMR	AFR	501.0	1.0	0.0	False
HLA-J	protein	AMR	AMR	501.0	1.0	0.0	True
HLA-J	protein	AMR	EAS	501.0	1.0	0.0	False
HLA-J	protein	AMR	EUR	501.0	1.0	0.0	False
HLA-J	protein	AMR	MID	501.0	1.0	0.0	False
HLA-J	protein	AMR	SAS	501.0	1.0	0.0	False
HLA-J	protein	AMR	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	protein	EAS	AFR	501.0	1.0	0.0	False
HLA-J	protein	EAS	AMR	501.0	1.0	0.0	False
HLA-J	protein	EAS	EAS	501.0	1.0	0.0	True
HLA-J	protein	EAS	EUR	501.0	1.0	0.0	False
HLA-J	protein	EAS	MID	501.0	1.0	0.0	False
HLA-J	protein	EAS	SAS	501.0	1.0	0.0	False
HLA-J	protein	EAS	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	protein	EUR	AFR	501.0	1.0	0.0	False
HLA-J	protein	EUR	AMR	501.0	1.0	0.0	False
HLA-J	protein	EUR	EAS	501.0	1.0	0.0	False
HLA-J	protein	EUR	EUR	501.0	1.0	0.0	True
HLA-J	protein	EUR	MID	501.0	1.0	0.0	False
HLA-J	protein	EUR	SAS	501.0	1.0	0.0	False
HLA-J	protein	EUR	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	protein	MID	AFR	501.0	1.0	0.0	False
HLA-J	protein	MID	AMR	501.0	1.0	0.0	False
HLA-J	protein	MID	EAS	501.0	1.0	0.0	False
HLA-J	protein	MID	EUR	501.0	1.0	0.0	False
HLA-J	protein	MID	MID	501.0	1.0	0.0	True
HLA-J	protein	MID	SAS	501.0	1.0	0.0	False
HLA-J	protein	MID	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	protein	SAS	AFR	501.0	1.0	0.0	False
HLA-J	protein	SAS	AMR	501.0	1.0	0.0	False
HLA-J	protein	SAS	EAS	501.0	1.0	0.0	False
HLA-J	protein	SAS	EUR	501.0	1.0	0.0	False
HLA-J	protein	SAS	MID	501.0	1.0	0.0	False
HLA-J	protein	SAS	SAS	501.0	1.0	0.0	True
HLA-J	protein	SAS	UNASSIGNED	501.0	1.0	0.0	False
HLA-J	protein	UNASSIGNED	AFR	501.0	1.0	0.0	False
HLA-J	protein	UNASSIGNED	AMR	501.0	1.0	0.0	False
HLA-J	protein	UNASSIGNED	EAS	501.0	1.0	0.0	False
HLA-J	protein	UNASSIGNED	EUR	501.0	1.0	0.0	False
HLA-J	protein	UNASSIGNED	MID	501.0	1.0	0.0	False
HLA-J	protein	UNASSIGNED	SAS	501.0	1.0	0.0	False
HLA-J	protein	UNASSIGNED	UNASSIGNED	501.0	1.0	0.0	True
HLA-K	protein	AFR	AFR	31.0	1.0	0.0	True
HLA-K	protein	AFR	AMR	31.0	1.0	0.0	False
HLA-K	protein	AFR	EAS	31.0	1.0	0.0	False
HLA-K	protein	AFR	EUR	31.0	1.0	0.0	False
HLA-K	protein	AFR	MID	31.0	1.0	0.0	False
HLA-K	protein	AFR	SAS	31.0	1.0	0.0	False
HLA-K	protein	AFR	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	protein	AMR	AFR	31.0	1.0	0.0	False
HLA-K	protein	AMR	AMR	31.0	1.0	0.0	True
HLA-K	protein	AMR	EAS	31.0	1.0	0.0	False
HLA-K	protein	AMR	EUR	31.0	1.0	0.0	False
HLA-K	protein	AMR	MID	31.0	1.0	0.0	False
HLA-K	protein	AMR	SAS	31.0	1.0	0.0	False
HLA-K	protein	AMR	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	protein	EAS	AFR	31.0	1.0	0.0	False
HLA-K	protein	EAS	AMR	31.0	1.0	0.0	False
HLA-K	protein	EAS	EAS	31.0	1.0	0.0	True
HLA-K	protein	EAS	EUR	31.0	1.0	0.0	False
HLA-K	protein	EAS	MID	31.0	1.0	0.0	False
HLA-K	protein	EAS	SAS	31.0	1.0	0.0	False
HLA-K	protein	EAS	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	protein	EUR	AFR	31.0	1.0	0.0	False
HLA-K	protein	EUR	AMR	31.0	1.0	0.0	False
HLA-K	protein	EUR	EAS	31.0	1.0	0.0	False
HLA-K	protein	EUR	EUR	31.0	1.0	0.0	True
HLA-K	protein	EUR	MID	31.0	1.0	0.0	False
HLA-K	protein	EUR	SAS	31.0	1.0	0.0	False
HLA-K	protein	EUR	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	protein	MID	AFR	31.0	1.0	0.0	False
HLA-K	protein	MID	AMR	31.0	1.0	0.0	False
HLA-K	protein	MID	EAS	31.0	1.0	0.0	False
HLA-K	protein	MID	EUR	31.0	1.0	0.0	False
HLA-K	protein	MID	MID	31.0	1.0	0.0	True
HLA-K	protein	MID	SAS	31.0	1.0	0.0	False
HLA-K	protein	MID	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	protein	SAS	AFR	31.0	1.0	0.0	False
HLA-K	protein	SAS	AMR	31.0	1.0	0.0	False
HLA-K	protein	SAS	EAS	31.0	1.0	0.0	False
HLA-K	protein	SAS	EUR	31.0	1.0	0.0	False
HLA-K	protein	SAS	MID	31.0	1.0	0.0	False
HLA-K	protein	SAS	SAS	31.0	1.0	0.0	True
HLA-K	protein	SAS	UNASSIGNED	31.0	1.0	0.0	False
HLA-K	protein	UNASSIGNED	AFR	31.0	1.0	0.0	False
HLA-K	protein	UNASSIGNED	AMR	31.0	1.0	0.0	False
HLA-K	protein	UNASSIGNED	EAS	31.0	1.0	0.0	False
HLA-K	protein	UNASSIGNED	EUR	31.0	1.0	0.0	False
HLA-K	protein	UNASSIGNED	MID	31.0	1.0	0.0	False
HLA-K	protein	UNASSIGNED	SAS	31.0	1.0	0.0	False
HLA-K	protein	UNASSIGNED	UNASSIGNED	31.0	1.0	0.0	True
HLA-P	protein	AFR	AFR	456.0	1.0	0.0	True
HLA-P	protein	AFR	AMR	456.0	1.0	0.0	False
HLA-P	protein	AFR	EAS	456.0	1.0	0.0	False
HLA-P	protein	AFR	EUR	456.0	1.0	0.0	False
HLA-P	protein	AFR	MID	456.0	1.0	0.0	False
HLA-P	protein	AFR	SAS	456.0	1.0	0.0	False
HLA-P	protein	AFR	UNASSIGNED	456.0	1.0	0.0	False
HLA-P	protein	AMR	AFR	456.0	1.0	0.0	False
HLA-P	protein	AMR	AMR	456.0	1.0	0.0	True
HLA-P	protein	AMR	EAS	456.0	1.0	0.0	False
HLA-P	protein	AMR	EUR	456.0	1.0	0.0	False
HLA-P	protein	AMR	MID	456.0	1.0	0.0	False
HLA-P	protein	AMR	SAS	456.0	1.0	0.0	False
HLA-P	protein	AMR	UNASSIGNED	456.0	1.0	0.0	False
HLA-P	protein	EAS	AFR	456.0	0.9997888570077421	0.0	False
HLA-P	protein	EAS	AMR	456.0	0.9998073163303397	0.0	False
HLA-P	protein	EAS	EAS	456.0	0.9999836606099154	0.0	True
HLA-P	protein	EAS	EUR	456.0	0.9999130544500854	0.0	False
HLA-P	protein	EAS	MID	456.0	0.9998410253786362	0.0	False
HLA-P	protein	EAS	SAS	456.0	0.9998774994275934	0.0	False
