gene	resolution	ancestry	n_haplotypes	S_obs	f1	f2	coverage	coverage_ci_lo	coverage_ci_hi	unseen_mass	chao1_richness	chao1_is_secondary_unstable	n_for_95.0pct_coverage	n_for_95.0pct_coverage_reliable	n_more_for_95.0pct_coverage	n_for_99.0pct_coverage	n_for_99.0pct_coverage_reliable	n_more_for_99.0pct_coverage	n_for_99.9pct_coverage	n_for_99.9pct_coverage_reliable	n_more_for_99.9pct_coverage
HLA-G	cds	SAS	2255	68	52	6	0.9769424937133769	0.9875748453736414	0.9933529025186619	0.023057506286623064	293.23340724316336	True	75	True	-2180	10416	False	8161	32907	False	30652
HLA-G	cds	UNASSIGNED	7614	239	198	14	0.9739957549055728	0.9881744166117944	0.9912052491821268	0.026004245094427225	1638.9589665653496	True	180	True	-7434	59064	False	51450	183024	False	175410
HLA-H	cds	AFR	3894	150	115	7	0.9704683092156781	0.9858788685725134	0.9910145860569761	0.02953169078432194	1094.4002678112847	True	208	True	-3686	38524	False	34630	112157	False	108263
HLA-H	cds	AMR	2527	102	74	4	0.9707175175809303	0.9845726150325311	0.9916951050484252	0.029282482419069722	786.2291254451919	True	215	True	-2312	27632	False	25105	81434	False	78907
HLA-H	cds	EAS	1889	67	45	6	0.976181236122075	0.9857139816039429	0.9931254042854198	0.02381876387792503	235.6606670195871	True	100	True	-1789	8035	False	6146	24338	False	22449
HLA-H	cds	EUR	2256	90	71	1	0.9685287619268089	0.9844901290858576	0.9911544346746307	0.03147123807319108	2609.3827570921985	True	142	True	-2114	94036	False	91780	278365	False	276109
HLA-H	cds	MID	497	30	14	1	0.9718390967747168	0.9818994576505157	0.9960082474889256	0.028160903225283196	127.80281690140845	True	97	True	-400	4093	False	3596	12088	False	11591
HLA-H	cds	SAS	1860	80	58	7	0.9688212526628448	0.9822644103222036	0.9914053766916904	0.0311787473371552	320.1565284178188	True	146	True	-1714	10619	False	8759	28354	False	26494
HLA-H	cds	UNASSIGNED	6530	218	175	11	0.9732011285630913	0.9875934385024596	0.9912724227161676	0.026798871436908733	1609.8322775998886	True	233	True	-6297	57727	False	51197	177314	False	170784
HLA-HFE	cds	AFR	267	<20	5	0	0.9813015262453465	0.9849532013515296	1.0	0.0186984737546535	18.962546816479403	True	33	True	-234	684	False	417	2216	False	1949
HLA-HFE	cds	AMR	673	<20	6	2	0.9910935311763225	0.9925749991381695	1.0	0.008906468823677516	19.98662704309064	True	14	True	-659	550	True	-123	2879	False	2206
HLA-HFE	cds	EAS	324	<20	3	0	0.9907598123355075	0.9907598123355075	1.0	0.009240187664492527	8.99074074074074	True	13	True	-311	136	True	-188	1403	False	1079
HLA-HFE	cds	EUR	347	<20	6	0	0.9827255757448	0.98560741692235	1.0	0.017274424255199983	24.956772334293944	True	24	True	-323	915	False	568	3306	False	2959
HLA-HFE	cds	MID	75	<20	3	0	0.9603571428571429	0.9603571428571429	1.0	0.03964285714285709	7.96	True	18	True	-57	229	False	154	486	False	411
HLA-HFE	cds	SAS	328	<20	5	0	0.984774721754548	0.9878234965555762	1.0	0.015225278245451945	16.96951219512195	True	11	True	-317	672	False	344	2556	False	2228
HLA-HFE	cds	UNASSIGNED	954	<20	12	1	0.9874235830911197	0.9916164550162442	0.9979123264744605	0.012576416908880339	88.9245283018868	True	17	True	-937	2265	False	1311	15433	False	14479
HLA-J	cds	AFR	4474	138	121	6	0.9729554498667337	0.9874795496879034	0.9917390448023419	0.027044550133266343	1357.8106280733125	True	69	True	-4405	49348	False	44874	153202	False	148728
HLA-J	cds	AMR	3074	91	84	2	0.9726744637734046	0.9866563398139093	0.9918800353883165	0.027325536226595393	1854.4261548471047	True	2	True	-3072	67946	False	64872	216540	False	213466
HLA-J	cds	EAS	2467	61	56	3	0.9773013510272865	0.9886319445453096	0.9939348098149047	0.022698648972713453	583.4548034049452	True	2	True	-2465	21335	False	18868	74332	False	71865
HLA-J	cds	EUR	2494	84	75	1	0.9699281484513667	0.9851582214941995	0.991984628065078	0.030071851548633344	2895.3722935044107	True	2	True	-2492	105425	False	102931	320689	False	318195
HLA-J	cds	MID	592	<20	16	0	0.972978688140456	0.983119390363552	0.9949609951641598	0.02702131185954404	136.7972972972973	True	2	True	-590	5293	False	4701	16181	False	15589
HLA-J	cds	SAS	2243	56	52	1	0.9768171609653843	0.9884115624284416	0.9942085821648297	0.02318283903461571	1407.3972358448507	True	2	True	-2241	51257	False	49014	185481	False	183238
HLA-J	cds	UNASSIGNED	7611	229	200	15	0.9737227620685374	0.987782185743955	0.9913335136889079	0.026277237931462638	1562.1581482941358	True	2	True	-7609	56626	False	49015	173445	False	165834
HLA-K	cds	AFR	3842	199	155	8	0.95965751313637	0.9807428467282856	0.9869980264244639	0.040342486863629956	1700.1716716553879	True	810	True	-3032	55744	False	51902	141424	False	137582
HLA-K	cds	AMR	2510	119	79	8	0.9685284368637131	0.9832742017324086	0.990844911004538	0.03147156313628685	508.90709661354583	True	451	True	-2059	16714	False	14204	45240	False	42730
HLA-K	cds	EAS	1863	89	64	4	0.9656491122742961	0.9822766450547357	0.9903485454097569	0.03435088772570394	600.7251744498121	True	314	True	-1549	20246	False	18383	54547	False	52684
HLA-K	cds	EUR	2226	114	86	3	0.9613668897325518	0.9806764527463071	0.9883299628784586	0.0386331102674482	1346.1129080563044	True	461	True	-1765	45330	False	43104	118764	False	116538
HLA-K	cds	MID	492	36	17	2	0.9654637047508063	0.977674930826694	0.9939355810298149	0.03453629524919366	108.10315040650406	True	194	True	-298	3079	False	2587	7886	False	7394
HLA-K	cds	SAS	1843	81	51	6	0.9723312608930629	0.9842712340610782	0.9918688210745497	0.027668739106937124	297.63239283776454	True	276	True	-1567	9811	False	7968	27838	False	25995
HLA-K	cds	UNASSIGNED	6433	283	221	15	0.9656466134121979	0.9841424457253864	0.988654778312436	0.03435338658780207	1910.7802580444584	True	752	True	-5681	64909	False	58476	174013	False	167580
HLA-L	cds	AFR	4484	113	94	2	0.9790367734726089	0.9899602393515736	0.9939808780303031	0.020963226527391132	2321.507359500446	True	61	True	-4423	82464	False	77980	325043	False	320559
HLA-L	cds	AMR	3083	79	60	6	0.9805396994235975	0.9899386649783116	0.994813836067347	0.019460300576402467	378.90269218293867	True	75	True	-3008	13344	False	10261	48828	False	45745
HLA-L	cds	EAS	2452	61	50	1	0.979608815652592	0.9889922152450353	0.9951106904745017	0.020391184347408053	1310.4902120717782	True	60	True	-2392	46112	False	43660	187204	False	184752
HLA-L	cds	EUR	2508	64	53	1	0.978867941688296	0.9892376297073722	0.9944226380315666	0.02113205831170395	1467.9399920255182	True	57	True	-2451	52216	False	49708	205191	False	202683
HLA-L	cds	MID	593	29	19	1	0.9679652239085629	0.9797696078035852	0.9949636642745332	0.03203477609143712	209.1956155143339	True	93	True	-500	7142	False	6549	20093	False	19500
HLA-L	cds	SAS	2252	68	53	4	0.9764669421570651	0.9880015973101467	0.9937979931565046	0.023533057842934912	418.9690830373002	True	55	True	-2197	15016	False	12764	49355	False	47103
HLA-L	cds	UNASSIGNED	7584	206	178	11	0.9765299184044226	0.9891889086205787	0.9922251809244707	0.023470081595577397	1645.9919207901803	True	88	True	-7496	59928	False	52344	201201	False	193617
HLA-N	cds	AFR	4534	45	37	4	0.9918398246033246	0.995368911980548	0.9980162620341437	0.008160175396675351	216.08725738861932	True	1	True	-4533	1416	True	-3118	48547	False	44013
HLA-N	cds	AMR	3089	<20	13	2	0.9957919375874819	0.9970866453939102	0.999353587927166	0.004208062412518143	58.23632243444481	True	1	True	-3088	2	True	-3087	17512	False	14423
HLA-N	cds	EAS	2477	<20	10	1	0.995963184371902	0.9971743268717174	0.9995972617704152	0.0040368156280979894	61.97981429148163	True	1	True	-2476	1	True	-2476	19754	False	17277
HLA-N	cds	EUR	2514	<20	12	1	0.9952270468610742	0.9968082003475872	0.999205727212586	0.004772953138925784	87.97136038186157	True	1	True	-2513	2	True	-2512	26082	False	23568
HLA-N	cds	MID	598	<20	4	0	0.9933166342480514	0.994988873489807	1.0	0.006683365751948611	10.989966555183948	True	1	True	-597	2	True	-596	2868	False	2270
HLA-N	cds	SAS	2253	<20	10	0	0.9955618677410573	0.996894203771109	0.9995573267726487	0.00443813225894274	55.98002663115846	True	1	True	-2252	1	True	-2252	19034	False	16781
HLA-N	cds	UNASSIGNED	7642	36	24	10	0.9968598033463775	0.9977756218379666	0.9990844211042837	0.003140196653622529	64.79623135304894	True	1	True	-7641	2	True	-7640	18135	False	10493
HLA-P	cds	AFR	3550	88	71	5	0.9800007936854387	0.9892979807253003	0.9940862606362774	0.019999206314561313	591.958	True	54	True	-3496	21016	False	17466	79037	False	75487
HLA-P	cds	AMR	2912	56	45	1	0.9845469392303003	0.9917601229277683	0.9965680738583114	0.015453060769699656	1068.1523008241759	True	38	True	-2874	31419	False	28507	182233	False	179321
HLA-P	cds	EAS	2228	50	41	3	0.981599054771285	0.9901288867907205	0.9959653439571916	0.01840094522871505	330.0409186116098	True	23	True	-2205	11509	False	9281	46550	False	44322
HLA-P	cds	EUR	2425	72	61	2	0.9748460412867537	0.9872192076849866	0.993405827861337	0.025153958713246327	1001.8663917525773	True	62	True	-2363	36525	False	34100	121643	False	119218
HLA-P	cds	MID	558	<20	9	0	0.9838774000578908	0.9892537428615527	1.0	0.016122599942109184	50.935483870967744	True	31	True	-527	1756	False	1198	7529	False	6971
HLA-P	cds	SAS	2131	64	54	2	0.9746606653538088	0.9863966289603506	0.9934360595023319	0.025339334646191203	792.6579070858752	True	34	True	-2097	28868	False	26737	95080	False	92949
HLA-P	cds	UNASSIGNED	7020	179	157	8	0.9776356523495586	0.9895986011114659	0.9930250788046481	0.022364347650441374	1719.3430466524217	True	56	True	-6964	62456	False	55436	221046	False	214026
HLA-S	cds	AFR	4495	58	41	4	0.9908791501833204	0.9946614271102292	0.9975540289412529	0.0091208498166796	268.0782536151279	True	50	True	-4445	2772	True	-1723	55410	False	50915
HLA-S	cds	AMR	3056	39	27	1	0.9911651356834461	0.9950926885628545	0.9980381636658496	0.008834864316553892	403.3807264397906	True	39	True	-3017	1062	True	-1994	92913	False	89857
HLA-S	cds	EAS	2451	34	24	0	0.9902084113826052	0.9942897105030679	0.9983696766511495	0.00979158861739482	309.8873929008568	True	41	True	-2410	1441	True	-1010	69529	False	67078
HLA-S	cds	EUR	2507	39	29	3	0.9884333442585307	0.9932202599677018	0.9972206125966043	0.011566655741469312	179.11075654833135	True	30	True	-2477	4270	True	1763	32161	False	29654
HLA-S	cds	MID	594	<20	7	0	0.988221163395736	0.9899046646237657	0.9983858066569509	0.011778836604264042	36.964646464646464	True	32	True	-562	934	True	340	5715	False	5121
HLA-S	cds	SAS	2236	36	23	3	0.9897149750672863	0.9937284589479031	0.9982134892353733	0.01028502493271366	124.12723613595706	True	42	True	-2194	2477	True	241	22206	False	19970
HLA-S	cds	UNASSIGNED	7563	72	54	3	0.9928600811092464	0.9961658216417963	0.998020590518513	0.007139918890753605	557.9357397857993	True	37	True	-7526	991	True	-6572	141346	False	133783
HLA-T	cds	AFR	3896	72	63	4	0.9838300959569601	0.9917882791993827	0.9956380028796322	0.016169904043039862	567.9976578542094	True	24	True	-3872	18637	False	14741	89266	False	85370
HLA-T	cds	AMR	2529	46	39	1	0.9845791977553152	0.9920939172294725	0.9960591835515246	0.015420802244684784	806.1992882562278	True	21	True	-2508	23881	False	21352	137391	False	134862
HLA-T	cds	EAS	1885	30	23	3	0.9878000977572747	0.9925757168532711	0.9973503350798302	0.012199902242725269	118.11989389920426	True	18	True	-1867	3322	True	1437	19952	False	18067
HLA-T	cds	EUR	2248	42	35	2	0.9844313968241888	0.9911051524258567	0.9960110731477668	0.015568603175811213	348.1137677935943	True	16	True	-2232	10952	False	8704	56225	False	53977
HLA-T	cds	MID	494	<20	5	0	0.989886747988427	0.9919110378236918	1.0	0.010113252011572982	20.979757085020243	True	27	True	-467	508	True	14	3347	False	2853
HLA-T	cds	SAS	1860	28	23	0	0.9876349869875851	0.9930130366662249	0.9978523505439884	0.012365013012414883	280.86397849462367	True	12	True	-1848	6399	False	4539	55626	False	53766
HLA-T	cds	UNASSIGNED	6525	107	93	5	0.985747361345088	0.9929511275715532	0.9958631046688743	0.014252638654911998	971.7674482758621	True	24	True	-6501	28026	False	21501	167732	False	161207
HLA-U	cds	AFR	3865	69	43	2	0.9888747827093832	0.9940502235885214	0.9971620134063942	0.011125217290616773	531.1304010349288	True	84	True	-3781	8295	False	4430	103941	False	100076
HLA-U	cds	AMR	2508	49	29	5	0.9884385918192585	0.9928133562290372	0.997212124549248	0.011561408180741473	133.0664673046252	True	64	True	-2444	3563	True	1055	20305	False	17797
HLA-U	cds	EAS	1881	26	16	0	0.9914944517592018	0.99468424440012	0.9989390073117401	0.008505548240798189	145.93620414673046	True	46	True	-1835	368	True	-1513	34079	False	32198
HLA-U	cds	EUR	2229	37	22	3	0.9901313112017038	0.9937207569816093	0.9977712343828692	0.009868688798296166	117.63047704501271	True	58	True	-2171	2121	True	-108	20933	False	18704
HLA-U	cds	MID	495	20	7	0	0.9858667600864133	0.9899071622372593	1.0	0.014133239913586726	40.95757575757575	True	55	True	-440	1094	False	599	5076	False	4581
HLA-U	cds	SAS	1849	29	16	0	0.9913472591551558	0.9945922564272408	0.9983816173480978	0.008652740844844242	148.93510005408328	True	42	True	-1807	727	True	-1122	33753	False	31904
HLA-U	cds	UNASSIGNED	6458	92	75	1	0.9883865453298369	0.9944222290525248	0.9966020702790023	0.01161345467016306	2904.0644936512854	True	61	True	-6397	42677	False	36219	600221	False	593763
HLA-V	cds	AFR	4469	97	84	2	0.9812040490592093	0.9908212231744682	0.994632176472108	0.018795950940790673	1860.6052808234504	True	61	True	-4408	63681	False	59212	279729	False	275260
HLA-V	cds	AMR	3071	70	61	0	0.9801369754017716	0.9899087333361576	0.9947931560691917	0.019863024598228418	1899.4041028980787	True	46	True	-3025	67331	False	64260	282935	False	279864
HLA-V	cds	EAS	2449	40	35	0	0.9857087860246605	0.9926412288479181	0.996746543486197	0.0142912139753395	634.7570436913026	True	16	True	-2433	17746	False	15297	116390	False	113941
HLA-V	cds	EUR	2484	61	51	3	0.9794695717863319	0.9891226883722534	0.9939762447624346	0.020530428213668128	494.3254830917874	True	45	True	-2439	17667	False	15183	66265	False	63781
HLA-V	cds	MID	588	<20	10	0	0.9829989897866503	0.988101029757561	0.9983166687537457	0.017001010213349654	60.923469387755105	True	44	True	-544	2146	False	1558	8906	False	8318
HLA-V	cds	SAS	2241	57	46	3	0.9794746445405912	0.9892936319368316	0.9946627307478846	0.02052535545940881	409.5092964450394	True	38	True	-2203	14591	False	12350	54135	False	51894
HLA-V	cds	UNASSIGNED	7581	160	138	11	0.981796979595519	0.9912949589330473	0.9940688519947406	0.018203020404480963	1025.5221786523725	True	49	True	-7532	36063	False	28482	145546	False	137965
HLA-W	cds	AFR	4375	159	109	10	0.975086759378721	0.9872020873203935	0.9922307890957389	0.024913240621278976	752.9142171428572	True	299	True	-4076	26136	False	21761	81027	False	76652
HLA-W	cds	AMR	3051	123	86	6	0.9718138099791023	0.9862280087432586	0.991810084375344	0.028186190020897728	739.1313230634765	True	322	True	-2729	25703	False	22652	76034	False	72983
HLA-W	cds	EAS	2358	87	58	11	0.9754068415594437	0.9860090373442593	0.9927955618126263	0.024593158440556318	239.84424396638136	True	180	True	-2178	7951	False	5593	22260	False	19902
HLA-W	cds	EUR	2485	107	74	7	0.97022359583164	0.9839076152966963	0.9907525679343048	0.029776404168360027	497.98545559068697	True	306	True	-2179	16812	False	14327	47046	False	44561
HLA-W	cds	MID	591	41	21	2	0.9644784728815072	0.976339837726582	0.9932718655807334	0.03552152711849277	151.06345177664974	True	199	True	-392	4518	False	3927	11652	False	11061
HLA-W	cds	SAS	2257	86	58	5	0.9743041348185104	0.986257430648506	0.9924745884138857	0.025695865181489586	422.2509525919362	True	201	True	-2056	14607	False	12350	44737	False	42480
HLA-W	cds	UNASSIGNED	7495	283	211	17	0.9718485039179922	0.9866594416428628	0.9902617443879352	0.028151496082007843	1592.266467841306	True	639	True	-6856	55631	False	48136	162719	False	155224
HLA-Y	cds	AFR	1009	31	26	1	0.9742338790640058	0.9861021144001906	0.9940976501500011	0.025766120935994175	368.66501486620416	True	11	True	-998	13413	False	12404	43587	False	42578
HLA-Y	cds	AMR	565	<20	13	0	0.9769974250128508	0.9840894464775316	0.9964912826414918	0.023002574987149194	94.86194690265486	True	14	True	-551	3620	False	3055	12062	False	11497
HLA-Y	cds	EAS	511	20	14	2	0.972618079737379	0.9804381996699809	0.9961091831973196	0.027381920262620985	68.9041095890411	True	31	True	-480	2310	False	1799	6421	False	5910
HLA-Y	cds	EUR	136	<20	6	0	0.9559910170964938	0.9633439047701798	1.0	0.04400898290350619	22.889705882352942	True	17	True	-119	737	False	601	1671	False	1535
HLA-Y	cds	MID	89	<20	3	0	0.9665455774267129	0.9665455774267129	1.0	0.033454422573287124	7.966292134831461	True	10	True	-79	250	False	161	555	False	466
HLA-Y	cds	SAS	365	<20	6	0	0.9835766835027385	0.9863164067786415	1.0	0.016423316497261475	23.958904109589042	True	13	True	-352	908	False	543	3423	False	3058
HLA-Y	cds	UNASSIGNED	1112	36	30	0	0.9730232015035997	0.9856211770186287	0.9937466428505543	0.026976798496400334	470.6088129496403	True	42	True	-1070	17651	False	16539	56025	False	54913
MICA	cds	AFR	4225	297	210	15	0.9502975389426116	0.9775129122438712	0.9834368933618498	0.0497024610573884	1766.6520710059172	True	4053	True	-172	51638	False	47413	119722	False	115497
MICA	cds	AMR	2822	220	139	12	0.950747167647316	0.9755471719087103	0.9840611636489094	0.04925283235268396	1024.7563932199387	True	2590	True	-232	28873	False	26051	66494	False	63672
MICA	cds	EAS	2329	154	94	14	0.9596444937538273	0.9789690210959535	0.9875560823590076	0.04035550624617268	469.4359320370484	True	1064	True	-1265	13234	False	10905	31231	False	28902
MICA	cds	EUR	2440	195	125	10	0.9487738522721744	0.9745854031570134	0.9823884681203034	0.05122614772782563	975.9298155737705	True	2810	True	370	27344	False	24904	62446	False	60006
MICA	cds	MID	580	87	33	7	0.9431451067520996	0.962116401778976	0.9812121091317104	0.056854893247900384	164.65160098522168	True	756	True	176	2953	False	2373	6097	False	5517
MICA	cds	SAS	2170	156	104	4	0.9520754323524595	0.9774270008711016	0.9857228109593634	0.047924567647540495	1507.3769585253456	True	1393	True	-777	46357	False	44187	111284	False	109114
MICA	cds	UNASSIGNED	7160	459	343	20	0.9520957524136205	0.9787631960144757	0.9833830100942794	0.047904247586379456	3399.8142143854748	True	5014	True	-2146	103334	False	96174	244687	False	237527
MICB	cds	AFR	4295	255	196	20	0.9543677101003487	0.9783517803398735	0.9844119044547006	0.04563228989965129	1215.176391152503	True	2650	True	-1645	36237	False	31942	84685	False	80390
MICB	cds	AMR	2961	186	137	11	0.9537343573215924	0.9766943335109451	0.9851476875644175	0.046265642678407604	1038.848239231218	True	1982	True	-979	31198	False	28237	73642	False	70681
MICB	cds	EAS	2383	134	103	10	0.9567806947634222	0.9786078615642004	0.9865828491191911	0.0432193052365778	664.2274024339068	True	999	True	-1384	20340	False	17957	48588	False	46205
MICB	cds	EUR	2393	190	147	10	0.938574325419333	0.9707573934920184	0.9807898460201933	0.061425674580666945	1269.9984956122023	True	6012	False	3619	34309	False	31916	74792	False	72399
MICB	cds	MID	574	59	31	9	0.9460477035053076	0.9652112845774667	0.9861414730783529	0.05395229649469235	112.29587688734031	True	650	True	76	2239	False	1665	4512	False	3938
MICB	cds	SAS	2159	147	112	8	0.9481275654384856	0.9740736293162736	0.9838003944245903	0.05187243456151436	930.6368689207967	True	2715	True	556	27028	False	24869	61812	False	59653
MICB	cds	UNASSIGNED	7270	463	371	29	0.9489694606489245	0.9773032057443046	0.9823965079222302	0.05103053935107549	2835.7942631504056	True	8219	True	949	83053	False	75783	190117	False	182847
TAP1	cds	AFR	4414	264	219	15	0.9503866782703934	0.977337287829806	0.9836934069966475	0.04961332172960664	1862.3378115088356	True	4167	True	-247	56013	False	51599	130192	False	125778
TAP1	cds	AMR	3020	168	145	9	0.9519887291370865	0.977820918227509	0.9851059430750724	0.04801127086291346	1335.668782192789	True	2101	True	-919	41175	False	38155	97175	False	94155
TAP1	cds	EAS	2442	146	132	6	0.9459479589823698	0.9745982477049066	0.9828228884229695	0.05405204101763017	1597.4054054054056	True	4535	True	2093	47751	False	45309	109579	False	107137
TAP1	cds	EUR	2464	139	122	6	0.9504889902242797	0.9764682868881318	0.9849923379469464	0.049511009775720316	1378.8299512987014	True	2224	True	-240	42520	False	40056	100179	False	97715
TAP1	cds	MID	582	37	29	1	0.9501777352787449	0.9707828677258878	0.9897319587628866	0.04982226472125506	456.77749140893474	True	557	True	-25	14112	False	13530	33511	False	32929
TAP1	cds	SAS	2223	117	105	3	0.9527677463790312	0.9775031836195802	0.9856143853209275	0.047232253620968834	1953.6734143049932	True	916	True	-1307	62593	False	60370	152130	False	149907
TAP1	cds	UNASSIGNED	7483	434	382	25	0.9489518485351134	0.9778122433249323	0.9823624992624653	0.051048151464886615	3352.0899853000133	True	8669	True	1186	100670	False	93187	232292	False	224809
TAP2	cds	AFR	4439	275	218	12	0.9508910582805188	0.9774647230303012	0.984009892608987	0.049108941719481214	2254.720582713824	True	3766	True	-673	68595	False	64156	161417	False	156978
TAP2	cds	AMR	3042	193	150	7	0.9506918486546596	0.9773220827123497	0.9842278658419353	0.04930815134534039	1799.614539306847	True	2628	True	-414	55028	False	51986	130053	False	127011
TAP2	cds	EAS	2451	173	143	4	0.9416577989520861	0.9722658606453248	0.9816514722058107	0.05834220104791388	2728.0821093431255	True	9209	False	6758	79693	False	77242	180533	False	178082
TAP2	cds	EUR	2476	184	157	5	0.9365929080371822	0.9705269788455597	0.979827285438449	0.0634070919628178	2647.9044830371568	True	11707	False	9231	74247	False	71771	163721	False	161245
TAP2	cds	MID	586	68	48	5	0.9181178974942803	0.9539124236551777	0.9779030125044796	0.0818821025057197	298.0068259385665	True	1972	False	1386	6492	False	5906	12959	False	12373
TAP2	cds	SAS	2238	140	113	4	0.9495100876250996	0.9763288625930513	0.9848174757551573	0.050489912374900414	1735.411807417337	True	2547	True	309	53402	False	51164	126159	False	123921
TAP2	cds	UNASSIGNED	7523	438	367	16	0.9512168355893131	0.9786014704843098	0.9833870515596947	0.04878316441068686	4646.471761597767	True	5794	True	-1729	144242	False	136719	342882	False	335359
