gene	resolution	ancestry	n_haplotypes	S_obs	f1	f2	coverage	coverage_ci_lo	coverage_ci_hi	unseen_mass	chao1_richness	chao1_is_secondary_unstable	n_for_95.0pct_coverage	n_for_95.0pct_coverage_reliable	n_more_for_95.0pct_coverage	n_for_99.0pct_coverage	n_for_99.0pct_coverage_reliable	n_more_for_99.0pct_coverage	n_for_99.9pct_coverage	n_for_99.9pct_coverage_reliable	n_more_for_99.9pct_coverage
HLA-B	cds	UNASSIGNED	7572	428	312	18	0.9587961905591211	0.9813779275556253	0.9858713306911806	0.04120380944087887	3131.6428948758585	True	2335	True	-5237	100481	False	92909	251567	False	243995
HLA-C	cds	AFR	4496	214	171	8	0.9619669838604259	0.9826482750295423	0.9879922969531837	0.038033016139574105	2041.1560136788255	True	444	True	-4052	68673	False	64177	179291	False	174795
HLA-C	cds	AMR	3051	170	126	4	0.9587029245808648	0.9806672294733751	0.9875584065635107	0.04129707541913519	2153.849557522124	True	733	True	-2318	71179	False	68128	181791	False	178740
HLA-C	cds	EAS	2441	143	108	5	0.9557575166755993	0.9782833963434941	0.9864883673936339	0.04424248332440073	1308.922163047931	True	871	True	-1570	41630	False	39189	102309	False	99868
HLA-C	cds	EUR	2481	120	93	3	0.9625160900007665	0.9818657109678345	0.989124121323392	0.037483909999233456	1560.918984280532	True	319	True	-2162	53274	False	50793	141786	False	139305
HLA-C	cds	MID	579	48	17	4	0.9706629180844155	0.9792983394714048	0.99486617168409	0.029337081915584484	84.06260794473229	True	230	True	-349	1902	False	1323	4731	False	4152
HLA-C	cds	SAS	2234	130	98	6	0.9561349031520765	0.9785214912418176	0.9861339913363284	0.0438650968479235	929.9750820650552	True	665	True	-1569	29198	False	26964	71190	False	68956
HLA-C	cds	UNASSIGNED	7568	373	317	11	0.9581134919839118	0.9817639170022145	0.985867198275182	0.041886508016088175	4940.078266144533	True	960	True	-6608	163747	False	156179	414807	False	407239
HLA-DMA	cds	AFR	4486	102	85	8	0.9810529574893728	0.9899711769497117	0.9942059820374025	0.018947042510627177	553.4618396121266	True	25	True	-4461	19713	False	15227	74577	False	70091
HLA-DMA	cds	AMR	3055	66	53	7	0.9826528915729843	0.9908366100067273	0.995093240409876	0.0173471084270157	266.577180266542	True	23	True	-3032	9424	False	6369	36047	False	32992
HLA-DMA	cds	EAS	2471	46	36	4	0.9854323102286633	0.9919080765357053	0.9963613754224855	0.014567689771336712	207.93443949817888	True	14	True	-2457	6653	False	4182	32248	False	29777
HLA-DMA	cds	EUR	2504	63	55	2	0.9780357819632063	0.9888219823987096	0.9948124517737688	0.021964218036793715	818.947983226837	True	37	True	-2467	29585	False	27081	108832	False	106328
HLA-DMA	cds	MID	593	<20	7	0	0.9882013098628557	0.9898876500458833	1.0	0.011798690137144296	33.964586846543	True	28	True	-565	936	True	343	5708	False	5115
HLA-DMA	cds	SAS	2247	54	45	4	0.9799748827796566	0.9893096204313079	0.9946750474506327	0.02002511722034339	307.012349799733	True	24	True	-2223	11021	False	8774	40112	False	37865
HLA-DMA	cds	UNASSIGNED	7606	133	119	5	0.9843546298855985	0.9926380829875896	0.9952676559703002	0.01564537011440148	1548.913818038391	True	25	True	-7581	48113	False	40507	256497	False	248891
HLA-DMB	cds	AFR	4477	76	65	2	0.9854815487252094	0.9926305741995425	0.9962040166552938	0.014518451274790567	1132.0140719231629	True	32	True	-4445	31596	False	27119	199076	False	194599
HLA-DMB	cds	AMR	3072	65	57	0	0.9814455244942131	0.9908787782745953	0.9954544156887806	0.018554475505786927	1660.48046875	True	41	True	-3031	57173	False	54101	258705	False	255633
HLA-DMB	cds	EAS	2475	66	54	1	0.978182144806196	0.9886897912626963	0.9943483376936022	0.02181785519380397	1523.4109090909092	True	63	True	-2412	54588	False	52113	208397	False	205922
HLA-DMB	cds	EUR	2514	52	44	1	0.9824983277037093	0.9908537570580516	0.9956279823050559	0.017501672296290738	1019.6149562450279	True	40	True	-2474	33459	False	30945	160761	False	158247
HLA-DMB	cds	MID	589	<20	7	2	0.9881269883132511	0.9881269883132511	0.9983249962967605	0.011873011686748924	26.229202037351442	True	20	True	-569	766	True	177	3137	False	2548
HLA-DMB	cds	SAS	2249	52	44	0	0.9804361448029019	0.9902198521561993	0.9955575810813329	0.019563855197098134	997.5793686082703	True	38	True	-2211	35440	False	33191	149317	False	147068
HLA-DMB	cds	UNASSIGNED	7600	156	133	14	0.9825004848149046	0.9915798113131192	0.994214927217944	0.017499515185095404	787.666875	True	36	True	-7564	27799	False	20199	110913	False	103313
HLA-DOA	cds	AFR	4540	118	95	7	0.9790755692245995	0.9896490229965157	0.9936145735402703	0.020924430775400515	762.5008653241032	True	53	True	-4487	27282	False	22742	98203	False	93663
HLA-DOA	cds	AMR	3078	83	65	3	0.9788830246565159	0.9895972531514557	0.9941633084145575	0.021116975343484112	786.9378925709335	True	85	True	-2993	27996	False	24918	104752	False	101674
HLA-DOA	cds	EAS	2479	58	42	7	0.9830599632745595	0.9903108869396827	0.9955666466269337	0.016940036725440533	183.94917305365067	True	13	True	-2466	6398	False	3919	23517	False	21038
HLA-DOA	cds	EUR	2523	65	51	4	0.9797872262736275	0.9892904545153395	0.9948508904330235	0.020212773726372535	389.9961355529132	True	55	True	-2468	13838	False	11315	50860	False	48337
HLA-DOA	cds	MID	591	26	16	2	0.9729387086116683	0.9830852600368913	0.994952517148519	0.027061291388331687	89.8917089678511	True	80	True	-511	2941	False	2350	8377	False	7786
HLA-DOA	cds	SAS	2250	53	37	4	0.9835571363531374	0.9906690374886221	0.9964460641624299	0.01644286364686265	224.04894444444443	True	69	True	-2181	7424	False	5174	31375	False	29125
HLA-DOA	cds	UNASSIGNED	7636	171	141	7	0.9815350751226987	0.9914818657291249	0.994108132093477	0.018464924877301336	1590.8854579809922	True	112	True	-7524	54796	False	47160	231855	False	224219
HLA-DOB	cds	AFR	4511	67	52	4	0.9884730156895174	0.9940155106126838	0.9968976594193044	0.011526984310482602	404.9250720461095	True	39	True	-4472	8677	True	4166	76179	False	71668
HLA-DOB	cds	AMR	3080	54	37	3	0.9879876456435103	0.9931843321950983	0.997080887431986	0.01201235435648973	282.0925865800866	True	63	True	-3017	6562	False	3482	50283	False	47203
HLA-DOB	cds	EAS	2483	30	18	3	0.992751678244343	0.9951681018043281	0.9987927812115377	0.007248321755657039	83.97825211437777	True	52	True	-2431	523	True	-1960	17233	False	14750
HLA-DOB	cds	EUR	2511	58	45	1	0.9820791703698288	0.9908319407755909	0.9960216597366589	0.017920829630171164	1070.0967741935483	True	66	True	-2445	35458	False	32947	165498	False	162987
HLA-DOB	cds	MID	595	<20	10	0	0.9831989342354243	0.9882409502262444	0.9983361344537816	0.01680106576457574	63.92436974789916	True	57	True	-538	2137	False	1542	8977	False	8382
HLA-DOB	cds	SAS	2254	37	27	0	0.9880216892972923	0.9933467391219037	0.9977840917060689	0.011978310702707717	387.8442768411712	True	48	True	-2206	7745	False	5491	77780	False	75526
HLA-DOB	cds	UNASSIGNED	7609	117	91	10	0.9880408238580415	0.9939517644544051	0.9964522958833254	0.011959176141958516	530.995584176633	True	67	True	-7542	13803	True	6194	93511	False	85902
HLA-DPA1	cds	AFR	4501	136	108	10	0.9760063195426689	0.9882156974175351	0.9926706748796499	0.02399368045733108	719.0704287936014	True	138	True	-4363	25769	False	21268	81723	False	77222
HLA-DPA1	cds	AMR	3046	60	43	2	0.9858835566607913	0.9927791268660215	0.9967193815293166	0.014116443339208695	522.0982435981615	True	75	True	-2971	14332	False	11286	89705	False	86659
HLA-DPA1	cds	EAS	2463	46	36	5	0.9853853273569654	0.9918713528645879	0.9963596695594227	0.01461467264303462	175.54738124238733	True	26	True	-2437	5827	False	3364	26236	False	23773
HLA-DPA1	cds	EUR	2500	65	57	0	0.9772003201235565	0.9887828964105878	0.9944035271883014	0.02279967987644349	1660.3616000000002	True	48	True	-2452	61199	False	58699	225194	False	222694
HLA-DPA1	cds	MID	594	24	15	3	0.9747644970091887	0.9831706591652647	0.9966500849235973	0.025235502990811343	61.436868686868685	True	90	True	-504	1967	False	1373	5382	False	4788
HLA-DPA1	cds	SAS	2238	53	45	0	0.9798931608743408	0.9901713921523281	0.9950897063489953	0.020106839125659248	1042.5576407506703	True	40	True	-2198	37395	False	35157	153291	False	151053
HLA-DPA1	cds	UNASSIGNED	7591	164	131	12	0.982743138187197	0.991566168837968	0.9944682088841444	0.01725686181280295	878.9474706889737	True	131	True	-7460	30196	False	22605	125591	False	118000
HLA-DPA2	cds	AFR	4438	107	86	2	0.9806221048897205	0.990537590175634	0.9943686671340177	0.01937789511027954	1955.5833708877874	True	93	True	-4345	67548	False	63110	287205	False	282767
HLA-DPA2	cds	AMR	3026	62	40	3	0.9867818847894003	0.9930616745140223	0.9966979380686495	0.013218115210599679	328.57854152897113	True	88	True	-2938	8653	False	5627	55090	False	52064
HLA-DPA2	cds	EAS	2407	63	47	6	0.9804756904868978	0.989201615756712	0.9950173108081756	0.019524309513102245	247.00685500623183	True	47	True	-2360	8713	False	6306	30412	False	28005
HLA-DPA2	cds	EUR	2479	63	52	1	0.9790241254901069	0.9895040775113345	0.9947592362272584	0.020975874509893133	1414.4546187979024	True	58	True	-2421	50207	False	47728	198559	False	196080
HLA-DPA2	cds	MID	586	24	13	2	0.9778273617958256	0.9846531519509357	0.9966218228166057	0.022172638204174366	66.17790102389078	True	65	True	-521	2101	False	1515	6480	False	5894
HLA-DPA2	cds	SAS	2229	43	30	2	0.986541855192778	0.9928235037499549	0.9968624048566405	0.013458144807221961	267.89905787348584	True	44	True	-2185	7193	False	4964	45670	False	43441
HLA-DPA2	cds	UNASSIGNED	7531	156	130	5	0.9827381925385317	0.9918973642535311	0.9946898905994882	0.017261807461468326	1845.7755942105964	True	94	True	-7437	60971	False	53440	286372	False	278841
HLA-DPB1	cds	AFR	4465	188	134	9	0.9699897048458526	0.984997204940901	0.9903724549371251	0.030010295154147437	1185.3321388577829	True	546	True	-3919	40987	False	36522	117507	False	113042
HLA-DPB1	cds	AMR	3024	127	83	9	0.9725548789427427	0.986105720290414	0.9920681056616099	0.02744512105725727	509.59566064079957	True	403	True	-2621	17098	False	14074	49196	False	46172
HLA-DPB1	cds	EAS	2436	93	64	3	0.9737284334855677	0.9868568107233676	0.9926166406645314	0.0262715665144323	775.3864258347018	True	190	True	-2246	27525	False	25089	87332	False	84896
HLA-DPB1	cds	EUR	2470	96	69	5	0.9720664169979889	0.9858126921498742	0.991909068514518	0.027933583002011098	571.9072469635628	True	214	True	-2256	19971	False	17501	59199	False	56729
HLA-DPB1	cds	MID	589	41	24	2	0.9592645174761051	0.9762536883066456	0.9915686779880105	0.04073548252389492	184.75551782682513	True	230	True	-359	5545	False	4956	13670	False	13081
HLA-DPB1	cds	SAS	2218	78	50	6	0.977459608716864	0.9869308190150705	0.994144166820613	0.022540391283136008	286.23940486925153	True	179	True	-2039	9726	False	7508	30998	False	28780
HLA-DPB1	cds	UNASSIGNED	7532	244	180	17	0.9761025643334379	0.9884469660300215	0.9920354354256754	0.023897435666562106	1196.8146574614975	True	364	True	-7168	42267	False	34735	134072	False	126540
HLA-DPB2	cds	AFR	4391	135	106	8	0.9758605430475094	0.9879320323584548	0.9924935023912397	0.024139456952490645	837.0900705989524	True	172	True	-4219	30022	False	25631	96991	False	92600
HLA-DPB2	cds	AMR	2988	75	55	4	0.9815939351211846	0.9906226313411237	0.9949828422938802	0.018406064878815354	452.99845214190094	True	99	True	-2889	15517	False	12529	62804	False	59816
HLA-DPB2	cds	EAS	2412	69	53	3	0.9780275657036065	0.9883844841437094	0.99378592282825	0.021972434296393506	536.9725677169706	True	104	True	-2308	19178	False	16766	68218	False	65806
HLA-DPB2	cds	EUR	2439	90	77	2	0.9684303569717634	0.9844245431967718	0.990997469436353	0.031569643028236616	1571.6422714227142	True	107	True	-2332	56393	False	53954	164458	False	162019
HLA-DPB2	cds	MID	579	21	10	2	0.9827407869245635	0.987916163209022	0.9982964626548068	0.01725921307543654	45.95682210708118	True	67	True	-512	1368	False	789	4697	False	4118
HLA-DPB2	cds	SAS	2222	69	53	4	0.9761492357049094	0.986953505590793	0.9932673775815856	0.023850764295090587	419.9669779477948	True	68	True	-2154	15013	False	12791	48895	False	46673
HLA-DPB2	cds	UNASSIGNED	7417	228	185	16	0.9750578825527794	0.9884032390664383	0.9917804062759986	0.024942117447220635	1297.3870500202238	True	195	True	-7222	46603	False	39186	145325	False	137908
HLA-DQA1	cds	AFR	4454	124	101	3	0.9773240564410121	0.989000767580687	0.9932671046691826	0.022675943558987943	1823.784949857806	True	99	True	-4355	65825	False	61371	238425	False	233971
HLA-DQA1	cds	AMR	3057	62	41	3	0.98658880054196	0.9927961070546153	0.9967307554023066	0.013411199458040035	342.07501908188857	True	68	True	-2989	9187	False	6130	57272	False	54215
HLA-DQA1	cds	EAS	2461	60	38	2	0.984559782993371	0.991864418028243	0.9963462588502165	0.015440217006629009	420.85331166192606	True	72	True	-2389	12613	False	10152	66426	False	63965
HLA-DQA1	cds	EUR	2475	63	42	3	0.9830312828615271	0.9911026755945332	0.9955591455753007	0.016968717138472922	356.8812121212121	True	83	True	-2392	11633	False	9158	51511	False	49036
HLA-DQA1	cds	MID	589	33	15	0	0.9745388804574456	0.9830393780643777	0.9949411783780893	0.025461119542554367	137.82173174872668	True	136	True	-453	4711	False	4122	14867	False	14278
HLA-DQA1	cds	SAS	2244	58	40	0	0.9821750854024399	0.9906436876494639	0.9959932744225607	0.017824914597560082	837.6524064171124	True	85	True	-2159	28174	False	25930	131470	False	129226
HLA-DQA1	cds	UNASSIGNED	7517	164	132	5	0.9824399801092901	0.9918859755064865	0.9944172211720074	0.017560019890709877	1906.1682054010907	True	110	True	-7407	63378	False	55861	291821	False	284304
HLA-DQA2	cds	AFR	4514	86	62	4	0.9862653461688278	0.9929118247461614	0.9960140765859393	0.013734653831172228	566.3935533894551	True	68	True	-4446	15614	False	11100	96150	False	91636
HLA-DQA2	cds	AMR	3075	50	31	5	0.9899197569915764	0.9941473886117465	0.9977256963814762	0.010080243008423584	146.06874796747968	True	71	True	-3004	3152	True	77	25095	False	22020
HLA-DQA2	cds	EAS	2475	45	35	2	0.9858592390869454	0.9923141437257588	0.9967696598158854	0.014140760913054606	351.12626262626264	True	35	True	-2440	9976	False	7501	59822	False	57347
HLA-DQA2	cds	EUR	2515	56	44	1	0.9825052864932663	0.9908564362905334	0.995641190809162	0.017494713506733706	1023.6151093439364	True	49	True	-2466	33450	False	30935	160803	False	158288
HLA-DQA2	cds	MID	597	<20	3	1	0.9949804890373656	0.9933054487300992	1.0	0.005019510962634421	19.492462311557787	True	51	True	-546	273	True	-324	2041	False	1444
HLA-DQA2	cds	SAS	2254	38	27	2	0.9880220830939785	0.9933352934184357	0.9973412224416847	0.011977916906021457	220.1691437444543	True	32	True	-2222	4999	False	2745	40018	False	37764
HLA-DQA2	cds	UNASSIGNED	7598	136	112	7	0.9852595212953904	0.9927587585911203	0.9955260769804724	0.014740478704609594	1031.8820742300604	True	72	True	-7526	31181	False	23583	171124	False	163526
HLA-DQB1	cds	AFR	4446	156	117	13	0.9736855260855666	0.9869511714617607	0.9916869625645702	0.026314473914433423	682.3815789473684	True	172	True	-4274	23800	False	19354	69859	False	65413
HLA-DQB1	cds	AMR	3036	94	72	3	0.9762852361269663	0.9881451081082223	0.9934154329258347	0.02371476387303373	957.7154150197629	True	123	True	-2913	34486	False	31450	118347	False	115311
HLA-DQB1	cds	EAS	2455	65	46	1	0.9812630610922549	0.9898196709097106	0.9951261717428368	0.018736938907745082	1122.5690427698573	True	82	True	-2373	37896	False	35441	167860	False	165405
HLA-DQB1	cds	EUR	2477	64	45	1	0.9818331884295292	0.9899110248580075	0.9959651560037914	0.018166811570470842	1076.091239402503	True	76	True	-2401	35737	False	33260	164015	False	161538
HLA-DQB1	cds	MID	589	42	23	3	0.9609680807411562	0.9745504196006782	0.9915628351595861	0.03903191925884375	130.0169779286927	True	189	True	-400	3660	False	3071	8851	False	8262
HLA-DQB1	cds	SAS	2237	69	48	4	0.9785442903669506	0.9883828362157991	0.9941942379573964	0.021455709633049436	356.87125614662494	True	88	True	-2149	12480	False	10243	43372	False	41135
HLA-DQB1	cds	UNASSIGNED	7494	222	188	7	0.97491351326287	0.9885219286945018	0.992128318754336	0.025086486737129987	2746.234549544398	True	124	True	-7370	100040	False	92546	331728	False	324234
HLA-DQB2	cds	AFR	4494	97	76	5	0.983089057770187	0.9915400008117832	0.9951064676168665	0.016910942229813042	674.4714730752114	True	84	True	-4410	22435	False	17941	101062	False	96568
HLA-DQB2	cds	AMR	3078	78	60	4	0.9805076672587217	0.9902553114728015	0.9944878149044024	0.019492332741278262	527.8538011695907	True	75	True	-3003	18482	False	15404	71621	False	68543
HLA-DQB2	cds	EAS	2474	41	29	2	0.9882787459088329	0.993534039641147	0.9971735129541356	0.011721254091167088	251.16501616814875	True	52	True	-2422	5322	False	2848	46607	False	44133
HLA-DQB2	cds	EUR	2503	57	45	3	0.9820225321429269	0.9904131027315491	0.9952201681355628	0.017977467857073104	394.365161805833	True	40	True	-2463	13510	False	11007	56719	False	54216
HLA-DQB2	cds	MID	592	24	12	2	0.9797411560376611	0.984819843288243	0.9966499637221113	0.0202588439623389	59.93918918918919	True	81	True	-511	1845	False	1253	5928	False	5336
HLA-DQB2	cds	SAS	2258	66	51	4	0.9774152100450865	0.9880452325348096	0.9938045383667716	0.02258478995491353	390.9810119574845	True	62	True	-2196	13981	False	11723	47113	False	44855
HLA-DQB2	cds	UNASSIGNED	7599	160	129	11	0.9830244631443381	0.9918418577880351	0.9944772867361065	0.016975536855661888	916.3095502996806	True	113	True	-7486	31176	False	23577	133762	False	126163
HLA-DRA	cds	AFR	4434	119	103	6	0.9767710209515805	0.9885002947584264	0.9925597581552632	0.023228979048419474	1002.8839460231544	True	42	True	-4392	36504	False	32070	124118	False	119684
HLA-DRA	cds	AMR	3039	69	60	2	0.9802570966195466	0.9898014364689575	0.9947385847930839	0.01974290338045337	968.7038499506416	True	27	True	-3012	34037	False	30998	138967	False	135928
HLA-DRA	cds	EAS	2441	67	58	2	0.9762399177787499	0.9881226193050888	0.9934608689958596	0.023760082221250145	907.6554690700533	True	34	True	-2407	33061	False	30620	114527	False	112086
HLA-DRA	cds	EUR	2481	56	48	2	0.9806536125953368	0.9899266511956201	0.9951671624327065	0.019346387404663212	631.7678355501814	True	21	True	-2460	22121	False	19640	90647	False	88166
HLA-DRA	cds	MID	586	<20	5	0	0.9914734069409091	0.9931372284956446	1.0	0.00852659305909087	19.982935153583618	True	16	True	-570	302	True	-284	3722	False	3136
HLA-DRA	cds	SAS	2210	49	42	2	0.9809962944325974	0.9895947979265948	0.995930907260804	0.019003705567402607	489.80045248868777	True	26	True	-2184	17103	False	14893	70511	False	68301
HLA-DRA	cds	UNASSIGNED	7502	168	146	10	0.9805388784674042	0.9906669924991679	0.9937362139477439	0.019461121532595826	1233.6579312183417	True	39	True	-7463	43962	False	36460	170047	False	162545
HLA-DRB1	cds	AFR	4411	163	110	12	0.9750635778525586	0.9875333230918147	0.9918473208612384	0.024936422147441406	667.0523690773068	True	320	True	-4091	22881	False	18470	69423	False	65012
HLA-DRB1	cds	AMR	3003	122	66	5	0.9780230872275971	0.9883389036133289	0.9933523148330853	0.02197691277240288	557.454945054945	True	280	True	-2723	18605	False	15602	64228	False	61225
HLA-DRB1	cds	EAS	2428	113	72	9	0.9703490180394454	0.9839421133033419	0.990946183216128	0.0296509819605546	400.8813838550247	True	312	True	-2116	12981	False	10553	35335	False	32907
HLA-DRB1	cds	EUR	2455	113	76	6	0.9690447615726846	0.9841183508513894	0.9906491438906017	0.0309552384273154	594.1372708757638	True	309	True	-2146	20018	False	17563	55806	False	53351
HLA-DRB1	cds	MID	579	49	15	5	0.9741231107184642	0.9793102576116403	0.9931393121876415	0.025876889281535753	71.46113989637306	True	246	True	-333	1404	False	825	3402	False	2823
HLA-DRB1	cds	SAS	2207	94	50	5	0.9773468657365778	0.9873039028455379	0.9936760186661826	0.022653134263422192	343.8867240598097	True	318	True	-1889	11227	False	9020	36626	False	34419
HLA-DRB1	cds	UNASSIGNED	7404	234	165	13	0.9777152231246541	0.9891963039237097	0.9927080678300494	0.022284776875345913	1280.9739589826704	True	311	True	-7093	45051	False	37647	153229	False	145825
HLA-DRB3	cds	AFR	2230	50	44	0	0.9802694606480045	0.9901365304837233	0.9955328829287603	0.019730539351995535	995.5757847533631	True	18	True	-2212	35556	False	33326	148472	False	146242
HLA-DRB3	cds	AMR	1088	30	25	1	0.9770237498079042	0.9862199964121	0.9954390706697767	0.022976250192095815	342.2127757352941	True	21	True	-1067	12392	False	11304	43680	False	42592
HLA-DRB3	cds	EAS	935	25	19	2	0.9796837237327709	0.9882421034784379	0.996805239766281	0.020316276267229094	115.15347593582888	True	22	True	-913	4081	False	3146	14297	False	13362
HLA-DRB3	cds	EUR	979	29	24	0	0.9754872776461089	0.9867273554554797	0.9959329634754023	0.024512722353891125	304.71807967313583	True	15	True	-964	11503	False	10524	38527	False	37548
HLA-DRB3	cds	MID	287	<20	5	1	0.9826027290600121	0.9826027290600121	1.0	0.017397270939987886	23.45644599303136	True	27	True	-260	684	False	397	2331	False	2044
HLA-DRB3	cds	SAS	856	21	16	1	0.9813111435039147	0.9883258810882303	0.997671720802562	0.018688856496085315	148.85046728971963	True	24	True	-832	5134	False	4278	20885	False	20029
HLA-DRB3	cds	UNASSIGNED	3319	63	53	3	0.9840318795590743	0.9918668353064664	0.995483112119744	0.01596812044092566	531.0256101235311	True	27	True	-3292	17037	False	13718	84524	False	81205
HLA-DRB4	cds	AFR	787	<20	10	0	0.9872967520736516	0.9911086958127715	0.9987421544685523	0.01270324792634836	57.942820838627696	True	7	True	-780	1728	False	941	10778	False	9991
HLA-DRB4	cds	AMR	1014	<20	12	0	0.9881676272276954	0.9921124002431296	0.9980636885338885	0.011832372772304645	81.93491124260355	True	14	True	-1000	2037	False	1023	16033	False	15019
HLA-DRB4	cds	EAS	751	<20	9	2	0.9880230761314398	0.9906861907762116	0.9986790099972523	0.011976923868560196	35.22303595206392	True	9	True	-742	1056	True	305	4943	False	4192
HLA-DRB4	cds	EUR	786	<20	11	1	0.986008329746481	0.991065662188406	0.9987405703210984	0.013991670253518995	75.42302798982189	True	13	True	-773	2237	False	1451	12179	False	11393
HLA-DRB4	cds	MID	166	<20	2	0	0.9880243867034403	0.9820004363530581	1.0	0.011975613296559717	5.993975903614458	True	15	True	-151	196	True	30	577	False	411
HLA-DRB4	cds	SAS	625	<20	5	0	0.9920051249199231	0.9936051240992794	1.0	0.007994875080076902	18.984	True	19	True	-606	172	True	-453	3869	False	3244
HLA-DRB4	cds	UNASSIGNED	2077	34	27	2	0.9870014090730784	0.9927798769493521	0.9975950102808623	0.012998590926921572	216.16225324987965	True	14	True	-2063	5753	False	3676	38020	False	35943
HLA-DRB5	cds	AFR	728	<20	12	1	0.9835202615399727	0.9889806146595239	0.9972715126403651	0.01647973846002726	90.9010989010989	True	32	True	-696	2908	False	2180	12953	False	12225
HLA-DRB5	cds	AMR	318	<20	11	1	0.965428633747393	0.9748625917500533	0.9938855063823439	0.03457136625260704	76.30974842767296	True	48	True	-270	2482	False	2164	6498	False	6180
HLA-DRB5	cds	EAS	496	<20	11	0	0.9778307236300539	0.9858952380509318	0.9960082637145065	0.022169276369946145	71.8891129032258	True	43	True	-453	2664	False	2168	8934	False	8438
HLA-DRB5	cds	EUR	385	<20	10	0	0.9740394951222645	0.9818448604428929	0.9974425574425574	0.02596050487773549	58.883116883116884	True	32	True	-353	2218	False	1833	6640	False	6255
HLA-DRB5	cds	MID	56	<20	1	0	0.9827694235588973	0.9649234693877551	1.0	0.017230576441102707	4.0	True	13	True	-43	72	True	16	136	False	80
HLA-DRB5	cds	SAS	524	<20	2	0	0.9961904900646815	0.9961904900646815	1.0	0.003809509935318478	7.998091603053435	True	9	True	-515	131	True	-393	1225	False	701
HLA-DRB5	cds	UNASSIGNED	971	34	27	1	0.9721957381032219	0.9845604442777314	0.9938633322184345	0.027804261896778093	398.12461380020596	True	43	True	-928	14363	False	13392	44517	False	43546
HLA-E	cds	AFR	4445	149	129	9	0.9709795388701615	0.9862734270013555	0.9907786025172348	0.02902046112983847	1073.2920134983128	True	74	True	-4371	38378	False	33933	111714	False	107269
HLA-E	cds	AMR	3033	93	80	4	0.9736243450166198	0.9868152109539684	0.9917709795773718	0.026375654983380237	892.7362347510715	True	28	True	-3005	32440	False	29407	102256	False	99223
HLA-E	cds	EAS	2432	87	77	3	0.9683398306089662	0.9847683984139217	0.99098189203069	0.03166016939103378	1074.7603481359647	True	45	True	-2387	38388	False	35956	110225	False	107793
HLA-E	cds	EUR	2483	83	70	4	0.9718095944658408	0.9854968154496311	0.9919504247445646	0.02819040553415919	695.2533225936367	True	69	True	-2414	24992	False	22509	75000	False	72517
HLA-E	cds	MID	579	22	17	1	0.9706450077779957	0.9810135226951898	0.994854263483076	0.029354992222004328	166.2504317789292	True	25	True	-554	5871	False	5292	17184	False	16605
HLA-E	cds	SAS	2211	65	55	5	0.975126424475189	0.9868870264125711	0.9932210971596823	0.024873575524810954	367.363184079602	True	18	True	-2193	13288	False	11077	41277	False	39066
HLA-E	cds	UNASSIGNED	7521	279	251	8	0.9666270612473792	0.9852396647433892	0.9892320002595347	0.03337293875262082	4216.038957585428	True	96	True	-7425	149695	False	142174	421332	False	413811
HLA-F	cds	AFR	4461	126	114	3	0.9744454932247488	0.9878973797502618	0.9923805109277476	0.025554506775251173	2291.51445864156	True	47	True	-4414	83967	False	79506	279090	False	274629
HLA-F	cds	AMR	3065	109	95	3	0.9690055328496506	0.9849971550199151	0.9905519946290819	0.03099446715034937	1612.6759108210983	True	72	True	-2993	57945	False	54880	169653	False	166588
HLA-F	cds	EAS	2437	90	81	3	0.9667634234629843	0.9835914285927188	0.9905682689014523	0.03323657653701573	1183.0512925728356	True	92	True	-2345	41936	False	39499	117660	False	115223
HLA-F	cds	EUR	2479	94	85	5	0.9657136084392605	0.9822438420984176	0.9899192669964023	0.03428639156073954	816.2085518354176	True	32	True	-2447	28433	False	25954	76934	False	74455
HLA-F	cds	MID	586	26	21	1	0.9641696557114806	0.9794971552583152	0.99326278994304	0.03583034428851939	246.12372013651876	True	24	True	-562	8426	False	7840	22571	False	21985
HLA-F	cds	SAS	2229	79	70	4	0.9685973936653649	0.9838413053478349	0.991045393201619	0.0314026063346351	691.2252131000448	True	49	True	-2180	24538	False	22309	69428	False	67199
HLA-F	cds	UNASSIGNED	7532	277	250	14	0.9668087782674522	0.9849956815887008	0.9892478266340361	0.03319122173254785	2508.846502541537	True	119	True	-7413	88202	False	80670	243032	False	235500
HLA-G	cds	AFR	4491	141	116	4	0.9741709600778952	0.9877553643726288	0.9919863525957382	0.025829039922104835	1822.6254731685592	True	170	True	-4321	66271	False	61780	216182	False	211691
HLA-G	cds	AMR	3074	104	80	4	0.9739761233684187	0.9866669695760363	0.9925219706739967	0.026023876631581344	903.7397527651269	True	138	True	-2936	32466	False	29392	103226	False	100152
HLA-G	cds	EAS	2451	74	59	2	0.9759288586731472	0.9881497094796813	0.9934744659639354	0.02407114132685284	943.8949408404733	True	68	True	-2383	34196	False	31745	117407	False	114956
HLA-G	cds	EUR	2495	91	76	0	0.9695393995655942	0.9851632288554127	0.9915886348278817	0.030460600434405793	2939.857715430862	True	104	True	-2391	108058	False	105563	326279	False	323784
HLA-G	cds	MID	585	28	16	2	0.9726612758705185	0.982917683123022	0.996610218681526	0.027338724129481462	91.89059829059829	True	64	True	-521	2935	False	2350	8315	False	7730
