gene	resolution	ancestry	n_haplotypes	S_obs	f1	f2	coverage	coverage_ci_lo	coverage_ci_hi	unseen_mass	chao1_richness	chao1_is_secondary_unstable	n_for_95.0pct_coverage	n_for_95.0pct_coverage_reliable	n_more_for_95.0pct_coverage	n_for_99.0pct_coverage	n_for_99.0pct_coverage_reliable	n_more_for_99.0pct_coverage	n_for_99.9pct_coverage	n_for_99.9pct_coverage_reliable	n_more_for_99.9pct_coverage
HLA-DMA	cds	EUR	2455	<20	8	1	0.9967416761356034	0.9975461567762249	1.0	0.0032583238643966173	46.98696537678208	True	21	True	-2434	117	True	-2338	14051	False	11596
HLA-DMA	cds	MID	588	<20	2	0	0.9966044240825582	0.9965619071577837	1.0	0.0033955759174417732	8.998299319727892	True	21	True	-567	155	True	-433	1307	False	719
HLA-DMA	cds	SAS	2208	<20	9	3	0.9959251439318842	0.9963776322484285	0.9995491442934374	0.004074856068115751	30.49388586956522	True	13	True	-2195	145	True	-2063	6860	False	4652
HLA-DMA	cds	UNASSIGNED	7485	21	12	1	0.9983968292893548	0.9989312314265658	0.9998664717247877	0.0016031707106451965	92.99038076152304	True	16	True	-7469	151	True	-7334	28680	False	21195
HLA-DMB	cds	AFR	4414	<20	8	0	0.998187687625909	0.9986407913847316	0.9997738580755214	0.001812312374090963	44.993656547349346	True	20	True	-4394	185	True	-4229	14911	False	10497
HLA-DMB	cds	AMR	3020	<20	8	0	0.9973512127205838	0.998013464370159	1.0	0.002648787279416198	43.99072847682119	True	20	True	-3000	154	True	-2866	14784	False	11764
HLA-DMB	cds	EAS	2428	20	8	1	0.9967054464488273	0.9975291696661716	1.0	0.0032945535511726964	51.986820428336074	True	24	True	-2404	358	True	-2070	14004	False	11576
HLA-DMB	cds	EUR	2473	<20	6	0	0.9975741241214746	0.9979784912780404	1.0	0.0024258758785253853	27.99393449251921	True	24	True	-2449	115	True	-2358	9046	False	6573
HLA-DMB	cds	MID	583	<20	1	2	0.9982964424332188	0.9948600900416452	1.0	0.0017035575667811997	8.249571183533448	True	16	True	-567	210	True	-373	661	True	78
HLA-DMB	cds	SAS	2211	<20	6	0	0.9972867050388506	0.9977389890608812	1.0	0.0027132949611493595	28.993215739484395	True	25	True	-2186	169	True	-2042	8830	False	6619
HLA-DMB	cds	UNASSIGNED	7459	32	18	5	0.9975869876313413	0.998387929095765	0.9994640234473577	0.0024130123686586513	64.39565625418956	True	22	True	-7437	157	True	-7302	19285	False	11826
HLA-DOA	cds	AFR	4430	26	10	3	0.9977429694185351	0.9981885920612453	0.9995489426440837	0.0022570305814648695	42.66290443942815	True	33	True	-4397	182	True	-4248	10440	False	6010
HLA-DOA	cds	AMR	3016	29	13	2	0.9956900950147392	0.997016349444367	0.9993381870671875	0.004309904985260848	71.23599137931035	True	42	True	-2974	525	True	-2491	17332	False	14316
HLA-DOA	cds	EAS	2426	<20	5	4	0.9979403531714213	0.997115271680108	1.0	0.0020596468285787317	20.12371187139324	True	10	True	-2416	358	True	-2068	3522	True	1096
HLA-DOA	cds	EUR	2462	<20	3	3	0.9987824679340346	0.9983654803060604	1.0	0.001217532065965421	15.499390739236393	True	24	True	-2438	143	True	-2319	2705	True	243
HLA-DOA	cds	MID	579	<20	4	2	0.9931034688477841	0.9930975081467018	1.0	0.00689653115221589	17.993091537132987	True	46	True	-533	355	True	-224	1697	False	1118
HLA-DOA	cds	SAS	2216	27	14	2	0.9936831252870778	0.9954881692128913	0.9990991099772126	0.006316874712922194	75.9778880866426	True	43	True	-2173	546	True	-1670	16507	False	14291
HLA-DOA	cds	UNASSIGNED	7482	39	16	3	0.9978616415385743	0.9983963990580247	0.9994657049784801	0.002138358461425738	81.6609640915976	True	61	True	-7421	401	True	-7081	22645	False	15163
HLA-DOB	cds	AFR	4467	24	10	3	0.9977616618096332	0.9982092868506791	0.99977644145802	0.0022383381903667843	40.66293560182076	True	33	True	-4434	194	True	-4273	10465	False	5998
HLA-DOB	cds	AMR	3044	21	5	2	0.9983578561586038	0.9983494328468694	1.0	0.0016421438413961598	27.247946780551906	True	48	True	-2996	256	True	-2788	4931	True	1887
HLA-DOB	cds	EAS	2466	<20	5	1	0.9979727539446014	0.998368131060546	1.0	0.0020272460553986127	27.49493106244931	True	45	True	-2421	142	True	-2324	6822	False	4356
HLA-DOB	cds	EUR	2475	23	10	1	0.9959599225624608	0.9971619590781489	0.9995969452327859	0.004040077437539202	72.97979797979798	True	50	True	-2425	258	True	-2217	19748	False	17273
HLA-DOB	cds	MID	588	<20	3	0	0.9949037470915763	0.9949037470915763	1.0	0.0050962529084237485	14.994897959183675	True	47	True	-541	134	True	-454	2023	False	1435
HLA-DOB	cds	SAS	2235	<20	9	0	0.9959735548841624	0.9973158367434395	0.9995537811244782	0.004026445115837607	54.98389261744966	True	40	True	-2195	207	True	-2028	16239	False	14004
HLA-DOB	cds	UNASSIGNED	7505	28	11	2	0.9985343814821067	0.9988009051086483	0.9998667918869144	0.0014656185178932857	58.24596935376415	True	52	True	-7453	179	True	-7326	15394	False	7889
HLA-DPA1	cds	AFR	4413	53	29	6	0.9934291229548776	0.9959159032467475	0.9981940557632482	0.006570877045122381	123.06745222448826	True	68	True	-4345	1314	True	-3099	24488	False	20075
HLA-DPA1	cds	AMR	3006	22	7	0	0.9976715454072287	0.9980044347370469	1.0	0.002328454592771312	42.99301397205589	True	46	True	-2960	425	True	-2581	11896	False	8890
HLA-DPA1	cds	EAS	2433	<20	7	5	0.9971245825845468	0.9971232315132839	0.9995906679013954	0.002875417415453163	21.897986025482943	True	19	True	-2414	119	True	-2314	4232	True	1799
HLA-DPA1	cds	EUR	2452	<20	9	0	0.9963298596735302	0.9975431632445407	0.9996039811599284	0.0036701403264698396	52.98531810766721	True	28	True	-2424	233	True	-2219	16794	False	14342
HLA-DPA1	cds	MID	585	<20	8	2	0.9863364845400774	0.988040039286983	0.9983193760971538	0.013663515459922615	31.972649572649573	True	42	True	-543	950	True	365	3641	False	3056
HLA-DPA1	cds	SAS	2201	<20	8	0	0.9963657014936915	0.9972747818782712	1.0	0.0036342985063084754	43.98727850976829	True	25	True	-2176	231	True	-1970	13558	False	11357
HLA-DPA1	cds	UNASSIGNED	7454	49	27	5	0.9963779637342242	0.9978536427685568	0.9990646179688377	0.003622036265775841	121.89022001609874	True	72	True	-7382	550	True	-6904	33354	False	25900
HLA-DPA2	cds	UNASSIGNED	<20	<20	1	0	1.0	1.0	1.0	0.0	1.0	True	1	True	0	1	True	0	1	True	0
HLA-DPB1	cds	AFR	4339	75	27	5	0.9937778992885403	0.9956221678402978	0.9981574279233374	0.006222100711459677	147.88319889375433	True	163	True	-4176	1887	True	-2452	25752	False	21413
HLA-DPB1	cds	AMR	2949	65	25	6	0.9915239301097457	0.9942369266858152	0.997628618046082	0.00847606989025429	117.065671979202	True	173	True	-2776	2070	True	-879	16077	False	13128
HLA-DPB1	cds	EAS	2380	45	17	3	0.9928582023924307	0.9949593780666283	0.99832250080649	0.007141797607569278	93.14642857142857	True	107	True	-2273	1071	True	-1309	15633	False	13253
HLA-DPB1	cds	EUR	2401	38	15	2	0.9937532971601425	0.9954196165897323	0.9987525996170481	0.00624670283985751	94.22657226155769	True	110	True	-2291	588	True	-1813	18891	False	16490
HLA-DPB1	cds	MID	576	28	11	2	0.9809148474394761	0.984386917175481	0.9965636354943583	0.0190851525605239	58.197482638888886	True	109	True	-467	1599	False	1023	5241	False	4665
HLA-DPB1	cds	SAS	2175	41	14	6	0.9935657552201304	0.9949442094880769	0.9986236546401128	0.006434244779869647	57.32582375478927	True	102	True	-2073	1006	True	-1169	6898	False	4723
HLA-DPB1	cds	UNASSIGNED	7339	89	37	9	0.9949587754219716	0.9965938003703961	0.9986378258622582	0.005041224578028358	165.04519235136485	True	176	True	-7163	1733	True	-5606	31740	False	24401
HLA-DPB2	cds	AFR	<20	<20	2	0	0.6799999999999999	0.6799999999999999	1.0	0.32000000000000006	3.8	True	14	False	9	21	False	16	31	False	26
HLA-DPB2	cds	EAS	<20	<20	2	0	0.5	0.5	1.0	0.5	2.5	True	6	False	4	8	False	6	11	False	9
HLA-DPB2	cds	EUR	<20	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-2	1	True	-2	1	True	-2
HLA-DPB2	cds	MID	<20	<20	1	0	1.0	1.0	1.0	0.0	1.0	True	1	True	0	1	True	0	1	True	0
HLA-DPB2	cds	SAS	<20	<20	1	1	0.8333333333333334	0.8333333333333334	1.0	0.16666666666666663	2.3333333333333335	True	5	True	2	8	False	5	11	False	8
HLA-DPB2	cds	UNASSIGNED	<20	<20	3	2	0.6493506493506493	0.4725274725274725	1.0	0.35064935064935066	6.928571428571429	True	17	False	10	25	False	18	37	False	30
HLA-DQA1	cds	AFR	4363	37	14	3	0.9967915139538588	0.9974793190765652	0.9995418125234444	0.0032084860461412124	69.65917946367179	True	65	True	-4298	353	True	-4010	16230	False	11867
HLA-DQA1	cds	AMR	3019	28	8	2	0.9973505548729725	0.9976815709267283	0.9996696456518799	0.002649445127027472	43.994700231864854	True	56	True	-2963	239	True	-2780	8901	False	5882
HLA-DQA1	cds	EAS	2427	27	5	2	0.9979405225632817	0.9979401830516699	1.0	0.0020594774367183044	33.247424804285124	True	58	True	-2369	306	True	-2121	4619	True	2192
HLA-DQA1	cds	EUR	2440	30	9	3	0.9963124833411354	0.9963124833411354	0.9991823476913254	0.003687516658864576	43.49446721311475	True	57	True	-2383	431	True	-2009	7215	False	4775
HLA-DQA1	cds	MID	580	24	6	0	0.9896611245585493	0.9896611245585493	0.9983475060008197	0.010338875441450734	38.974137931034484	True	82	True	-498	638	True	58	4639	False	4059
HLA-DQA1	cds	SAS	2214	29	11	0	0.9950320251473892	0.996838709861743	0.999549550099677	0.004967974852610801	83.97515808491417	True	65	True	-2149	313	True	-1901	21726	False	19512
HLA-DQA1	cds	UNASSIGNED	7399	50	19	5	0.9974322680930561	0.9981079976391612	0.9993279715434729	0.0025677319069439264	86.0951209622922	True	77	True	-7322	475	True	-6924	20655	False	13256
HLA-DQA2	cds	AFR	4457	33	11	2	0.9975321735680546	0.9979809058955673	0.9995516726318533	0.00246782643194543	63.24321292349114	True	51	True	-4406	473	True	-3984	15527	False	11070
HLA-DQA2	cds	AMR	3048	23	4	5	0.998688739903577	0.9983597953730877	1.0	0.001311260096423017	24.599475065616797	True	57	True	-2991	304	True	-2744	3379	True	331
HLA-DQA2	cds	EAS	2445	<20	8	2	0.9967286856140888	0.9971373489713499	0.9995920119922987	0.003271314385911217	33.993456032719834	True	28	True	-2417	149	True	-2296	8239	False	5794
HLA-DQA2	cds	EUR	2468	<20	3	0	0.9987847692391559	0.9987847692391559	1.0	0.001215230760844066	16.998784440842787	True	34	True	-2434	184	True	-2284	3190	True	722
HLA-DQA2	cds	MID	595	<20	1	1	0.998324967570921	0.9966443047807358	1.0	0.0016750324290789598	13.499159663865546	True	47	True	-548	208	True	-387	749	True	154
HLA-DQA2	cds	SAS	2231	<20	4	2	0.9982078856647126	0.9977592544599477	1.0	0.0017921143352873647	18.998207082026	True	26	True	-2205	163	True	-2068	3533	True	1302
HLA-DQA2	cds	UNASSIGNED	7484	33	12	5	0.9983967579120278	0.9986605462099327	0.9995993242173526	0.0016032420879722453	47.39807589524319	True	55	True	-7429	171	True	-7313	11723	True	4239
HLA-DQB1	cds	AFR	4312	45	13	8	0.996986018176384	0.9972173886899464	0.9993046999426846	0.0030139818236160076	55.560050440630796	True	79	True	-4233	784	True	-3528	8177	True	3865
HLA-DQB1	cds	AMR	2960	33	12	3	0.9959466308680703	0.9969512532565736	0.9993252535375473	0.004053369131929663	56.991891891891896	True	72	True	-2888	350	True	-2610	11244	False	8284
HLA-DQB1	cds	EAS	2411	27	8	1	0.9966822189089345	0.9970969845612383	0.9995866236711017	0.003317781091065508	58.986727498963084	True	64	True	-2347	200	True	-2211	13973	False	11562
HLA-DQB1	cds	EUR	2425	22	5	0	0.9979384845139705	0.99835085563396	1.0	0.002061515486029508	31.995876288659794	True	53	True	-2372	190	True	-2235	6810	False	4385
HLA-DQB1	cds	MID	573	28	10	2	0.9825601886914409	0.9877896941673006	0.998272915572142	0.017439811308559094	52.956369982548	True	89	True	-484	1369	False	796	4663	False	4090
HLA-DQB1	cds	SAS	2196	32	11	4	0.99499255165744	0.9954474999861268	0.9990913333879157	0.00500744834255995	47.11811247723133	True	60	True	-2136	441	True	-1755	7059	False	4863
HLA-DQB1	cds	UNASSIGNED	7303	58	31	2	0.9957552441168622	0.9975355182381416	0.9989049412468837	0.004244755883137774	298.21710256059157	True	75	True	-7228	508	True	-6795	89116	False	81813
HLA-DQB2	cds	AFR	4429	35	14	5	0.9968395253988886	0.9975168740835895	0.999323270240665	0.0031604746011113516	54.59557462181079	True	52	True	-4377	544	True	-3885	11564	False	7135
HLA-DQB2	cds	AMR	3026	28	12	2	0.9960348057397079	0.9970264264742849	0.9993401575674216	0.003965194260292071	63.9881031064111	True	32	True	-2994	506	True	-2520	15528	False	12502
HLA-DQB2	cds	EAS	2448	<20	4	2	0.9983666805502157	0.9983663468792352	1.0	0.0016333194497842873	19.998366013071895	True	44	True	-2404	142	True	-2306	3649	True	1201
HLA-DQB2	cds	EUR	2468	23	12	2	0.9951384202526191	0.9963542995090375	0.9991899637826903	0.004861579747380884	58.985413290113456	True	24	True	-2444	318	True	-2150	14173	False	11705
HLA-DQB2	cds	MID	584	<20	5	2	0.9914500884615204	0.9897376157711388	1.0	0.008549911538479615	23.23929794520548	True	57	True	-527	481	True	-103	2149	False	1565
HLA-DQB2	cds	SAS	2213	23	10	2	0.9954820641623686	0.9968372815374428	0.9995493471033735	0.004517935837631382	47.98870311793945	True	40	True	-2173	277	True	-1936	10554	False	8341
HLA-DQB2	cds	UNASSIGNED	7475	44	19	5	0.9974583729601902	0.9981272683819493	0.9994650627704589	0.0025416270398097573	80.09517056856187	True	60	True	-7415	539	True	-6936	20722	False	13247
HLA-DRA	cds	AFR	4325	<20	9	1	0.9979191820834498	0.9983816098275444	0.9997693196155683	0.002080817916550237	59.49063583815029	True	21	True	-4304	157	True	-4168	18584	False	14259
HLA-DRA	cds	AMR	2976	<20	4	1	0.9986561398373455	0.9986561398373455	1.0	0.001343860162654531	18.997311827956988	True	13	True	-2963	118	True	-2858	4735	True	1759
HLA-DRA	cds	EAS	2393	21	13	1	0.9945678378882692	0.9962400784213545	0.9991663375397221	0.005432162111730809	105.46468867530297	True	17	True	-2376	301	True	-2092	28707	False	26314
HLA-DRA	cds	EUR	2430	<20	2	0	0.9991772934342664	0.9991772934342664	1.0	0.0008227065657335775	8.999588477366256	True	14	True	-2416	49	True	-2381	1589	True	-841
HLA-DRA	cds	MID	581	<20	0	0	1.0	0.9982847442790307	1.0	0.0	5.0	True	13	True	-568	76	True	-505	341	True	-240
HLA-DRA	cds	SAS	2174	<20	8	1	0.9963205705062951	0.9972405336915358	0.9995417056311787	0.003679429493704922	45.98528058877645	True	17	True	-2157	95	True	-2079	13499	False	11325
HLA-DRA	cds	UNASSIGNED	7330	<20	10	1	0.9986357807477597	0.9990416470501937	0.9998637249619615	0.001364219252240284	68.99317871759891	True	19	True	-7311	103	True	-7227	18712	False	11382
HLA-DRB1	cds	AFR	4308	71	19	11	0.9955907861167417	0.996286841694621	0.9986081068193741	0.004409213883258323	87.40528192791425	True	158	True	-4150	1512	True	-2796	9828	False	5520
HLA-DRB1	cds	AMR	2944	70	16	4	0.9945661405750327	0.9952454883787177	0.9986422443416696	0.0054338594249673244	101.98913043478261	True	190	True	-2754	1269	True	-1675	12908	False	9964
HLA-DRB1	cds	EAS	2366	60	21	7	0.9911267616202529	0.99365004846247	0.9978902968642229	0.008873238379747073	91.48668639053254	True	147	True	-2219	1954	True	-412	10112	False	7746
HLA-DRB1	cds	EUR	2386	51	16	4	0.9932956217915483	0.9949717163436612	0.998326387261622	0.006704378208451711	82.98658843252305	True	150	True	-2236	1035	True	-1351	11464	False	9078
HLA-DRB1	cds	MID	566	40	7	5	0.9876637004888178	0.9858843058144108	0.99654695857102	0.012336299511182203	44.89134275618375	True	175	True	-391	650	True	84	1561	False	995
HLA-DRB1	cds	SAS	2164	58	15	5	0.9930705276266214	0.9944564221012971	0.998155429998778	0.006929472373378598	80.48960258780036	True	194	True	-1970	1321	True	-843	8446	False	6282
HLA-DRB1	cds	UNASSIGNED	7252	103	38	10	0.9947604465030405	0.9965493514049938	0.9983493007502134	0.0052395534969594815	175.19004412575842	True	197	True	-7055	1831	True	-5421	30071	False	22819
HLA-DRB3	cds	AFR	2186	<20	6	0	0.9972556794108831	0.9977131359397402	1.0	0.0027443205891168887	26.99313815187557	True	15	True	-2171	32	True	-2154	8804	False	6618
HLA-DRB3	cds	AMR	1068	<20	5	1	0.9953201064717445	0.9953201064717445	1.0	0.0046798935282554854	22.488295880149813	True	13	True	-1055	83	True	-985	5186	False	4118
HLA-DRB3	cds	EAS	912	<20	2	2	0.9978118214484734	0.9967129317810064	1.0	0.0021881785515266428	8.99890350877193	True	16	True	-896	44	True	-868	1270	True	358
HLA-DRB3	cds	EUR	960	<20	5	0	0.9947938381627406	0.995809517184236	1.0	0.005206161837259415	19.989583333333332	True	10	True	-950	162	True	-798	4917	False	3957
HLA-DRB3	cds	MID	284	<20	2	1	0.9929825431462012	0.9894614455239072	1.0	0.007017456853798842	9.992957746478874	True	20	True	-264	202	True	-82	837	False	553
HLA-DRB3	cds	SAS	844	<20	4	1	0.995263472835202	0.995263472835202	1.0	0.004736527164797999	16.990521327014218	True	20	True	-824	48	True	-796	3468	False	2624
HLA-DRB3	cds	UNASSIGNED	3265	<20	6	2	0.9981627029831371	0.9984687940796373	1.0	0.00183729701686286	23.997243491577336	True	19	True	-3246	136	True	-3129	6244	True	2979
HLA-DRB4	cds	AFR	712	<20	0	0	1.0	1.0	1.0	0.0	3.0	True	6	True	-706	37	True	-675	132	True	-580
HLA-DRB4	cds	AMR	947	<20	1	0	0.9989462615677311	0.9989462615677311	1.0	0.001053738432268858	5.0	True	12	True	-935	32	True	-915	972	True	25
HLA-DRB4	cds	EAS	696	<20	4	2	0.9942611309287884	0.9942210856887671	1.0	0.005738869071211572	13.99425287356322	True	8	True	-688	346	True	-350	1912	False	1216
HLA-DRB4	cds	EUR	664	<20	3	0	0.9954864662063624	0.9954864662063624	1.0	0.004513533793637614	8.995481927710843	True	10	True	-654	48	True	-616	2164	False	1500
HLA-DRB4	cds	MID	155	<20	2	0	0.9871800208116546	0.9807285873192436	1.0	0.012819979188345432	5.993548387096774	True	15	True	-140	194	True	39	550	False	395
HLA-DRB4	cds	SAS	466	<20	1	0	0.9978632675005285	0.9978632675005285	1.0	0.0021367324994715498	5.0	True	19	True	-447	88	True	-378	643	True	177
HLA-DRB4	cds	UNASSIGNED	1823	<20	4	1	0.9978064165626385	0.9972578702435035	1.0	0.002193583437361535	17.995611629182665	True	11	True	-1812	83	True	-1740	4686	False	2863
HLA-DRB5	cds	AFR	713	<20	4	1	0.9943938387342831	0.9943938387342831	1.0	0.005606161265716891	17.988779803646565	True	17	True	-696	290	True	-423	3169	False	2456
HLA-DRB5	cds	AMR	307	<20	2	1	0.9935065624038452	0.9902492564792522	1.0	0.0064934375961548385	8.993485342019543	True	16	True	-291	171	True	-136	881	False	574
HLA-DRB5	cds	EAS	447	<20	3	0	0.9932986076329761	0.9932986076329761	1.0	0.0067013923670239395	10.993288590604028	True	22	True	-425	136	True	-311	1721	False	1274
HLA-DRB5	cds	EUR	378	<20	3	0	0.9920775017862397	0.9920775017862397	1.0	0.007922498213760343	9.992063492063492	True	20	True	-358	159	True	-219	1550	False	1172
HLA-DRB5	cds	MID	56	<20	1	0	0.9827694235588973	0.9649234693877551	1.0	0.017230576441102707	4.0	True	13	True	-43	72	True	16	136	False	80
HLA-DRB5	cds	SAS	520	<20	0	0	1.0	0.9980843053299867	1.0	0.0	5.0	True	8	True	-512	96	True	-424	257	True	-263
HLA-DRB5	cds	UNASSIGNED	929	<20	1	0	0.9989258886303922	0.9989258886303922	1.0	0.0010741113696077775	6.0	True	15	True	-914	78	True	-851	963	True	34
HLA-E	cds	AFR	4318	32	21	0	0.9951367446212293	0.9972211475027934	0.9990741840319916	0.004863255378770748	241.95136637332098	True	24	True	-4294	385	True	-3933	76016	False	71698
HLA-E	cds	AMR	2965	27	15	3	0.9949416607144523	0.9962905056870556	0.9989897918159112	0.005058339285547664	64.48735244519392	True	15	True	-2950	588	True	-2377	14978	False	12013
HLA-E	cds	EAS	2358	<20	9	2	0.9961839256796455	0.9970317423381799	0.9995769886111766	0.003816074320354468	37.24141221374046	True	11	True	-2347	178	True	-2180	9461	False	7103
HLA-E	cds	EUR	2411	<20	4	1	0.9983412815028541	0.9983412815028541	1.0	0.001658718497145939	21.996681874740773	True	20	True	-2391	211	True	-2200	4851	False	2440
HLA-E	cds	MID	563	<20	1	1	0.9982300996435005	0.996453911896747	1.0	0.0017699003564994875	6.49911190053286	True	14	True	-549	53	True	-510	724	True	161
HLA-E	cds	SAS	2153	<20	6	1	0.9972136224914528	0.9976780906620143	0.9995492381389821	0.0027863775085471554	29.99163957268927	True	11	True	-2142	118	True	-2035	8770	False	6617
HLA-E	cds	UNASSIGNED	7252	39	25	2	0.9965527511908269	0.9977938642057396	0.9991766157910711	0.0034472488091731313	195.22845421952564	True	17	True	-7235	214	True	-7038	63339	False	56087
HLA-F	cds	AFR	4349	<20	7	1	0.9983905403429241	0.9986205840014182	0.9997704843750956	0.001609459657075929	41.49436652103932	True	15	True	-4334	158	True	-4191	11592	False	7243
HLA-F	cds	AMR	2975	24	12	1	0.9959666125906793	0.9969752419458632	0.9993288594390425	0.004033387409320688	95.97579831932772	True	21	True	-2954	473	True	-2502	27862	False	24887
HLA-F	cds	EAS	2362	<20	11	1	0.9953432883291523	0.9966137569172997	0.9995780685729192	0.004656711670847691	78.47438611346317	True	14	True	-2348	204	True	-2158	22339	False	19977
HLA-F	cds	EUR	2393	<20	9	1	0.9962393798757756	0.9974930363576687	0.9995835161219947	0.003760620124224401	54.483075637275384	True	14	True	-2379	69	True	-2324	16652	False	14259
HLA-F	cds	MID	570	<20	7	0	0.9877254617094807	0.9912342324022209	1.0	0.012274538290519277	31.96315789473684	True	14	True	-556	979	True	409	5565	False	4995
HLA-F	cds	SAS	2163	<20	11	1	0.9949148982855252	0.9967526343348321	0.9995389586350787	0.005085101714474849	77.47202958853444	True	17	True	-2146	131	True	-2032	21503	False	19340
HLA-F	cds	UNASSIGNED	7288	53	37	6	0.9949233873072074	0.9971152403093871	0.9986316496545882	0.005076612692792581	167.06767974753018	True	15	True	-7273	528	True	-6760	43792	False	36504
HLA-G	cds	AFR	4053	36	15	3	0.9962994030604704	0.9972863232702016	0.9992606651180899	0.003700596939529621	73.49074759437454	True	73	True	-3980	496	True	-3557	17309	False	13256
HLA-G	cds	AMR	2938	28	8	2	0.9972775227032429	0.9976176585775134	0.9996605570008819	0.00272247729675712	43.99455411844792	True	46	True	-2892	580	True	-2358	8822	False	5884
HLA-G	cds	EAS	2341	22	11	1	0.9953015184256513	0.9965830220459421	0.9995735701670845	0.004698481574348712	82.47415634344298	True	26	True	-2315	324	True	-2017	22255	False	19914
HLA-G	cds	EUR	2405	25	11	0	0.9954265413238415	0.9966742883773452	0.9995852347719567	0.004573458676158548	79.97713097713098	True	44	True	-2361	426	True	-1979	22507	False	20102
HLA-G	cds	MID	546	<20	3	2	0.9945189039148771	0.9944664199071265	1.0	0.005481096085122927	16.24587912087912	True	40	True	-506	211	True	-335	1243	False	697
HLA-G	cds	SAS	2179	27	15	3	0.9931173723336822	0.9949530661697727	0.9990834207961792	0.006882627666317753	64.4827902707664	True	32	True	-2147	344	True	-1835	12684	False	10505
HLA-G	cds	UNASSIGNED	7200	59	30	5	0.9958335262524308	0.9975001929131427	0.9988892765388064	0.004166473747569177	148.9875	True	50	True	-7150	936	True	-6264	38022	False	30822
HLA-H	cds	AFR	376	<20	1	0	0.9973545346802867	0.9973545346802867	1.0	0.002645465319713325	3.0	True	4	True	-372	36	True	-340	559	True	183
HLA-H	cds	AMR	173	<20	0	0	1.0	0.994286093947246	1.0	0.0	2.0	True	1	True	-172	42	True	-131	131	True	-42
HLA-H	cds	EAS	31	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-30	1	True	-30	1	True	-30
HLA-H	cds	EUR	364	<20	1	0	0.9972678006924582	0.9972678006924582	1.0	0.0027321993075417605	2.0	True	1	True	-363	1	True	-363	547	True	183
HLA-H	cds	MID	50	<20	1	0	0.9807843137254902	0.9807843137254902	1.0	0.019215686274509758	2.0	True	1	True	-49	67	True	17	124	False	74
HLA-H	cds	SAS	165	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-164	1	True	-164	1	True	-164
HLA-H	cds	UNASSIGNED	761	<20	1	0	0.99868938853077	0.99868938853077	1.0	0.0013106114692299498	3.0	True	1	True	-760	29	True	-732	864	True	103
HLA-HFE	cds	AFR	265	<20	3	0	0.9887077610379735	0.9887077610379735	1.0	0.011292238962026468	9.98867924528302	True	24	True	-241	314	True	49	1227	False	962
HLA-HFE	cds	AMR	672	<20	5	2	0.9925683841562823	0.9925639566222676	1.0	0.007431615843717654	16.240699404761905	True	13	True	-659	386	True	-286	2356	False	1684
HLA-HFE	cds	EAS	322	<20	1	0	0.9969136395977155	0.9969136395977155	1.0	0.0030863604022844937	4.0	True	7	True	-315	74	True	-248	504	True	182
HLA-HFE	cds	EUR	344	<20	3	0	0.9912959871878736	0.9912959871878736	1.0	0.008704012812126405	9.991279069767442	True	20	True	-324	108	True	-236	1459	False	1115
HLA-HFE	cds	MID	74	<20	2	0	0.9733382030679328	0.9733382030679328	1.0	0.02666179693206716	4.986486486486487	True	13	True	-61	147	True	73	316	False	242
HLA-HFE	cds	SAS	326	<20	3	0	0.9908163841985294	0.9908163841985294	1.0	0.009183615801470646	7.99079754601227	True	8	True	-318	57	True	-269	1409	False	1083
HLA-HFE	cds	UNASSIGNED	947	<20	5	1	0.9947224004977234	0.9947224004977234	1.0	0.005277599502276575	22.486800422386484	True	14	True	-933	158	True	-789	4882	False	3935
HLA-J	cds	AFR	3643	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-3642	1	True	-3642	1	True	-3642
HLA-J	cds	AMR	2428	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-2427	1	True	-2427	1	True	-2427
HLA-J	cds	EAS	1825	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-1824	1	True	-1824	1	True	-1824
HLA-J	cds	EUR	2145	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-2144	1	True	-2144	1	True	-2144
HLA-J	cds	MID	501	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-500	1	True	-500	1	True	-500
HLA-J	cds	SAS	1798	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-1797	1	True	-1797	1	True	-1797
HLA-J	cds	UNASSIGNED	6041	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-6040	1	True	-6040	1	True	-6040
HLA-K	cds	AFR	361	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-360	1	True	-360	1	True	-360
HLA-K	cds	AMR	153	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-152	1	True	-152	1	True	-152
HLA-K	cds	EAS	31	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-30	1	True	-30	1	True	-30
HLA-K	cds	EUR	342	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-341	1	True	-341	1	True	-341
HLA-K	cds	MID	44	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-43	1	True	-43	1	True	-43
