gene	category	ancestry	occurrence_k	n_alleles	share_of_S_obs
HLA-DQA2	known	SAS	15	1	0.0526
HLA-DQA2	known	SAS	16	1	0.0526
HLA-DQA2	known	SAS	22	1	0.0526
HLA-DQA2	known	SAS	29	2	0.1053
HLA-DQA2	known	SAS	31	1	0.0526
HLA-DQA2	known	SAS	32	1	0.0526
HLA-DQA2	known	SAS	34	1	0.0526
HLA-DQA2	known	SAS	69	1	0.0526
HLA-DQA2	known	SAS	105	1	0.0526
HLA-DQA2	known	SAS	162	1	0.0526
HLA-DQA2	known	SAS	168	1	0.0526
HLA-DQA2	known	SAS	196	1	0.0526
HLA-DQA2	known	SAS	423	1	0.0526
HLA-DQA2	known	POOLED	2	2	0.08
HLA-DQA2	known	POOLED	3	1	0.04
HLA-DQA2	known	POOLED	10	1	0.04
HLA-DQA2	known	POOLED	12	1	0.04
HLA-DQA2	known	POOLED	14	1	0.04
HLA-DQA2	known	POOLED	19	1	0.04
HLA-DQA2	known	POOLED	30	1	0.04
HLA-DQA2	known	POOLED	56	1	0.04
HLA-DQA2	known	POOLED	64	1	0.04
HLA-DQA2	known	POOLED	160	1	0.04
HLA-DQA2	known	POOLED	264	1	0.04
HLA-DQA2	known	POOLED	337	1	0.04
HLA-DQA2	known	POOLED	465	1	0.04
HLA-DQA2	known	POOLED	477	1	0.04
HLA-DQA2	known	POOLED	583	1	0.04
HLA-DQA2	known	POOLED	685	1	0.04
HLA-DQA2	known	POOLED	747	1	0.04
HLA-DQA2	known	POOLED	791	1	0.04
HLA-DQA2	known	POOLED	892	1	0.04
HLA-DQA2	known	POOLED	950	1	0.04
HLA-DQA2	known	POOLED	977	1	0.04
HLA-DQA2	known	POOLED	1163	1	0.04
HLA-DQA2	known	POOLED	1800	1	0.04
HLA-DQA2	known	POOLED	2690	1	0.04
HLA-DQA2	novel	AFR	1	88	0.7857
HLA-DQA2	novel	AFR	2	6	0.0536
HLA-DQA2	novel	AFR	3	1	0.0089
HLA-DQA2	novel	AFR	4	2	0.0179
HLA-DQA2	novel	AFR	9	1	0.0089
HLA-DQA2	novel	AFR	12	2	0.0179
HLA-DQA2	novel	AFR	13	1	0.0089
HLA-DQA2	novel	AFR	14	1	0.0089
HLA-DQA2	novel	AFR	20	1	0.0089
HLA-DQA2	novel	AFR	36	1	0.0089
HLA-DQA2	novel	AFR	65	1	0.0089
HLA-DQA2	novel	AFR	92	1	0.0089
HLA-DQA2	novel	AFR	159	1	0.0089
HLA-DQA2	novel	AFR	219	1	0.0089
HLA-DQA2	novel	AFR	498	1	0.0089
HLA-DQA2	novel	AFR	506	1	0.0089
HLA-DQA2	novel	AFR	616	1	0.0089
HLA-DQA2	novel	AFR	964	1	0.0089
HLA-DQA2	novel	AMR	1	88	0.8148
HLA-DQA2	novel	AMR	2	5	0.0463
HLA-DQA2	novel	AMR	3	2	0.0185
HLA-DQA2	novel	AMR	5	2	0.0185
HLA-DQA2	novel	AMR	10	2	0.0185
HLA-DQA2	novel	AMR	37	1	0.0093
HLA-DQA2	novel	AMR	39	1	0.0093
HLA-DQA2	novel	AMR	46	1	0.0093
HLA-DQA2	novel	AMR	71	1	0.0093
HLA-DQA2	novel	AMR	107	1	0.0093
HLA-DQA2	novel	AMR	146	1	0.0093
HLA-DQA2	novel	AMR	177	1	0.0093
HLA-DQA2	novel	AMR	622	1	0.0093
HLA-DQA2	novel	AMR	698	1	0.0093
HLA-DQA2	novel	EAS	1	48	0.8
HLA-DQA2	novel	EAS	2	2	0.0333
HLA-DQA2	novel	EAS	3	3	0.05
HLA-DQA2	novel	EAS	4	1	0.0167
HLA-DQA2	novel	EAS	7	1	0.0167
HLA-DQA2	novel	EAS	36	1	0.0167
HLA-DQA2	novel	EAS	88	1	0.0167
HLA-DQA2	novel	EAS	143	1	0.0167
HLA-DQA2	novel	EAS	223	1	0.0167
HLA-DQA2	novel	EAS	668	1	0.0167
HLA-DQA2	novel	EUR	1	87	0.8614
HLA-DQA2	novel	EUR	2	3	0.0297
HLA-DQA2	novel	EUR	3	1	0.0099
HLA-DQA2	novel	EUR	5	1	0.0099
HLA-DQA2	novel	EUR	8	1	0.0099
HLA-DQA2	novel	EUR	11	1	0.0099
HLA-DQA2	novel	EUR	67	2	0.0198
HLA-DQA2	novel	EUR	86	1	0.0099
HLA-DQA2	novel	EUR	123	1	0.0099
HLA-DQA2	novel	EUR	157	1	0.0099
HLA-DQA2	novel	EUR	931	1	0.0099
HLA-DQA2	novel	EUR	1098	1	0.0099
HLA-DQA2	novel	MID	1	10	0.5
HLA-DQA2	novel	MID	2	1	0.05
HLA-DQA2	novel	MID	4	1	0.05
HLA-DQA2	novel	MID	9	1	0.05
HLA-DQA2	novel	MID	14	1	0.05
HLA-DQA2	novel	MID	18	1	0.05
HLA-DQA2	novel	MID	27	1	0.05
HLA-DQA2	novel	MID	32	1	0.05
HLA-DQA2	novel	MID	48	1	0.05
HLA-DQA2	novel	MID	110	1	0.05
HLA-DQA2	novel	MID	155	1	0.05
HLA-DQA2	novel	SAS	1	33	0.7674
HLA-DQA2	novel	SAS	2	3	0.0698
HLA-DQA2	novel	SAS	7	1	0.0233
HLA-DQA2	novel	SAS	8	1	0.0233
HLA-DQA2	novel	SAS	62	1	0.0233
HLA-DQA2	novel	SAS	199	1	0.0233
HLA-DQA2	novel	SAS	220	1	0.0233
HLA-DQA2	novel	SAS	281	1	0.0233
HLA-DQA2	novel	SAS	310	1	0.0233
HLA-DQA2	novel	POOLED	1	318	0.8665
HLA-DQA2	novel	POOLED	2	20	0.0545
HLA-DQA2	novel	POOLED	3	7	0.0191
HLA-DQA2	novel	POOLED	4	2	0.0054
HLA-DQA2	novel	POOLED	5	3	0.0082
HLA-DQA2	novel	POOLED	6	1	0.0027
HLA-DQA2	novel	POOLED	10	1	0.0027
HLA-DQA2	novel	POOLED	13	1	0.0027
HLA-DQA2	novel	POOLED	14	1	0.0027
HLA-DQA2	novel	POOLED	17	1	0.0027
HLA-DQA2	novel	POOLED	19	1	0.0027
HLA-DQA2	novel	POOLED	21	1	0.0027
HLA-DQA2	novel	POOLED	52	1	0.0027
HLA-DQA2	novel	POOLED	222	1	0.0027
HLA-DQA2	novel	POOLED	352	1	0.0027
HLA-DQA2	novel	POOLED	457	1	0.0027
HLA-DQA2	novel	POOLED	589	1	0.0027
HLA-DQA2	novel	POOLED	636	1	0.0027
HLA-DQA2	novel	POOLED	640	1	0.0027
HLA-DQA2	novel	POOLED	738	1	0.0027
HLA-DQA2	novel	POOLED	3274	1	0.0027
HLA-DQA2	novel	POOLED	3410	1	0.0027
HLA-DQB1	all	AFR	1	173	0.6223
HLA-DQB1	all	AFR	2	24	0.0863
HLA-DQB1	all	AFR	3	10	0.036
HLA-DQB1	all	AFR	4	3	0.0108
HLA-DQB1	all	AFR	5	9	0.0324
HLA-DQB1	all	AFR	6	8	0.0288
HLA-DQB1	all	AFR	7	2	0.0072
HLA-DQB1	all	AFR	9	3	0.0108
HLA-DQB1	all	AFR	10	1	0.0036
HLA-DQB1	all	AFR	12	1	0.0036
HLA-DQB1	all	AFR	13	1	0.0036
HLA-DQB1	all	AFR	14	1	0.0036
HLA-DQB1	all	AFR	16	2	0.0072
HLA-DQB1	all	AFR	17	1	0.0036
HLA-DQB1	all	AFR	19	2	0.0072
HLA-DQB1	all	AFR	20	1	0.0036
HLA-DQB1	all	AFR	21	1	0.0036
HLA-DQB1	all	AFR	22	1	0.0036
HLA-DQB1	all	AFR	24	1	0.0036
HLA-DQB1	all	AFR	25	1	0.0036
HLA-DQB1	all	AFR	27	1	0.0036
HLA-DQB1	all	AFR	33	1	0.0036
HLA-DQB1	all	AFR	34	1	0.0036
HLA-DQB1	all	AFR	38	1	0.0036
HLA-DQB1	all	AFR	40	1	0.0036
HLA-DQB1	all	AFR	42	1	0.0036
HLA-DQB1	all	AFR	49	2	0.0072
HLA-DQB1	all	AFR	54	1	0.0036
HLA-DQB1	all	AFR	63	1	0.0036
HLA-DQB1	all	AFR	65	2	0.0072
HLA-DQB1	all	AFR	70	2	0.0072
HLA-DQB1	all	AFR	77	1	0.0036
HLA-DQB1	all	AFR	83	1	0.0036
HLA-DQB1	all	AFR	88	1	0.0036
HLA-DQB1	all	AFR	113	1	0.0036
HLA-DQB1	all	AFR	159	1	0.0036
HLA-DQB1	all	AFR	162	1	0.0036
HLA-DQB1	all	AFR	178	1	0.0036
HLA-DQB1	all	AFR	179	1	0.0036
HLA-DQB1	all	AFR	185	1	0.0036
HLA-DQB1	all	AFR	209	1	0.0036
HLA-DQB1	all	AFR	246	1	0.0036
HLA-DQB1	all	AFR	259	1	0.0036
HLA-DQB1	all	AFR	288	1	0.0036
HLA-DQB1	all	AFR	336	1	0.0036
HLA-DQB1	all	AFR	371	1	0.0036
HLA-DQB1	all	AFR	410	1	0.0036
HLA-DQB1	all	AFR	579	1	0.0036
HLA-DQB1	all	AFR	790	1	0.0036
HLA-DQB1	all	AMR	1	165	0.6522
HLA-DQB1	all	AMR	2	14	0.0553
HLA-DQB1	all	AMR	3	8	0.0316
HLA-DQB1	all	AMR	4	4	0.0158
HLA-DQB1	all	AMR	5	7	0.0277
HLA-DQB1	all	AMR	6	3	0.0119
HLA-DQB1	all	AMR	8	4	0.0158
HLA-DQB1	all	AMR	9	2	0.0079
HLA-DQB1	all	AMR	10	1	0.004
HLA-DQB1	all	AMR	11	1	0.004
HLA-DQB1	all	AMR	12	2	0.0079
HLA-DQB1	all	AMR	15	2	0.0079
HLA-DQB1	all	AMR	16	1	0.004
HLA-DQB1	all	AMR	18	1	0.004
HLA-DQB1	all	AMR	20	1	0.004
HLA-DQB1	all	AMR	25	1	0.004
HLA-DQB1	all	AMR	28	2	0.0079
HLA-DQB1	all	AMR	29	2	0.0079
HLA-DQB1	all	AMR	33	2	0.0079
HLA-DQB1	all	AMR	34	1	0.004
HLA-DQB1	all	AMR	35	1	0.004
HLA-DQB1	all	AMR	37	1	0.004
HLA-DQB1	all	AMR	38	1	0.004
HLA-DQB1	all	AMR	40	1	0.004
HLA-DQB1	all	AMR	41	1	0.004
HLA-DQB1	all	AMR	46	2	0.0079
HLA-DQB1	all	AMR	53	1	0.004
HLA-DQB1	all	AMR	57	1	0.004
HLA-DQB1	all	AMR	58	1	0.004
HLA-DQB1	all	AMR	60	1	0.004
HLA-DQB1	all	AMR	72	1	0.004
HLA-DQB1	all	AMR	74	1	0.004
HLA-DQB1	all	AMR	78	1	0.004
HLA-DQB1	all	AMR	88	1	0.004
HLA-DQB1	all	AMR	89	1	0.004
HLA-DQB1	all	AMR	92	1	0.004
HLA-DQB1	all	AMR	132	1	0.004
HLA-DQB1	all	AMR	139	1	0.004
HLA-DQB1	all	AMR	173	1	0.004
HLA-DQB1	all	AMR	196	1	0.004
HLA-DQB1	all	AMR	284	1	0.004
HLA-DQB1	all	AMR	298	1	0.004
HLA-DQB1	all	AMR	306	1	0.004
HLA-DQB1	all	AMR	319	1	0.004
HLA-DQB1	all	AMR	342	1	0.004
HLA-DQB1	all	AMR	366	1	0.004
HLA-DQB1	all	AMR	374	1	0.004
HLA-DQB1	all	AMR	795	1	0.004
HLA-DQB1	all	EAS	1	79	0.5603
HLA-DQB1	all	EAS	2	12	0.0851
HLA-DQB1	all	EAS	3	4	0.0284
HLA-DQB1	all	EAS	4	1	0.0071
HLA-DQB1	all	EAS	5	2	0.0142
HLA-DQB1	all	EAS	6	3	0.0213
HLA-DQB1	all	EAS	7	1	0.0071
HLA-DQB1	all	EAS	8	2	0.0142
HLA-DQB1	all	EAS	9	2	0.0142
HLA-DQB1	all	EAS	11	4	0.0284
HLA-DQB1	all	EAS	14	1	0.0071
HLA-DQB1	all	EAS	15	1	0.0071
HLA-DQB1	all	EAS	16	2	0.0142
HLA-DQB1	all	EAS	18	2	0.0142
HLA-DQB1	all	EAS	20	1	0.0071
HLA-DQB1	all	EAS	29	1	0.0071
HLA-DQB1	all	EAS	31	1	0.0071
HLA-DQB1	all	EAS	33	1	0.0071
HLA-DQB1	all	EAS	34	2	0.0142
HLA-DQB1	all	EAS	36	1	0.0071
HLA-DQB1	all	EAS	39	1	0.0071
HLA-DQB1	all	EAS	42	1	0.0071
HLA-DQB1	all	EAS	44	2	0.0142
HLA-DQB1	all	EAS	52	1	0.0071
HLA-DQB1	all	EAS	78	1	0.0071
HLA-DQB1	all	EAS	92	1	0.0071
HLA-DQB1	all	EAS	95	1	0.0071
HLA-DQB1	all	EAS	116	1	0.0071
HLA-DQB1	all	EAS	120	1	0.0071
HLA-DQB1	all	EAS	136	1	0.0071
HLA-DQB1	all	EAS	140	1	0.0071
HLA-DQB1	all	EAS	147	1	0.0071
HLA-DQB1	all	EAS	179	1	0.0071
HLA-DQB1	all	EAS	246	1	0.0071
HLA-DQB1	all	EAS	253	1	0.0071
HLA-DQB1	all	EAS	281	1	0.0071
HLA-DQB1	all	EAS	296	1	0.0071
HLA-DQB1	all	EUR	1	166	0.6667
HLA-DQB1	all	EUR	2	11	0.0442
HLA-DQB1	all	EUR	3	8	0.0321
HLA-DQB1	all	EUR	4	4	0.0161
HLA-DQB1	all	EUR	5	4	0.0161
HLA-DQB1	all	EUR	6	5	0.0201
HLA-DQB1	all	EUR	7	5	0.0201
HLA-DQB1	all	EUR	8	2	0.008
HLA-DQB1	all	EUR	9	1	0.004
HLA-DQB1	all	EUR	10	1	0.004
HLA-DQB1	all	EUR	11	2	0.008
HLA-DQB1	all	EUR	12	1	0.004
HLA-DQB1	all	EUR	13	2	0.008
HLA-DQB1	all	EUR	14	1	0.004
HLA-DQB1	all	EUR	15	2	0.008
HLA-DQB1	all	EUR	16	1	0.004
HLA-DQB1	all	EUR	17	1	0.004
HLA-DQB1	all	EUR	24	1	0.004
HLA-DQB1	all	EUR	26	1	0.004
HLA-DQB1	all	EUR	27	1	0.004
HLA-DQB1	all	EUR	28	2	0.008
HLA-DQB1	all	EUR	31	1	0.004
HLA-DQB1	all	EUR	38	1	0.004
HLA-DQB1	all	EUR	39	2	0.008
HLA-DQB1	all	EUR	41	1	0.004
HLA-DQB1	all	EUR	62	1	0.004
HLA-DQB1	all	EUR	74	1	0.004
HLA-DQB1	all	EUR	76	1	0.004
HLA-DQB1	all	EUR	79	1	0.004
HLA-DQB1	all	EUR	97	1	0.004
HLA-DQB1	all	EUR	100	1	0.004
HLA-DQB1	all	EUR	107	1	0.004
HLA-DQB1	all	EUR	108	1	0.004
HLA-DQB1	all	EUR	114	1	0.004
HLA-DQB1	all	EUR	121	1	0.004
HLA-DQB1	all	EUR	149	1	0.004
HLA-DQB1	all	EUR	170	1	0.004
HLA-DQB1	all	EUR	179	1	0.004
HLA-DQB1	all	EUR	253	1	0.004
HLA-DQB1	all	EUR	258	1	0.004
HLA-DQB1	all	EUR	353	1	0.004
HLA-DQB1	all	EUR	373	1	0.004
HLA-DQB1	all	EUR	394	1	0.004
HLA-DQB1	all	EUR	463	1	0.004
HLA-DQB1	all	EUR	502	1	0.004
HLA-DQB1	all	EUR	556	1	0.004
HLA-DQB1	all	EUR	638	1	0.004
HLA-DQB1	all	MID	1	40	0.4348
HLA-DQB1	all	MID	2	9	0.0978
HLA-DQB1	all	MID	3	2	0.0217
HLA-DQB1	all	MID	4	7	0.0761
HLA-DQB1	all	MID	5	3	0.0326
HLA-DQB1	all	MID	6	2	0.0217
HLA-DQB1	all	MID	8	2	0.0217
HLA-DQB1	all	MID	9	3	0.0326
HLA-DQB1	all	MID	10	1	0.0109
HLA-DQB1	all	MID	11	2	0.0217
HLA-DQB1	all	MID	12	1	0.0109
HLA-DQB1	all	MID	13	2	0.0217
HLA-DQB1	all	MID	14	2	0.0217
HLA-DQB1	all	MID	17	1	0.0109
HLA-DQB1	all	MID	18	2	0.0217
HLA-DQB1	all	MID	19	1	0.0109
HLA-DQB1	all	MID	22	1	0.0109
HLA-DQB1	all	MID	23	1	0.0109
HLA-DQB1	all	MID	29	1	0.0109
HLA-DQB1	all	MID	30	1	0.0109
HLA-DQB1	all	MID	33	1	0.0109
HLA-DQB1	all	MID	35	1	0.0109
HLA-DQB1	all	MID	40	1	0.0109
HLA-DQB1	all	MID	49	1	0.0109
HLA-DQB1	all	MID	56	1	0.0109
HLA-DQB1	all	MID	82	1	0.0109
HLA-DQB1	all	MID	84	1	0.0109
HLA-DQB1	all	MID	159	1	0.0109
HLA-DQB1	all	SAS	1	71	0.5259
HLA-DQB1	all	SAS	2	11	0.0815
HLA-DQB1	all	SAS	3	4	0.0296
HLA-DQB1	all	SAS	4	4	0.0296
HLA-DQB1	all	SAS	5	5	0.037
HLA-DQB1	all	SAS	7	5	0.037
HLA-DQB1	all	SAS	8	3	0.0222
HLA-DQB1	all	SAS	9	1	0.0074
HLA-DQB1	all	SAS	10	1	0.0074
HLA-DQB1	all	SAS	11	1	0.0074
HLA-DQB1	all	SAS	13	2	0.0148
HLA-DQB1	all	SAS	15	1	0.0074
HLA-DQB1	all	SAS	17	1	0.0074
HLA-DQB1	all	SAS	18	1	0.0074
HLA-DQB1	all	SAS	19	2	0.0148
HLA-DQB1	all	SAS	20	1	0.0074
HLA-DQB1	all	SAS	22	1	0.0074
HLA-DQB1	all	SAS	28	1	0.0074
HLA-DQB1	all	SAS	31	1	0.0074
HLA-DQB1	all	SAS	33	1	0.0074
HLA-DQB1	all	SAS	39	1	0.0074
HLA-DQB1	all	SAS	41	1	0.0074
HLA-DQB1	all	SAS	43	1	0.0074
HLA-DQB1	all	SAS	59	1	0.0074
HLA-DQB1	all	SAS	63	1	0.0074
HLA-DQB1	all	SAS	64	1	0.0074
HLA-DQB1	all	SAS	65	1	0.0074
HLA-DQB1	all	SAS	71	1	0.0074
HLA-DQB1	all	SAS	103	1	0.0074
HLA-DQB1	all	SAS	125	1	0.0074
HLA-DQB1	all	SAS	135	1	0.0074
HLA-DQB1	all	SAS	145	1	0.0074
HLA-DQB1	all	SAS	149	1	0.0074
HLA-DQB1	all	SAS	152	1	0.0074
HLA-DQB1	all	SAS	159	1	0.0074
HLA-DQB1	all	SAS	201	1	0.0074
HLA-DQB1	all	SAS	383	1	0.0074
HLA-DQB1	all	POOLED	1	550	0.7333
HLA-DQB1	all	POOLED	2	61	0.0813
HLA-DQB1	all	POOLED	3	16	0.0213
HLA-DQB1	all	POOLED	4	10	0.0133
HLA-DQB1	all	POOLED	5	8	0.0107
HLA-DQB1	all	POOLED	6	6	0.008
HLA-DQB1	all	POOLED	7	6	0.008
HLA-DQB1	all	POOLED	8	4	0.0053
HLA-DQB1	all	POOLED	9	3	0.004
HLA-DQB1	all	POOLED	10	3	0.004
HLA-DQB1	all	POOLED	11	3	0.004
HLA-DQB1	all	POOLED	12	1	0.0013
HLA-DQB1	all	POOLED	13	1	0.0013
HLA-DQB1	all	POOLED	15	3	0.004
HLA-DQB1	all	POOLED	16	2	0.0027
HLA-DQB1	all	POOLED	17	3	0.004
HLA-DQB1	all	POOLED	18	1	0.0013
HLA-DQB1	all	POOLED	20	1	0.0013
HLA-DQB1	all	POOLED	21	2	0.0027
HLA-DQB1	all	POOLED	22	1	0.0013
HLA-DQB1	all	POOLED	23	1	0.0013
HLA-DQB1	all	POOLED	25	1	0.0013
HLA-DQB1	all	POOLED	26	1	0.0013
HLA-DQB1	all	POOLED	27	1	0.0013
HLA-DQB1	all	POOLED	28	1	0.0013
HLA-DQB1	all	POOLED	29	1	0.0013
HLA-DQB1	all	POOLED	31	1	0.0013
HLA-DQB1	all	POOLED	35	1	0.0013
HLA-DQB1	all	POOLED	38	1	0.0013
HLA-DQB1	all	POOLED	40	1	0.0013
HLA-DQB1	all	POOLED	44	1	0.0013
HLA-DQB1	all	POOLED	45	1	0.0013
HLA-DQB1	all	POOLED	47	1	0.0013
HLA-DQB1	all	POOLED	48	1	0.0013
HLA-DQB1	all	POOLED	49	1	0.0013
HLA-DQB1	all	POOLED	50	2	0.0027
HLA-DQB1	all	POOLED	51	1	0.0013
HLA-DQB1	all	POOLED	53	2	0.0027
HLA-DQB1	all	POOLED	56	1	0.0013
HLA-DQB1	all	POOLED	58	1	0.0013
HLA-DQB1	all	POOLED	59	1	0.0013
HLA-DQB1	all	POOLED	69	1	0.0013
HLA-DQB1	all	POOLED	72	1	0.0013
HLA-DQB1	all	POOLED	77	1	0.0013
HLA-DQB1	all	POOLED	86	1	0.0013
HLA-DQB1	all	POOLED	89	1	0.0013
HLA-DQB1	all	POOLED	93	1	0.0013
HLA-DQB1	all	POOLED	120	1	0.0013
HLA-DQB1	all	POOLED	125	1	0.0013
HLA-DQB1	all	POOLED	147	1	0.0013
HLA-DQB1	all	POOLED	148	1	0.0013
HLA-DQB1	all	POOLED	153	1	0.0013
HLA-DQB1	all	POOLED	161	1	0.0013
HLA-DQB1	all	POOLED	176	1	0.0013
HLA-DQB1	all	POOLED	210	1	0.0013
HLA-DQB1	all	POOLED	213	1	0.0013
HLA-DQB1	all	POOLED	217	1	0.0013
HLA-DQB1	all	POOLED	224	1	0.0013
HLA-DQB1	all	POOLED	236	1	0.0013
HLA-DQB1	all	POOLED	238	1	0.0013
HLA-DQB1	all	POOLED	331	1	0.0013
HLA-DQB1	all	POOLED	333	1	0.0013
HLA-DQB1	all	POOLED	363	1	0.0013
HLA-DQB1	all	POOLED	394	1	0.0013
HLA-DQB1	all	POOLED	445	1	0.0013
HLA-DQB1	all	POOLED	453	1	0.0013
HLA-DQB1	all	POOLED	467	1	0.0013
HLA-DQB1	all	POOLED	531	1	0.0013
HLA-DQB1	all	POOLED	554	1	0.0013
HLA-DQB1	all	POOLED	558	1	0.0013
HLA-DQB1	all	POOLED	580	1	0.0013
HLA-DQB1	all	POOLED	615	1	0.0013
HLA-DQB1	all	POOLED	706	1	0.0013
HLA-DQB1	all	POOLED	745	1	0.0013
HLA-DQB1	all	POOLED	791	1	0.0013
HLA-DQB1	all	POOLED	817	1	0.0013
HLA-DQB1	all	POOLED	831	1	0.0013
HLA-DQB1	all	POOLED	1076	1	0.0013
HLA-DQB1	all	POOLED	1407	1	0.0013
HLA-DQB1	all	POOLED	1545	1	0.0013
HLA-DQB1	all	POOLED	1565	1	0.0013
HLA-DQB1	all	POOLED	1837	1	0.0013
HLA-DQB1	all	POOLED	1948	1	0.0013
HLA-DQB1	known	AFR	1	16	0.1975
HLA-DQB1	known	AFR	2	11	0.1358
HLA-DQB1	known	AFR	3	4	0.0494
HLA-DQB1	known	AFR	4	3	0.037
HLA-DQB1	known	AFR	5	6	0.0741
HLA-DQB1	known	AFR	6	5	0.0617
HLA-DQB1	known	AFR	9	3	0.037
HLA-DQB1	known	AFR	12	1	0.0123
HLA-DQB1	known	AFR	17	1	0.0123
HLA-DQB1	known	AFR	19	2	0.0247
HLA-DQB1	known	AFR	20	1	0.0123
HLA-DQB1	known	AFR	22	1	0.0123
HLA-DQB1	known	AFR	24	1	0.0123
HLA-DQB1	known	AFR	34	1	0.0123
HLA-DQB1	known	AFR	38	1	0.0123
HLA-DQB1	known	AFR	40	1	0.0123
HLA-DQB1	known	AFR	42	1	0.0123
HLA-DQB1	known	AFR	49	1	0.0123
HLA-DQB1	known	AFR	54	1	0.0123
HLA-DQB1	known	AFR	63	1	0.0123
HLA-DQB1	known	AFR	65	2	0.0247
HLA-DQB1	known	AFR	77	1	0.0123
HLA-DQB1	known	AFR	83	1	0.0123
HLA-DQB1	known	AFR	88	1	0.0123
HLA-DQB1	known	AFR	113	1	0.0123
HLA-DQB1	known	AFR	159	1	0.0123
HLA-DQB1	known	AFR	162	1	0.0123
HLA-DQB1	known	AFR	178	1	0.0123
HLA-DQB1	known	AFR	179	1	0.0123
HLA-DQB1	known	AFR	185	1	0.0123
HLA-DQB1	known	AFR	209	1	0.0123
HLA-DQB1	known	AFR	259	1	0.0123
HLA-DQB1	known	AFR	288	1	0.0123
HLA-DQB1	known	AFR	336	1	0.0123
HLA-DQB1	known	AFR	371	1	0.0123
HLA-DQB1	known	AFR	410	1	0.0123
HLA-DQB1	known	AFR	579	1	0.0123
HLA-DQB1	known	AFR	790	1	0.0123
HLA-DQB1	known	AMR	1	27	0.2967
HLA-DQB1	known	AMR	2	7	0.0769
HLA-DQB1	known	AMR	3	6	0.0659
HLA-DQB1	known	AMR	4	4	0.044
HLA-DQB1	known	AMR	5	4	0.044
HLA-DQB1	known	AMR	6	3	0.033
HLA-DQB1	known	AMR	8	1	0.011
HLA-DQB1	known	AMR	9	2	0.022
HLA-DQB1	known	AMR	10	1	0.011
HLA-DQB1	known	AMR	11	1	0.011
HLA-DQB1	known	AMR	12	2	0.022
HLA-DQB1	known	AMR	15	2	0.022
HLA-DQB1	known	AMR	16	1	0.011
HLA-DQB1	known	AMR	25	1	0.011
HLA-DQB1	known	AMR	28	2	0.022
HLA-DQB1	known	AMR	29	1	0.011
HLA-DQB1	known	AMR	33	1	0.011
HLA-DQB1	known	AMR	34	1	0.011
HLA-DQB1	known	AMR	38	1	0.011
HLA-DQB1	known	AMR	40	1	0.011
HLA-DQB1	known	AMR	41	1	0.011
HLA-DQB1	known	AMR	46	2	0.022
HLA-DQB1	known	AMR	57	1	0.011
HLA-DQB1	known	AMR	60	1	0.011
HLA-DQB1	known	AMR	72	1	0.011
HLA-DQB1	known	AMR	74	1	0.011
HLA-DQB1	known	AMR	78	1	0.011
HLA-DQB1	known	AMR	88	1	0.011
HLA-DQB1	known	AMR	89	1	0.011
HLA-DQB1	known	AMR	92	1	0.011
HLA-DQB1	known	AMR	139	1	0.011
HLA-DQB1	known	AMR	173	1	0.011
HLA-DQB1	known	AMR	196	1	0.011
HLA-DQB1	known	AMR	284	1	0.011
HLA-DQB1	known	AMR	298	1	0.011
HLA-DQB1	known	AMR	306	1	0.011
HLA-DQB1	known	AMR	319	1	0.011
HLA-DQB1	known	AMR	342	1	0.011
HLA-DQB1	known	AMR	366	1	0.011
HLA-DQB1	known	AMR	374	1	0.011
HLA-DQB1	known	AMR	795	1	0.011
HLA-DQB1	known	EAS	1	18	0.2857
HLA-DQB1	known	EAS	2	9	0.1429
HLA-DQB1	known	EAS	3	4	0.0635
HLA-DQB1	known	EAS	4	1	0.0159
HLA-DQB1	known	EAS	5	2	0.0317
HLA-DQB1	known	EAS	6	1	0.0159
HLA-DQB1	known	EAS	7	1	0.0159
HLA-DQB1	known	EAS	9	2	0.0317
HLA-DQB1	known	EAS	11	1	0.0159
HLA-DQB1	known	EAS	15	1	0.0159
HLA-DQB1	known	EAS	18	1	0.0159
HLA-DQB1	known	EAS	29	1	0.0159
HLA-DQB1	known	EAS	33	1	0.0159
HLA-DQB1	known	EAS	34	2	0.0317
HLA-DQB1	known	EAS	36	1	0.0159
HLA-DQB1	known	EAS	39	1	0.0159
HLA-DQB1	known	EAS	42	1	0.0159
HLA-DQB1	known	EAS	44	2	0.0317
HLA-DQB1	known	EAS	52	1	0.0159
HLA-DQB1	known	EAS	78	1	0.0159
HLA-DQB1	known	EAS	92	1	0.0159
HLA-DQB1	known	EAS	95	1	0.0159
HLA-DQB1	known	EAS	120	1	0.0159
HLA-DQB1	known	EAS	136	1	0.0159
HLA-DQB1	known	EAS	140	1	0.0159
HLA-DQB1	known	EAS	147	1	0.0159
HLA-DQB1	known	EAS	179	1	0.0159
HLA-DQB1	known	EAS	246	1	0.0159
HLA-DQB1	known	EAS	253	1	0.0159
HLA-DQB1	known	EAS	281	1	0.0159
HLA-DQB1	known	EAS	296	1	0.0159
HLA-DQB1	known	EUR	1	35	0.3684
HLA-DQB1	known	EUR	2	8	0.0842
HLA-DQB1	known	EUR	3	6	0.0632
HLA-DQB1	known	EUR	4	2	0.0211
HLA-DQB1	known	EUR	5	2	0.0211
HLA-DQB1	known	EUR	6	2	0.0211
HLA-DQB1	known	EUR	7	4	0.0421
HLA-DQB1	known	EUR	8	2	0.0211
